team,venue_city,venue_country,distance_km
Colombia,Los Angeles,USA,5607.3
Colombia,San Francisco Bay Area,USA,6067.2
Colombia,Boston,USA,4177.1
Colombia,New York/New Jersey,USA,4025.7
Colombia,Philadelphia,USA,3925.7
Colombia,Houston,USA,3577.5
Colombia,Miami,USA,2462.7
Comoros,Mexico City,Mexico,15908.0
Comoros,Guadalajara,Mexico,16331.8
Comoros,Monterrey,Mexico,15887.1
Comoros,Atlanta,USA,14187.9
Comoros,Kansas City,USA,14864.2
Comoros,Toronto,Canada,13510.7
Comoros,Dallas,USA,15351.5
Comoros,Vancouver,Canada,15652.4
Comoros,Seattle,USA,15803.3
Comoros,Los Angeles,USA,16915.7
Comoros,San Francisco Bay Area,USA,16800.0
Comoros,Boston,USA,12892.6
Comoros,New York/New Jersey,USA,13145.1
Comoros,Philadelphia,USA,13253.0
Comoros,Houston,USA,15307.6
Comoros,Miami,USA,13907.7
Congo,Mexico City,Mexico,12726.2
Congo,Guadalajara,Mexico,13160.6
Congo,Monterrey,Mexico,12766.1
Congo,Atlanta,USA,11165.8
Congo,Kansas City,USA,12007.5
Congo,Toronto,Canada,10712.9
Congo,Dallas,USA,12350.7
Congo,Vancouver,Canada,13663.4
Congo,Seattle,USA,13730.4
Congo,Los Angeles,USA,14205.2
Congo,San Francisco Bay Area,USA,14324.5
Congo,Boston,USA,10041.3
Congo,New York/New Jersey,USA,10263.4
Congo,Philadelphia,USA,10350.0
Congo,Houston,USA,12238.0
Congo,Miami,USA,10766.5
Cook Islands,Mexico City,Mexico,7985.8
Cook Islands,Guadalajara,Mexico,7688.5
Cook Islands,Monterrey,Mexico,8270.0
Cook Islands,Atlanta,USA,10041.5
Cook Islands,Kansas City,USA,9531.5
Cook Islands,Toronto,Canada,10881.1
Cook Islands,Dallas,USA,8957.2
Cook Islands,Vancouver,Canada,8636.9
Cook Islands,Seattle,USA,8517.2
Cook Islands,Los Angeles,USA,7541.0
Cook Islands,San Francisco Bay Area,USA,7625.7
Cook Islands,Boston,USA,11450.6
Cook Islands,New York/New Jersey,USA,11184.0
Cook Islands,Philadelphia,USA,11062.9
Cook Islands,Houston,USA,8911.3
Cook Islands,Miami,USA,10046.2
Costa Rica,Mexico City,Mexico,1925.6
Costa Rica,Guadalajara,Mexico,2394.1
Costa Rica,Monterrey,Mexico,2442.7
Costa Rica,Atlanta,USA,2649.7
Costa Rica,Kansas City,USA,3399.1
Costa Rica,Toronto,Canada,3774.9
Costa Rica,Dallas,USA,2866.9
Costa Rica,Vancouver,Canada,5666.5
Costa Rica,Seattle,USA,5508.3
Costa Rica,Los Angeles,USA,4392.4
Costa Rica,San Francisco Bay Area,USA,4865.7
Costa Rica,Boston,USA,3788.7
Costa Rica,New York/New Jersey,USA,3572.6
Costa Rica,Philadelphia,USA,3447.4
Costa Rica,Houston,USA,2492.2
Costa Rica,Miami,USA,1827.8
Croatia,Mexico City,Mexico,10277.1
Croatia,Guadalajara,Mexico,10436.5
Croatia,Monterrey,Mexico,9797.0
Croatia,Atlanta,USA,8106.0
Croatia,Kansas City,USA,8315.1
Croatia,Toronto,Canada,7052.5
Croatia,Dallas,USA,8995.6
Croatia,Vancouver,Canada,8725.9
Croatia,Seattle,USA,8864.1
Croatia,Los Angeles,USA,10029.2
Croatia,San Francisco Bay Area,USA,9851.7
Croatia,Boston,USA,6630.8
Croatia,New York/New Jersey,USA,6903.2
Croatia,Philadelphia,USA,7038.8
Croatia,Houston,USA,9149.4
Croatia,Miami,USA,8423.9
Cuba,Mexico City,Mexico,1788.4
Cuba,Guadalajara,Mexico,2190.1
Cuba,Monterrey,Mexico,1830.0
Cuba,Atlanta,USA,1199.0
Cuba,Kansas City,USA,2108.8
Cuba,Toronto,Canada,2297.1
Cuba,Dallas,USA,1795.7
Cuba,Vancouver,Canada,4582.9
Cuba,Seattle,USA,4454.5
Cuba,Los Angeles,USA,3691.4
Cuba,San Francisco Bay Area,USA,4083.8
Cuba,Boston,USA,2347.5
Cuba,New York/New Jersey,USA,2115.1
Cuba,Philadelphia,USA,1985.4
Cuba,Houston,USA,1487.6
Cuba,Miami,USA,382.7
Curaçao,Mexico City,Mexico,3326.7
Curaçao,Guadalajara,Mexico,3796.0
Curaçao,Monterrey,Mexico,3609.4
Curaçao,Atlanta,USA,2873.0
Curaçao,Kansas City,USA,3913.2
Curaçao,Toronto,Canada,3646.8
Curaçao,Dallas,USA,3671.7
Curaçao,Vancouver,Canada,6431.4
Curaçao,Seattle,USA,6312.3
Curaçao,Los Angeles,USA,5542.2
Curaçao,San Francisco Bay Area,USA,5951.8
Curaçao,Boston,USA,3341.5
Curaçao,New York/New Jersey,USA,3231.1
Curaçao,Philadelphia,USA,3150.4
Curaçao,Houston,USA,3358.8
Curaçao,Miami,USA,1942.7
Cyprus,Mexico City,Mexico,12157.5
Cyprus,Guadalajara,Mexico,12316.1
Cyprus,Monterrey,Mexico,11675.5
Cyprus,Atlanta,USA,9986.5
Cyprus,Kansas City,USA,10178.4
Cyprus,Toronto,Canada,8930.8
Cyprus,Dallas,USA,10868.4
Cyprus,Vancouver,Canada,10343.0
Cyprus,Seattle,USA,10500.3
Cyprus,Los Angeles,USA,11785.8
Cyprus,San Francisco Bay Area,USA,11554.4
Cyprus,Boston,USA,8511.0
Cyprus,New York/New Jersey,USA,8783.7
Cyprus,Philadelphia,USA,8919.1
Cyprus,Houston,USA,11029.1
Cyprus,Miami,USA,10277.1
Czech Republic,Mexico City,Mexico,9934.9
Czech Republic,Guadalajara,Mexico,10070.3
Czech Republic,Monterrey,Mexico,9427.5
Czech Republic,Atlanta,USA,7767.6
Czech Republic,Kansas City,USA,7920.4
Czech Republic,Toronto,Canada,6685.0
Czech Republic,Dallas,USA,8613.9
Czech Republic,Vancouver,Canada,8249.0
Czech Republic,Seattle,USA,8389.7
Czech Republic,Los Angeles,USA,9579.9
Czech Republic,San Francisco Bay Area,USA,9389.4
Czech Republic,Boston,USA,6297.5
Czech Republic,New York/New Jersey,USA,6567.6
Czech Republic,Philadelphia,USA,6704.3
Czech Republic,Houston,USA,8784.8
Czech Republic,Miami,USA,8140.5
DR Congo,Mexico City,Mexico,12731.7
DR Congo,Guadalajara,Mexico,13166.3
DR Congo,Monterrey,Mexico,12772.1
DR Congo,Atlanta,USA,11172.4
DR Congo,Kansas City,USA,12014.5
DR Congo,Toronto,Canada,10720.1
DR Congo,Dallas,USA,12357.3
DR Congo,Vancouver,Canada,13671.0
DR Congo,Seattle,USA,13738.0
DR Congo,Los Angeles,USA,14212.3
DR Congo,San Francisco Bay Area,USA,14331.8
DR Congo,Boston,USA,10048.4
DR Congo,New York/New Jersey,USA,10270.5
DR Congo,Philadelphia,USA,10357.0
DR Congo,Houston,USA,12244.4
DR Congo,Miami,USA,10772.5
Denmark,Mexico City,Mexico,9522.3
Denmark,Guadalajara,Mexico,9624.0
Denmark,Monterrey,Mexico,8979.2
Denmark,Atlanta,USA,7371.7
Denmark,Kansas City,USA,7442.1
Denmark,Toronto,Canada,6253.4
Denmark,Dallas,USA,8151.8
Denmark,Vancouver,Canada,7642.8
Denmark,Seattle,USA,7787.7
Denmark,Los Angeles,USA,9016.1
Denmark,San Francisco Bay Area,USA,8805.9
Denmark,Boston,USA,5919.3
Denmark,New York/New Jersey,USA,6183.8
Denmark,Philadelphia,USA,6321.2
Denmark,Houston,USA,8346.3
Denmark,Miami,USA,7819.8
Djibouti,Mexico City,Mexico,14643.1
Djibouti,Guadalajara,Mexico,14896.6
Djibouti,Monterrey,Mexico,14282.2
Djibouti,Atlanta,USA,12523.5
Djibouti,Kansas City,USA,12878.4
Djibouti,Toronto,Canada,11571.4
Djibouti,Dallas,USA,13526.7
Djibouti,Vancouver,Canada,13114.6
Djibouti,Seattle,USA,13278.8
Djibouti,Los Angeles,USA,14585.8
Djibouti,San Francisco Bay Area,USA,14350.2
Djibouti,Boston,USA,11068.6
Djibouti,New York/New Jersey,USA,11341.4
Djibouti,Philadelphia,USA,11470.3
Djibouti,Houston,USA,13630.3
Djibouti,Miami,USA,12606.6
Dominica,Mexico City,Mexico,4025.9
Dominica,Guadalajara,Mexico,4477.6
Dominica,Monterrey,Mexico,4191.4
Dominica,Atlanta,USA,3088.8
Dominica,Kansas City,USA,4165.1
Dominica,Toronto,Canada,3583.6
Dominica,Dallas,USA,4083.8
Dominica,Vancouver,Canada,6685.6
Dominica,Seattle,USA,6592.1
Dominica,Los Angeles,USA,6036.4
Dominica,San Francisco Bay Area,USA,6398.6
Dominica,Boston,USA,3125.4
Dominica,New York/New Jersey,USA,3089.9
Dominica,Philadelphia,USA,3044.9
Dominica,Houston,USA,3824.0
Dominica,Miami,USA,2287.4
Dominican Republic,Mexico City,Mexico,3074.7
Dominican Republic,Guadalajara,Mexico,3518.2
Dominican Republic,Monterrey,Mexico,3218.9
Dominican Republic,Atlanta,USA,2225.6
Dominican Republic,Kansas City,USA,3290.6
Dominican Republic,Toronto,Canada,2934.3
Dominican Republic,Dallas,USA,3139.3
Dominican Republic,Vancouver,Canada,5820.6
Dominican Republic,Seattle,USA,5713.4
Dominican Republic,Los Angeles,USA,5076.1
Dominican Republic,San Francisco Bay Area,USA,5451.1
Dominican Republic,Boston,USA,2627.5
Dominican Republic,New York/New Jersey,USA,2514.0
Dominican Republic,Philadelphia,USA,2433.8
Dominican Republic,Houston,USA,2863.9
Dominican Republic,Miami,USA,1348.7
Ecuador,Mexico City,Mexico,3126.9
Ecuador,Guadalajara,Mexico,3571.7
Ecuador,Monterrey,Mexico,3705.6
Ecuador,Atlanta,USA,3828.5
Ecuador,Kansas City,USA,4660.7
Ecuador,Toronto,Canada,4878.2
Ecuador,Dallas,USA,4151.5
Ecuador,Vancouver,Canada,6950.8
Ecuador,Seattle,USA,6790.9
Ecuador,Los Angeles,USA,5625.0
Ecuador,San Francisco Bay Area,USA,6110.0
Ecuador,Boston,USA,4761.9
Ecuador,New York/New Jersey,USA,4585.9
Ecuador,Philadelphia,USA,4475.3
Ecuador,Houston,USA,3777.5
Ecuador,Miami,USA,2917.8
Egypt,Mexico City,Mexico,12380.7
Egypt,Guadalajara,Mexico,12580.2
Egypt,Monterrey,Mexico,11948.8
Egypt,Atlanta,USA,10219.7
Egypt,Kansas City,USA,10499.7
Egypt,Toronto,Canada,9213.0
Egypt,Dallas,USA,11165.8
Egypt,Vancouver,Canada,10836.5
Egypt,Seattle,USA,10987.0
Egypt,Los Angeles,USA,12215.2
Egypt,San Francisco Bay Area,USA,12014.2
Egypt,Boston,USA,8747.6
Egypt,New York/New Jersey,USA,9021.5
Egypt,Philadelphia,USA,9154.3
Egypt,Houston,USA,11297.1
Egypt,Miami,USA,10427.5
El Salvador,Mexico City,Mexico,1231.5
El Salvador,Guadalajara,Mexico,1702.7
El Salvador,Monterrey,Mexico,1762.9
El Salvador,Atlanta,USA,2283.0
El Salvador,Kansas City,USA,2867.4
El Salvador,Toronto,Canada,3457.5
El Salvador,Dallas,USA,2265.9
El Salvador,Vancouver,Canada,5019.8
El Salvador,Seattle,USA,4855.7
El Salvador,Los Angeles,USA,3700.3
El Salvador,San Francisco Bay Area,USA,4177.2
El Salvador,Boston,USA,3598.9
El Salvador,New York/New Jersey,USA,3354.1
El Salvador,Philadelphia,USA,3220.1
El Salvador,Houston,USA,1890.2
El Salvador,Miami,USA,1653.0
England,Mexico City,Mexico,8941.2
England,Guadalajara,Mexico,9099.2
England,Monterrey,Mexico,8460.2
England,Atlanta,USA,6770.3
England,Kansas City,USA,6988.3
England,Toronto,Canada,5716.1
England,Dallas,USA,7662.1
England,Vancouver,Canada,7578.4
England,Seattle,USA,7700.6
England,Los Angeles,USA,8769.6
England,San Francisco Bay Area,USA,8629.8
England,Boston,USA,5295.7
England,New York/New Jersey,USA,5567.7
England,Philadelphia,USA,5703.6
England,Houston,USA,7812.1
England,Miami,USA,7114.2
Equatorial Guinea,Mexico City,Mexico,11738.5
Equatorial Guinea,Guadalajara,Mexico,12152.4
Equatorial Guinea,Monterrey,Mexico,11715.7
Equatorial Guinea,Atlanta,USA,10069.6
Equatorial Guinea,Kansas City,USA,10880.8
Equatorial Guinea,Toronto,Canada,9575.3
Equatorial Guinea,Dallas,USA,11252.9
Equatorial Guinea,Vancouver,Canada,12526.5
Equatorial Guinea,Seattle,USA,12589.1
Equatorial Guinea,Los Angeles,USA,13074.5
Equatorial Guinea,San Francisco Bay Area,USA,13180.7
Equatorial Guinea,Boston,USA,8907.4
Equatorial Guinea,New York/New Jersey,USA,9134.2
Equatorial Guinea,Philadelphia,USA,9224.3
Equatorial Guinea,Houston,USA,11161.8
Equatorial Guinea,Miami,USA,9727.5
Eritrea,Mexico City,Mexico,14027.1
Eritrea,Guadalajara,Mexico,14279.7
Eritrea,Monterrey,Mexico,13666.4
Eritrea,Atlanta,USA,11906.6
Eritrea,Kansas City,USA,12273.2
Eritrea,Toronto,Canada,10960.4
Eritrea,Dallas,USA,12915.2
Eritrea,Vancouver,Canada,12616.4
Eritrea,Seattle,USA,12773.5
Eritrea,Los Angeles,USA,14029.3
Eritrea,San Francisco Bay Area,USA,13819.9
Eritrea,Boston,USA,10452.8
Eritrea,New York/New Jersey,USA,10725.5
Eritrea,Philadelphia,USA,10854.1
Eritrea,Houston,USA,13014.6
Eritrea,Miami,USA,11995.0
Estonia,Mexico City,Mexico,9899.6
Estonia,Guadalajara,Mexico,9945.2
Estonia,Monterrey,Mexico,9304.5
Estonia,Atlanta,USA,7799.1
Estonia,Kansas City,USA,7732.3
Estonia,Toronto,Canada,6641.7
Estonia,Dallas,USA,8462.7
Estonia,Vancouver,Canada,7581.5
Estonia,Seattle,USA,7743.4
Estonia,Los Angeles,USA,9089.1
Estonia,San Francisco Bay Area,USA,8819.9
Estonia,Boston,USA,6391.3
Estonia,New York/New Jersey,USA,6644.2
Estonia,Philadelphia,USA,6780.5
Estonia,Houston,USA,8695.7
Estonia,Miami,USA,8340.9
Eswatini,Mexico City,Mexico,14890.1
Eswatini,Guadalajara,Mexico,15365.9
Eswatini,Monterrey,Mexico,15184.7
Eswatini,Atlanta,USA,13852.8
Eswatini,Kansas City,USA,14812.4
Eswatini,Toronto,Canada,13594.0
Eswatini,Dallas,USA,15004.2
Eswatini,Vancouver,Canada,16636.9
Eswatini,Seattle,USA,16706.4
Eswatini,Los Angeles,USA,16971.8
Eswatini,San Francisco Bay Area,USA,17205.2
Eswatini,Boston,USA,12910.0
Eswatini,New York/New Jersey,USA,13108.4
Eswatini,Philadelphia,USA,13178.3
Eswatini,Houston,USA,14799.7
Eswatini,Miami,USA,13253.7
Ethiopia,Mexico City,Mexico,14429.8
Ethiopia,Guadalajara,Mexico,14726.4
Ethiopia,Monterrey,Mexico,14137.4
Ethiopia,Atlanta,USA,12366.3
Ethiopia,Kansas City,USA,12814.9
Ethiopia,Toronto,Canada,11480.6
Ethiopia,Dallas,USA,13425.1
Ethiopia,Vancouver,Canada,13295.1
Ethiopia,Seattle,USA,13448.3
Ethiopia,Los Angeles,USA,14659.2
Ethiopia,San Francisco Bay Area,USA,14475.8
Ethiopia,Boston,USA,10938.8
Ethiopia,New York/New Jersey,USA,11208.5
Ethiopia,Philadelphia,USA,11332.8
Ethiopia,Houston,USA,13491.8
Ethiopia,Miami,USA,12365.0
Fiji,Mexico City,Mexico,9908.4
Fiji,Guadalajara,Mexico,9539.3
Fiji,Monterrey,Mexico,10042.6
Fiji,Atlanta,USA,11759.0
Fiji,Kansas City,USA,11021.6
Fiji,Toronto,Canada,12350.4
Fiji,Dallas,USA,10590.2
Fiji,Vancouver,Canada,9443.3
Fiji,Seattle,USA,9382.4
Fiji,Los Angeles,USA,8846.3
Fiji,San Francisco Bay Area,USA,8770.2
Fiji,Boston,USA,13004.9
Fiji,New York/New Jersey,USA,12766.2
Fiji,Philadelphia,USA,12667.3
Fiji,Houston,USA,10637.6
Fiji,Miami,USA,11975.4
Finland,Mexico City,Mexico,9857.1
Finland,Guadalajara,Mexico,9897.6
Finland,Monterrey,Mexico,9257.7
Finland,Atlanta,USA,7763.1
Finland,Kansas City,USA,7683.7
Finland,Toronto,Canada,6602.9
Finland,Dallas,USA,8415.2
Finland,Vancouver,Canada,7509.8
Finland,Seattle,USA,7672.5
Finland,Los Angeles,USA,9024.0
Finland,San Francisco Bay Area,USA,8751.5
Finland,Boston,USA,6361.2
Finland,New York/New Jersey,USA,6612.6
Finland,Philadelphia,USA,6748.7
Finland,Houston,USA,8651.5
Finland,Miami,USA,8314.6
France,Mexico City,Mexico,9208.3
France,Guadalajara,Mexico,9380.9
France,Monterrey,Mexico,8745.0
France,Atlanta,USA,7037.8
France,Kansas City,USA,7290.9
France,Toronto,Canada,6004.3
France,Dallas,USA,7955.6
France,Vancouver,Canada,7921.2
France,Seattle,USA,8042.6
France,Los Angeles,USA,9099.6
France,San Francisco Bay Area,USA,8966.2
France,Boston,USA,5562.0
France,New York/New Jersey,USA,5835.2
France,Philadelphia,USA,5970.1
France,Houston,USA,8094.8
France,Miami,USA,7344.5
French Guiana,Mexico City,Mexico,5313.6
French Guiana,Guadalajara,Mexico,5784.8
French Guiana,Monterrey,Mexico,5590.1
French Guiana,Atlanta,USA,4607.1
French Guiana,Kansas City,USA,5683.3
French Guiana,Toronto,Canada,5055.4
French Guiana,Dallas,USA,5570.4
French Guiana,Vancouver,Canada,8205.0
French Guiana,Seattle,USA,8111.0
French Guiana,Los Angeles,USA,7496.0
French Guiana,San Francisco Bay Area,USA,7880.9
French Guiana,Boston,USA,4536.8
French Guiana,New York/New Jersey,USA,4540.5
French Guiana,Philadelphia,USA,4511.5
French Guiana,Houston,USA,5288.5
French Guiana,Miami,USA,3778.0
Gabon,Mexico City,Mexico,11940.9
Gabon,Guadalajara,Mexico,12366.5
Gabon,Monterrey,Mexico,11954.4
Gabon,Atlanta,USA,10339.5
Gabon,Kansas City,USA,11178.3
Gabon,Toronto,Canada,9886.7
Gabon,Dallas,USA,11524.4
Gabon,Vancouver,Canada,12882.6
Gabon,Seattle,USA,12940.6
Gabon,Los Angeles,USA,13376.4
Gabon,San Francisco Bay Area,USA,13502.0
Gabon,Boston,USA,9213.7
Gabon,New York/New Jersey,USA,9434.8
Gabon,Philadelphia,USA,9520.9
Gabon,Houston,USA,11417.3
Gabon,Miami,USA,9957.7
Gambia,Mexico City,Mexico,8743.1
Gambia,Guadalajara,Mexico,9156.2
Gambia,Monterrey,Mexico,8731.2
Gambia,Atlanta,USA,7134.5
Gambia,Kansas City,USA,8025.4
Gambia,Toronto,Canada,6796.4
Gambia,Dallas,USA,8318.3
Gambia,Vancouver,Canada,10027.8
Gambia,Seattle,USA,10040.4
Gambia,Los Angeles,USA,10218.5
Gambia,San Francisco Bay Area,USA,10405.5
Gambia,Boston,USA,6111.0
Gambia,New York/New Jersey,USA,6307.3
Gambia,Philadelphia,USA,6379.3
Gambia,Houston,USA,8197.4
Gambia,Miami,USA,6736.3
Georgia,Mexico City,Mexico,12286.6
Georgia,Guadalajara,Mexico,12350.0
Georgia,Monterrey,Mexico,11707.7
Georgia,Atlanta,USA,10154.6
Georgia,Kansas City,USA,10139.6
Georgia,Toronto,Canada,9017.3
Georgia,Dallas,USA,10867.7
Georgia,Vancouver,Canada,9831.1
Georgia,Seattle,USA,10006.4
Georgia,Los Angeles,USA,11429.6
Georgia,San Francisco Bay Area,USA,11118.4
Georgia,Boston,USA,8711.1
Georgia,New York/New Jersey,USA,8973.8
Georgia,Philadelphia,USA,9111.1
Georgia,Houston,USA,11091.5
Georgia,Miami,USA,10611.4
Germany,Mexico City,Mexico,9739.7
Germany,Guadalajara,Mexico,9861.2
Germany,Monterrey,Mexico,9217.2
Germany,Atlanta,USA,7577.7
Germany,Kansas City,USA,7696.9
Germany,Toronto,Canada,6479.5
Germany,Dallas,USA,8397.4
Germany,Vancouver,Canada,7976.5
Germany,Seattle,USA,8118.7
Germany,Los Angeles,USA,9323.3
Germany,San Francisco Bay Area,USA,9125.3
Germany,Boston,USA,6113.4
Germany,New York/New Jersey,USA,6381.5
Germany,Philadelphia,USA,6518.7
Germany,Houston,USA,8578.1
Germany,Miami,USA,7982.3
Ghana,Mexico City,Mexico,10736.6
Ghana,Guadalajara,Mexico,11157.2
Ghana,Monterrey,Mexico,10739.2
Ghana,Atlanta,USA,9129.6
Ghana,Kansas City,USA,9987.1
Ghana,Toronto,Canada,8714.8
Ghana,Dallas,USA,10314.5
Ghana,Vancouver,Canada,11812.1
Ghana,Seattle,USA,11852.3
Ghana,Los Angeles,USA,12186.1
Ghana,San Francisco Bay Area,USA,12336.7
Ghana,Boston,USA,8036.0
Ghana,New York/New Jersey,USA,8249.5
Ghana,Philadelphia,USA,8331.1
Ghana,Houston,USA,10202.7
Ghana,Miami,USA,8743.4
Gibraltar,Mexico City,Mexico,9083.7
Gibraltar,Guadalajara,Mexico,9358.4
Gibraltar,Monterrey,Mexico,8767.5
Gibraltar,Atlanta,USA,6996.0
Gibraltar,Kansas City,USA,7516.6
Gibraltar,Toronto,Canada,6163.2
Gibraltar,Dallas,USA,8076.9
Gibraltar,Vancouver,Canada,8714.1
Gibraltar,Seattle,USA,8799.5
Gibraltar,Los Angeles,USA,9575.0
Gibraltar,San Francisco Bay Area,USA,9555.6
Gibraltar,Boston,USA,5583.3
Gibraltar,New York/New Jersey,USA,5849.4
Gibraltar,Philadelphia,USA,5970.4
Gibraltar,Houston,USA,8123.8
Gibraltar,Miami,USA,7051.7
Greece,Mexico City,Mexico,11296.3
Greece,Guadalajara,Mexico,11479.2
Greece,Monterrey,Mexico,10844.2
Greece,Atlanta,USA,9128.6
Greece,Kansas City,USA,9383.7
Greece,Toronto,Canada,8103.8
Greece,Dallas,USA,10054.2
Greece,Vancouver,Canada,9782.3
Greece,Seattle,USA,9925.5
Greece,Los Angeles,USA,11112.2
Greece,San Francisco Bay Area,USA,10928.1
Greece,Boston,USA,7653.7
Greece,New York/New Jersey,USA,7927.3
Greece,Philadelphia,USA,8061.3
Greece,Houston,USA,10193.6
Greece,Miami,USA,9383.2
Greenland,Mexico City,Mexico,6099.8
Greenland,Guadalajara,Mexico,6142.0
Greenland,Monterrey,Mexico,5500.3
Greenland,Atlanta,USA,4046.9
Greenland,Kansas City,USA,3933.2
Greenland,Toronto,Canada,2869.9
Greenland,Dallas,USA,4659.6
Greenland,Vancouver,Canada,4379.4
Greenland,Seattle,USA,4485.7
Greenland,Los Angeles,USA,5531.8
Greenland,San Francisco Bay Area,USA,5383.7
Greenland,Boston,USA,2754.9
Greenland,New York/New Jersey,USA,2971.4
Greenland,Philadelphia,USA,3099.9
Greenland,Houston,USA,4892.2
Greenland,Miami,USA,4718.3
Grenada,Mexico City,Mexico,4075.9
Grenada,Guadalajara,Mexico,4539.2
Grenada,Monterrey,Mexico,4304.4
Grenada,Atlanta,USA,3330.8
Grenada,Kansas City,USA,4404.0
Grenada,Toronto,Canada,3898.6
Grenada,Dallas,USA,4267.9
Grenada,Vancouver,Canada,6933.0
Grenada,Seattle,USA,6831.3
Grenada,Los Angeles,USA,6195.2
Grenada,San Francisco Bay Area,USA,6577.8
Grenada,Boston,USA,3464.7
Grenada,New York/New Jersey,USA,3416.8
Grenada,Philadelphia,USA,3364.9
Grenada,Houston,USA,3986.0
Grenada,Miami,USA,2477.8
Guadeloupe,Mexico City,Mexico,3975.1
Guadeloupe,Guadalajara,Mexico,4424.2
Guadeloupe,Monterrey,Mexico,4128.9
Guadeloupe,Atlanta,USA,3008.2
Guadeloupe,Kansas City,USA,4084.5
Guadeloupe,Toronto,Canada,3498.1
Guadeloupe,Dallas,USA,4010.1
Guadeloupe,Vancouver,Canada,6603.7
Guadeloupe,Seattle,USA,6511.0
Guadeloupe,Los Angeles,USA,5965.7
Guadeloupe,San Francisco Bay Area,USA,6324.7
Guadeloupe,Boston,USA,3041.1
Guadeloupe,New York/New Jersey,USA,3004.7
Guadeloupe,Philadelphia,USA,2959.5
Guadeloupe,Houston,USA,3753.8
Guadeloupe,Miami,USA,2214.4
Guam,Mexico City,Mexico,12128.2
Guam,Guadalajara,Mexico,11653.0
Guam,Monterrey,Mexico,11746.4
Guam,Atlanta,USA,12624.9
Guam,Kansas City,USA,11548.6
Guam,Toronto,Canada,12245.4
Guam,Dallas,USA,11682.6
Guam,Vancouver,Canada,9029.4
Guam,Seattle,USA,9121.2
Guam,Los Angeles,USA,9796.8
Guam,San Francisco Bay Area,USA,9386.5
Guam,Boston,USA,12822.0
Guam,New York/New Jersey,USA,12776.7
Guam,Philadelphia,USA,12788.1
Guam,Houston,USA,11982.0
Guam,Miami,USA,13464.7
Guatemala,Mexico City,Mexico,1054.4
Guatemala,Guadalajara,Mexico,1526.3
Guatemala,Monterrey,Mexico,1592.3
Guatemala,Atlanta,USA,2216.2
Guatemala,Kansas City,USA,2744.6
Guatemala,Toronto,Canada,3395.4
Guatemala,Dallas,USA,2123.0
Guatemala,Vancouver,Canada,4857.5
Guatemala,Seattle,USA,4691.7
Guatemala,Los Angeles,USA,3524.2
Guatemala,San Francisco Bay Area,USA,4002.3
Guatemala,Boston,USA,3571.2
Guatemala,New York/New Jersey,USA,3320.2
Guatemala,Philadelphia,USA,3184.7
Guatemala,Houston,USA,1749.0
Guatemala,Miami,USA,1654.7
Guinea,Mexico City,Mexico,9190.2
Guinea,Guadalajara,Mexico,9614.2
Guinea,Monterrey,Mexico,9210.6
Guinea,Atlanta,USA,7643.2
Guinea,Kansas City,USA,8550.5
Guinea,Toronto,Canada,7332.6
Guinea,Dallas,USA,8824.7
Guinea,Vancouver,Canada,10571.2
Guinea,Seattle,USA,10583.3
Guinea,Los Angeles,USA,10739.1
Guinea,San Francisco Bay Area,USA,10936.1
Guinea,Boston,USA,6646.9
Guinea,New York/New Jersey,USA,6839.6
Guinea,Philadelphia,USA,6909.1
Guinea,Houston,USA,8691.7
Guinea,Miami,USA,7210.8
Guinea-Bissau,Mexico City,Mexico,8908.4
Guinea-Bissau,Guadalajara,Mexico,9326.3
Guinea-Bissau,Monterrey,Mexico,8910.6
Guinea-Bissau,Atlanta,USA,7327.0
Guinea-Bissau,Kansas City,USA,8225.9
Guinea-Bissau,Toronto,Canada,7002.7
Guinea-Bissau,Dallas,USA,8509.9
Guinea-Bissau,Vancouver,Canada,10239.1
Guinea-Bissau,Seattle,USA,10251.1
Guinea-Bissau,Los Angeles,USA,10417.0
Guinea-Bissau,San Francisco Bay Area,USA,10608.9
Guinea-Bissau,Boston,USA,6317.1
Guinea-Bissau,New York/New Jersey,USA,6511.4
Guinea-Bissau,Philadelphia,USA,6582.1
Guinea-Bissau,Houston,USA,8383.4
Guinea-Bissau,Miami,USA,6913.1
Guyana,Mexico City,Mexico,4638.3
Guyana,Guadalajara,Mexico,5110.2
Guyana,Monterrey,Mexico,4928.0
Guyana,Atlanta,USA,4032.5
Guyana,Kansas City,USA,5104.0
Guyana,Toronto,Canada,4590.0
Guyana,Dallas,USA,4944.3
Guyana,Vancouver,Canada,7633.9
Guyana,Seattle,USA,7529.8
Guyana,Los Angeles,USA,6849.0
Guyana,San Francisco Bay Area,USA,7245.7
Guyana,Boston,USA,4130.7
Guyana,New York/New Jersey,USA,4098.4
Guyana,Philadelphia,USA,4052.6
Guyana,Houston,USA,4649.7
Guyana,Miami,USA,3164.7
Haiti,Mexico City,Mexico,2819.1
Haiti,Guadalajara,Mexico,3264.2
Haiti,Monterrey,Mexico,2976.1
Haiti,Atlanta,USA,2073.0
Haiti,Kansas City,USA,3122.5
Haiti,Toronto,Canada,2868.0
Haiti,Dallas,USA,2929.9
Haiti,Vancouver,Canada,5648.1
Haiti,Seattle,USA,5534.8
Haiti,Los Angeles,USA,4851.0
Haiti,San Francisco Bay Area,USA,5235.5
Haiti,Boston,USA,2620.8
