team,venue_city,venue_country,distance_km
Haiti,New York/New Jersey,USA,2482.4
Haiti,Philadelphia,USA,2390.8
Haiti,Houston,USA,2642.1
Haiti,Miami,USA,1157.9
Honduras,Mexico City,Mexico,1397.6
Honduras,Guadalajara,Mexico,1872.9
Honduras,Monterrey,Mexico,1873.4
Honduras,Atlanta,USA,2205.8
Honduras,Kansas City,USA,2866.4
Honduras,Toronto,Canada,3368.7
Honduras,Dallas,USA,2304.6
Honduras,Vancouver,Canada,5094.6
Honduras,Seattle,USA,4935.5
Honduras,Los Angeles,USA,3831.1
Honduras,San Francisco Bay Area,USA,4299.7
Honduras,Boston,USA,3471.4
Honduras,New York/New Jersey,USA,3233.8
Honduras,Philadelphia,USA,3101.8
Honduras,Houston,USA,1928.7
Honduras,Miami,USA,1507.0
Hong Kong,Mexico City,Mexico,14141.4
Hong Kong,Guadalajara,Mexico,13729.6
Hong Kong,Monterrey,Mexico,13518.8
Hong Kong,Atlanta,USA,13480.7
Hong Kong,Kansas City,USA,12571.5
Hong Kong,Toronto,Canada,12555.3
Hong Kong,Dallas,USA,13053.1
Hong Kong,Vancouver,Canada,10254.9
Hong Kong,Seattle,USA,10417.4
Hong Kong,Los Angeles,USA,11651.7
Hong Kong,San Francisco Bay Area,USA,11154.6
Hong Kong,Boston,USA,12835.5
Hong Kong,New York/New Jersey,USA,12947.6
Hong Kong,Philadelphia,USA,13033.1
Hong Kong,Houston,USA,13426.4
Hong Kong,Miami,USA,14430.6
Hungary,Mexico City,Mexico,10374.2
Hungary,Guadalajara,Mexico,10513.2
Hungary,Monterrey,Mexico,9870.6
Hungary,Atlanta,USA,8205.5
Hungary,Kansas City,USA,8364.5
Hungary,Toronto,Canada,7127.6
Hungary,Dallas,USA,9057.9
Hungary,Vancouver,Canada,8655.1
Hungary,Seattle,USA,8799.6
Hungary,Los Angeles,USA,10011.4
Hungary,San Francisco Bay Area,USA,9812.1
Hungary,Boston,USA,6733.9
Hungary,New York/New Jersey,USA,7004.6
Hungary,Philadelphia,USA,7141.1
Hungary,Houston,USA,9227.3
Hungary,Miami,USA,8563.3
Iceland,Mexico City,Mexico,7467.0
Iceland,Guadalajara,Mexico,7540.5
Iceland,Monterrey,Mexico,6896.2
Iceland,Atlanta,USA,5351.9
Iceland,Kansas City,USA,5344.9
Iceland,Toronto,Canada,4200.0
Iceland,Dallas,USA,6061.9
Iceland,Vancouver,Canada,5693.3
Iceland,Seattle,USA,5818.6
Iceland,Los Angeles,USA,6948.2
Iceland,San Francisco Bay Area,USA,6774.5
Iceland,Boston,USA,3949.0
Iceland,New York/New Jersey,USA,4198.7
Iceland,Philadelphia,USA,4334.6
Iceland,Houston,USA,6273.2
Iceland,Miami,USA,5910.0
India,Mexico City,Mexico,14666.9
India,Guadalajara,Mexico,14527.5
India,Monterrey,Mexico,13967.1
India,Atlanta,USA,12809.3
India,Kansas City,USA,12436.4
India,Toronto,Canada,11630.3
India,Dallas,USA,13159.8
India,Vancouver,Canada,11116.7
India,Seattle,USA,11312.4
India,Los Angeles,USA,12862.2
India,San Francisco Bay Area,USA,12401.0
India,Boston,USA,11509.1
India,New York/New Jersey,USA,11742.0
India,Philadelphia,USA,11873.5
India,Houston,USA,13479.6
India,Miami,USA,13481.4
Indonesia,Mexico City,Mexico,16850.0
Indonesia,Guadalajara,Mexico,16375.4
Indonesia,Monterrey,Mexico,16415.7
Indonesia,Atlanta,USA,16740.6
Indonesia,Kansas City,USA,15782.9
Indonesia,Toronto,Canada,15809.2
Indonesia,Dallas,USA,16163.4
Indonesia,Vancouver,Canada,13338.3
Indonesia,Seattle,USA,13478.1
Indonesia,Los Angeles,USA,14446.2
Indonesia,San Francisco Bay Area,USA,13994.9
Indonesia,Boston,USA,16021.1
Indonesia,New York/New Jersey,USA,16166.5
Indonesia,Philadelphia,USA,16263.7
Indonesia,Houston,USA,16516.0
Indonesia,Miami,USA,17694.3
Iran,Mexico City,Mexico,13158.9
Iran,Guadalajara,Mexico,13211.2
Iran,Monterrey,Mexico,12570.8
Iran,Atlanta,USA,11031.7
Iran,Kansas City,USA,10997.3
Iran,Toronto,Canada,9891.5
Iran,Dallas,USA,11728.8
Iran,Vancouver,Canada,10551.3
Iran,Seattle,USA,10732.8
Iran,Los Angeles,USA,12197.8
Iran,San Francisco Bay Area,USA,11858.5
Iran,Boston,USA,9589.1
Iran,New York/New Jersey,USA,9851.7
Iran,Philadelphia,USA,9989.1
Iran,Houston,USA,11959.8
Iran,Miami,USA,11486.1
Iraq,Mexico City,Mexico,12999.5
Iraq,Guadalajara,Mexico,13108.5
Iraq,Monterrey,Mexico,12463.7
Iraq,Atlanta,USA,10837.2
Iraq,Kansas City,USA,10918.8
Iraq,Toronto,Canada,9735.3
Iraq,Dallas,USA,11634.2
Iraq,Vancouver,Canada,10745.7
Iraq,Seattle,USA,10918.5
Iraq,Los Angeles,USA,12318.3
Iraq,San Francisco Bay Area,USA,12023.0
Iraq,Boston,USA,9370.0
Iraq,New York/New Jersey,USA,9639.3
Iraq,Philadelphia,USA,9776.2
Iraq,Houston,USA,11830.6
Iraq,Miami,USA,11202.0
Isle of Man,Mexico City,Mexico,8575.0
Isle of Man,Guadalajara,Mexico,8720.0
Isle of Man,Monterrey,Mexico,8078.9
Isle of Man,Atlanta,USA,6406.3
Isle of Man,Kansas City,USA,6593.2
Isle of Man,Toronto,Canada,5334.3
Isle of Man,Dallas,USA,7274.0
Isle of Man,Vancouver,Canada,7167.0
Isle of Man,Seattle,USA,7288.0
Isle of Man,Los Angeles,USA,8356.7
Isle of Man,San Francisco Bay Area,USA,8215.3
Isle of Man,Boston,USA,4935.3
Isle of Man,New York/New Jersey,USA,5205.7
Isle of Man,Philadelphia,USA,5342.3
Isle of Man,Houston,USA,7433.2
Isle of Man,Miami,USA,6786.2
Israel,Mexico City,Mexico,12539.4
Israel,Guadalajara,Mexico,12709.0
Israel,Monterrey,Mexico,12070.1
Israel,Atlanta,USA,10369.5
Israel,Kansas City,USA,10582.1
Israel,Toronto,Canada,9325.8
Israel,Dallas,USA,11267.9
Israel,Vancouver,Canada,10751.1
Israel,Seattle,USA,10909.5
Israel,Los Angeles,USA,12199.9
Israel,San Francisco Bay Area,USA,11966.9
Israel,Boston,USA,8893.7
Israel,New York/New Jersey,USA,9167.0
Israel,Philadelphia,USA,9301.8
Israel,Houston,USA,11422.0
Israel,Miami,USA,10633.5
Italy,Mexico City,Mexico,10251.2
Italy,Guadalajara,Mexico,10446.5
Italy,Monterrey,Mexico,9816.0
Italy,Atlanta,USA,8087.1
Italy,Kansas City,USA,8384.5
Italy,Toronto,Canada,7084.2
Italy,Dallas,USA,9038.9
Italy,Vancouver,Canada,8989.3
Italy,Seattle,USA,9117.3
Italy,Los Angeles,USA,10202.9
Italy,San Francisco Bay Area,USA,10061.6
Italy,Boston,USA,6614.2
Italy,New York/New Jersey,USA,6888.1
Italy,Philadelphia,USA,7021.1
Italy,Houston,USA,9164.0
Italy,Miami,USA,8328.3
Ivory Coast,Mexico City,Mexico,10346.2
Ivory Coast,Guadalajara,Mexico,10772.7
Ivory Coast,Monterrey,Mexico,10370.0
Ivory Coast,Atlanta,USA,8788.4
Ivory Coast,Kansas City,USA,9672.8
Ivory Coast,Toronto,Canada,8423.8
Ivory Coast,Dallas,USA,9972.0
Ivory Coast,Vancouver,Canada,11585.5
Ivory Coast,Seattle,USA,11614.6
Ivory Coast,Los Angeles,USA,11868.7
Ivory Coast,San Francisco Bay Area,USA,12042.7
Ivory Coast,Boston,USA,7740.9
Ivory Coast,New York/New Jersey,USA,7945.6
Ivory Coast,Philadelphia,USA,8021.8
Ivory Coast,Houston,USA,9846.7
Ivory Coast,Miami,USA,8370.5
Jamaica,Mexico City,Mexico,2358.3
Jamaica,Guadalajara,Mexico,2810.8
Jamaica,Monterrey,Mexico,2561.9
Jamaica,Atlanta,USA,1908.7
Jamaica,Kansas City,USA,2897.8
Jamaica,Toronto,Canada,2861.2
Jamaica,Dallas,USA,2608.3
Jamaica,Vancouver,Canada,5392.3
Jamaica,Seattle,USA,5266.3
Jamaica,Los Angeles,USA,4477.8
Jamaica,San Francisco Bay Area,USA,4884.1
Jamaica,Boston,USA,2729.9
Jamaica,New York/New Jersey,USA,2550.4
Jamaica,Philadelphia,USA,2440.6
Jamaica,Houston,USA,2291.1
Jamaica,Miami,USA,953.7
Japan,Mexico City,Mexico,11314.8
Japan,Guadalajara,Mexico,10883.9
Japan,Monterrey,Mexico,10735.4
Japan,Atlanta,USA,11036.7
Japan,Kansas City,USA,10018.1
Japan,Toronto,Canada,10349.0
Japan,Dallas,USA,10381.1
Japan,Vancouver,Canada,7553.3
Japan,Seattle,USA,7697.0
Japan,Los Angeles,USA,8814.8
Japan,San Francisco Bay Area,USA,8326.6
Japan,Boston,USA,10811.2
Japan,New York/New Jersey,USA,10836.2
Japan,Philadelphia,USA,10883.4
Japan,Houston,USA,10740.4
Japan,Miami,USA,11979.6
Jordan,Mexico City,Mexico,12575.3
Jordan,Guadalajara,Mexico,12740.0
Jordan,Monterrey,Mexico,12100.3
Jordan,Atlanta,USA,10404.8
Jordan,Kansas City,USA,10606.6
Jordan,Toronto,Canada,9355.6
Jordan,Dallas,USA,11295.3
Jordan,Vancouver,Canada,10747.4
Jordan,Seattle,USA,10907.2
Jordan,Los Angeles,USA,12207.5
Jordan,San Francisco Bay Area,USA,11969.2
Jordan,Boston,USA,8929.0
Jordan,New York/New Jersey,USA,9202.1
Jordan,Philadelphia,USA,9337.1
Jordan,Houston,USA,11453.0
Jordan,Miami,USA,10677.4
Kazakhstan,Mexico City,Mexico,12124.1
Kazakhstan,Guadalajara,Mexico,12009.1
Kazakhstan,Monterrey,Mexico,11431.0
Kazakhstan,Atlanta,USA,10279.3
Kazakhstan,Kansas City,USA,9889.0
Kazakhstan,Toronto,Canada,9104.2
Kazakhstan,Dallas,USA,10615.5
Kazakhstan,Vancouver,Canada,8759.6
Kazakhstan,Seattle,USA,8953.3
Kazakhstan,Los Angeles,USA,10500.3
Kazakhstan,San Francisco Bay Area,USA,10078.5
Kazakhstan,Boston,USA,9034.4
Kazakhstan,New York/New Jersey,USA,9253.1
Kazakhstan,Philadelphia,USA,9380.7
Kazakhstan,Houston,USA,10931.4
Kazakhstan,Miami,USA,11000.1
Kenya,Mexico City,Mexico,14821.8
Kenya,Guadalajara,Mexico,15196.3
Kenya,Monterrey,Mexico,14679.9
Kenya,Atlanta,USA,12933.2
Kenya,Kansas City,USA,13540.5
Kenya,Toronto,Canada,12186.1
Kenya,Dallas,USA,14069.8
Kenya,Vancouver,Canada,14346.4
Kenya,Seattle,USA,14486.9
Kenya,Los Angeles,USA,15557.4
Kenya,San Francisco Bay Area,USA,15448.9
Kenya,Boston,USA,11586.3
Kenya,New York/New Jersey,USA,11845.2
Kenya,Philadelphia,USA,11958.6
Kenya,Houston,USA,14066.1
Kenya,Miami,USA,12759.7
Kiribati,Mexico City,Mexico,9735.1
Kiribati,Guadalajara,Mexico,9285.2
Kiribati,Monterrey,Mexico,9620.2
Kiribati,Atlanta,USA,11087.5
Kiribati,Kansas City,USA,10133.4
Kiribati,Toronto,Canada,11308.7
Kiribati,Dallas,USA,9920.6
Kiribati,Vancouver,Canada,8036.8
Kiribati,Seattle,USA,8030.5
Kiribati,Los Angeles,USA,7969.6
Kiribati,San Francisco Bay Area,USA,7735.7
Kiribati,Boston,USA,11994.4
Kiribati,New York/New Jersey,USA,11814.4
Kiribati,Philadelphia,USA,11753.3
Kiribati,Houston,USA,10089.7
Kiribati,Miami,USA,11613.2
Kosovo,Mexico City,Mexico,10814.4
Kosovo,Guadalajara,Mexico,10977.2
Kosovo,Monterrey,Mexico,10338.1
Kosovo,Atlanta,USA,8643.4
Kosovo,Kansas City,USA,8856.2
Kosovo,Toronto,Canada,7593.8
Kosovo,Dallas,USA,9537.3
Kosovo,Vancouver,Canada,9214.8
Kosovo,Seattle,USA,9357.9
Kosovo,Los Angeles,USA,10552.0
Kosovo,San Francisco Bay Area,USA,10362.7
Kosovo,Boston,USA,7167.8
Kosovo,New York/New Jersey,USA,7440.5
Kosovo,Philadelphia,USA,7575.9
Kosovo,Houston,USA,9690.2
Kosovo,Miami,USA,8945.7
Kuwait,Mexico City,Mexico,13556.4
Kuwait,Guadalajara,Mexico,13663.9
Kuwait,Monterrey,Mexico,13019.1
Kuwait,Atlanta,USA,11393.7
Kuwait,Kansas City,USA,11471.0
Kuwait,Toronto,Canada,10292.1
Kuwait,Dallas,USA,12188.3
Kuwait,Vancouver,Canada,11225.4
Kuwait,Seattle,USA,11402.2
Kuwait,Los Angeles,USA,12828.4
Kuwait,San Francisco Bay Area,USA,12516.8
Kuwait,Boston,USA,9925.8
Kuwait,New York/New Jersey,USA,10195.4
Kuwait,Philadelphia,USA,10332.3
Kuwait,Houston,USA,12386.9
Kuwait,Miami,USA,11749.8
Kyrgyzstan,Mexico City,Mexico,13072.1
Kyrgyzstan,Guadalajara,Mexico,12945.9
Kyrgyzstan,Monterrey,Mexico,12375.5
Kyrgyzstan,Atlanta,USA,11230.7
Kyrgyzstan,Kansas City,USA,10839.8
Kyrgyzstan,Toronto,Canada,10054.3
Kyrgyzstan,Dallas,USA,11564.2
Kyrgyzstan,Vancouver,Canada,9624.4
Kyrgyzstan,Seattle,USA,9819.5
Kyrgyzstan,Los Angeles,USA,11372.0
Kyrgyzstan,San Francisco Bay Area,USA,10933.3
Kyrgyzstan,Boston,USA,9969.8
Kyrgyzstan,New York/New Jersey,USA,10193.0
Kyrgyzstan,Philadelphia,USA,10321.9
Kyrgyzstan,Houston,USA,11882.9
Kyrgyzstan,Miami,USA,11939.4
Laos,Mexico City,Mexico,15238.6
Laos,Guadalajara,Mexico,14863.6
Laos,Monterrey,Mexico,14570.1
Laos,Atlanta,USA,14216.2
Laos,Kansas City,USA,13430.7
Laos,Toronto,Canada,13162.4
Laos,Dallas,USA,13999.6
Laos,Vancouver,Canada,11287.5
Laos,Seattle,USA,11462.3
Laos,Los Angeles,USA,12795.5
Laos,San Francisco Bay Area,USA,12292.1
Laos,Boston,USA,13307.3
Laos,New York/New Jersey,USA,13470.0
Laos,Philadelphia,USA,13576.3
Laos,Houston,USA,14375.6
Laos,Miami,USA,15121.3
Latvia,Mexico City,Mexico,10040.9
Latvia,Guadalajara,Mexico,10104.0
Latvia,Monterrey,Mexico,9461.0
Latvia,Atlanta,USA,7920.4
Latvia,Kansas City,USA,7896.5
Latvia,Toronto,Canada,6773.9
Latvia,Dallas,USA,8622.1
Latvia,Vancouver,Canada,7824.1
Latvia,Seattle,USA,7983.4
Latvia,Los Angeles,USA,9308.8
Latvia,San Francisco Bay Area,USA,9050.9
Latvia,Boston,USA,6494.1
Latvia,New York/New Jersey,USA,6751.7
Latvia,Philadelphia,USA,6888.7
Latvia,Houston,USA,8844.0
Latvia,Miami,USA,8428.2
Lebanon,Mexico City,Mexico,12394.8
Lebanon,Guadalajara,Mexico,12550.3
Lebanon,Monterrey,Mexico,11909.2
Lebanon,Atlanta,USA,10223.7
Lebanon,Kansas City,USA,10407.2
Lebanon,Toronto,Canada,9164.7
Lebanon,Dallas,USA,11099.9
Lebanon,Vancouver,Canada,10527.1
Lebanon,Seattle,USA,10687.1
Lebanon,Los Angeles,USA,11991.3
Lebanon,San Francisco Bay Area,USA,11750.4
Lebanon,Boston,USA,8748.3
Lebanon,New York/New Jersey,USA,9020.9
Lebanon,Philadelphia,USA,9156.3
Lebanon,Houston,USA,11263.5
Lebanon,Miami,USA,10516.2
Lesotho,Mexico City,Mexico,14539.8
Lesotho,Guadalajara,Mexico,15014.9
Lesotho,Monterrey,Mexico,14885.4
Lesotho,Atlanta,USA,13659.0
Lesotho,Kansas City,USA,14659.2
Lesotho,Toronto,Canada,13501.5
Lesotho,Dallas,USA,14780.7
Lesotho,Vancouver,Canada,16687.2
Lesotho,Seattle,USA,16727.8
Lesotho,Los Angeles,USA,16753.9
Lesotho,San Francisco Bay Area,USA,17054.0
Lesotho,Boston,USA,12815.5
Lesotho,New York/New Jersey,USA,12997.3
Lesotho,Philadelphia,USA,13057.0
Lesotho,Houston,USA,14548.1
Lesotho,Miami,USA,13002.4
Liberia,Mexico City,Mexico,9604.4
Liberia,Guadalajara,Mexico,10036.1
Liberia,Monterrey,Mexico,9649.6
Liberia,Atlanta,USA,8104.7
Liberia,Kansas City,USA,9022.4
Liberia,Toronto,Canada,7811.1
Liberia,Dallas,USA,9283.9
Liberia,Vancouver,Canada,11051.0
Liberia,Seattle,USA,11063.6
Liberia,Los Angeles,USA,11207.4
Liberia,San Francisco Bay Area,USA,11411.0
Liberia,Boston,USA,7125.2
Liberia,New York/New Jersey,USA,7316.1
Liberia,Philadelphia,USA,7384.2
Liberia,Houston,USA,9142.2
Liberia,Miami,USA,7648.6
Libya,Mexico City,Mexico,10785.6
Libya,Guadalajara,Mexico,11036.1
Libya,Monterrey,Mexico,10427.7
Libya,Atlanta,USA,8663.5
Libya,Kansas City,USA,9087.1
Libya,Toronto,Canada,7750.4
Libya,Dallas,USA,9696.7
Libya,Vancouver,Canada,9910.4
Libya,Seattle,USA,10028.5
Libya,Los Angeles,USA,11022.8
Libya,San Francisco Bay Area,USA,10923.9
Libya,Boston,USA,7217.2
Libya,New York/New Jersey,USA,7488.7
Libya,Philadelphia,USA,7615.6
Libya,Houston,USA,9777.4
Libya,Miami,USA,8773.7
Liechtenstein,Mexico City,Mexico,9773.1
Liechtenstein,Guadalajara,Mexico,9941.4
Liechtenstein,Monterrey,Mexico,9304.0
Liechtenstein,Atlanta,USA,7602.3
Liechtenstein,Kansas City,USA,7838.2
Liechtenstein,Toronto,Canada,6561.3
Liechtenstein,Dallas,USA,8509.8
Liechtenstein,Vancouver,Canada,8364.9
Liechtenstein,Seattle,USA,8494.8
Liechtenstein,Los Angeles,USA,9605.1
Liechtenstein,San Francisco Bay Area,USA,9450.7
Liechtenstein,Boston,USA,6126.5
Liechtenstein,New York/New Jersey,USA,6399.5
Liechtenstein,Philadelphia,USA,6534.6
Liechtenstein,Houston,USA,8654.7
Liechtenstein,Miami,USA,7909.3
Lithuania,Mexico City,Mexico,10254.1
Lithuania,Guadalajara,Mexico,10327.8
Lithuania,Monterrey,Mexico,9684.0
Lithuania,Atlanta,USA,8122.5
Lithuania,Kansas City,USA,8124.7
Lithuania,Toronto,Canada,6984.1
Lithuania,Dallas,USA,8847.3
Lithuania,Vancouver,Canada,8084.4
Lithuania,Seattle,USA,8243.2
Lithuania,Los Angeles,USA,9562.7
Lithuania,San Francisco Bay Area,USA,9308.5
Lithuania,Boston,USA,6685.6
Lithuania,New York/New Jersey,USA,6946.1
Lithuania,Philadelphia,USA,7083.3
Lithuania,Houston,USA,9062.3
Lithuania,Miami,USA,8606.5
Luxembourg,Mexico City,Mexico,9429.5
Luxembourg,Guadalajara,Mexico,9588.7
Luxembourg,Monterrey,Mexico,8949.7
Luxembourg,Atlanta,USA,7258.5
Luxembourg,Kansas City,USA,7474.8
Luxembourg,Toronto,Canada,6205.5
Luxembourg,Dallas,USA,8150.7
Luxembourg,Vancouver,Canada,8000.6
Luxembourg,Seattle,USA,8128.8
Luxembourg,Los Angeles,USA,9233.4
Luxembourg,San Francisco Bay Area,USA,9080.1
Luxembourg,Boston,USA,5783.5
Luxembourg,New York/New Jersey,USA,6055.7
Luxembourg,Philadelphia,USA,6191.5
Luxembourg,Houston,USA,8301.6
Luxembourg,Miami,USA,7590.9
Macau,Mexico City,Mexico,14190.9
Macau,Guadalajara,Mexico,13781.1
Macau,Monterrey,Mexico,13565.2
Macau,Atlanta,USA,13509.3
Macau,Kansas City,USA,12606.1
Macau,Toronto,Canada,12575.9
Macau,Dallas,USA,13093.1
Macau,Vancouver,Canada,10298.4
Macau,Seattle,USA,10461.8
Macau,Los Angeles,USA,11703.1
Macau,San Francisco Bay Area,USA,11205.4
Macau,Boston,USA,12849.1
Macau,New York/New Jersey,USA,12964.1
Macau,Philadelphia,USA,13050.8
Macau,Houston,USA,13466.8
Macau,Miami,USA,14457.9
Madagascar,Mexico City,Mexico,16520.1
Madagascar,Guadalajara,Mexico,16978.4
Madagascar,Monterrey,Mexico,16625.4
Madagascar,Atlanta,USA,14999.1
Madagascar,Kansas City,USA,15741.1
Madagascar,Toronto,Canada,14393.3
Madagascar,Dallas,USA,16179.1
Madagascar,Vancouver,Canada,16536.9
Madagascar,Seattle,USA,16696.2
Madagascar,Los Angeles,USA,17835.0
Madagascar,San Francisco Bay Area,USA,17720.0
Madagascar,Boston,USA,13759.7
Madagascar,New York/New Jersey,USA,14005.4
Madagascar,Philadelphia,USA,14107.6
Madagascar,Houston,USA,16093.1
Madagascar,Miami,USA,14624.6
Malawi,Mexico City,Mexico,14980.6
Malawi,Guadalajara,Mexico,15429.1
Malawi,Monterrey,Mexico,15060.2
Malawi,Atlanta,USA,13456.0
Malawi,Kansas City,USA,14258.8
Malawi,Toronto,Canada,12933.7
Malawi,Dallas,USA,14640.4
Malawi,Vancouver,Canada,15559.6
Malawi,Seattle,USA,15673.2
Malawi,Los Angeles,USA,16436.9
Malawi,San Francisco Bay Area,USA,16474.5
Malawi,Boston,USA,12277.5
Malawi,New York/New Jersey,USA,12511.8
Malawi,Philadelphia,USA,12606.0
Malawi,Houston,USA,14535.3
Malawi,Miami,USA,13059.3
Malaysia,Mexico City,Mexico,16636.1
Malaysia,Guadalajara,Mexico,16202.9
Malaysia,Monterrey,Mexico,16034.5
Malaysia,Atlanta,USA,15863.0
Malaysia,Kansas City,USA,15039.6
Malaysia,Toronto,Canada,14812.8
Malaysia,Dallas,USA,15561.4
Malaysia,Vancouver,Canada,12774.1
Malaysia,Seattle,USA,12936.9
Malaysia,Los Angeles,USA,14136.2
Malaysia,San Francisco Bay Area,USA,13646.2
Malaysia,Boston,USA,14935.4
Malaysia,New York/New Jersey,USA,15108.6
Malaysia,Philadelphia,USA,15218.3
Malaysia,Houston,USA,15936.5
Malaysia,Miami,USA,16772.8
Maldives,Mexico City,Mexico,17283.7
Maldives,Guadalajara,Mexico,17231.7
Maldives,Monterrey,Mexico,16628.9
Maldives,Atlanta,USA,15201.4
Maldives,Kansas City,USA,15053.2
Maldives,Toronto,Canada,14048.0
Maldives,Dallas,USA,15791.6
Maldives,Vancouver,Canada,13858.5
Maldives,Seattle,USA,14053.9
Maldives,Los Angeles,USA,15596.7
Maldives,San Francisco Bay Area,USA,15122.3
Maldives,Boston,USA,13762.0
Maldives,New York/New Jersey,USA,14025.1
Maldives,Philadelphia,USA,14162.4
Maldives,Houston,USA,16069.2
Maldives,Miami,USA,15630.4
Mali,Mexico City,Mexico,9664.0
Mali,Guadalajara,Mexico,10068.4
Mali,Monterrey,Mexico,9622.5
Mali,Atlanta,USA,7983.1
Mali,Kansas City,USA,8825.7
Mali,Toronto,Canada,7550.7
Mali,Dallas,USA,9167.8
Mali,Vancouver,Canada,10672.5
Mali,Seattle,USA,10705.9
Mali,Los Angeles,USA,11024.9
Mali,San Francisco Bay Area,USA,11172.7
Mali,Boston,USA,6872.0
Mali,New York/New Jersey,USA,7086.3
Mali,Philadelphia,USA,7169.1
Mali,Houston,USA,9069.2
Mali,Miami,USA,7637.6
Malta,Mexico City,Mexico,10729.2
Malta,Guadalajara,Mexico,10956.8
Malta,Monterrey,Mexico,10337.6
Malta,Atlanta,USA,8585.0
Malta,Kansas City,USA,8954.0
Malta,Toronto,Canada,7631.2
Malta,Dallas,USA,9585.0
Malta,Vancouver,Canada,9663.5
Malta,Seattle,USA,9787.9
Malta,Los Angeles,USA,10834.9
Malta,San Francisco Bay Area,USA,10712.8
Malta,Boston,USA,7124.1
Malta,New York/New Jersey,USA,7397.3
Malta,Philadelphia,USA,7527.1
Malta,Houston,USA,9685.3
Malta,Miami,USA,8748.7
Marshall Islands,Mexico City,Mexico,9692.2
Marshall Islands,Guadalajara,Mexico,9228.6
Marshall Islands,Monterrey,Mexico,9504.7
Marshall Islands,Atlanta,USA,10864.4
Marshall Islands,Kansas City,USA,9866.3
Marshall Islands,Toronto,Canada,10973.6
Marshall Islands,Dallas,USA,9723.6
Marshall Islands,Vancouver,Canada,7648.1
Marshall Islands,Seattle,USA,7659.6
Marshall Islands,Los Angeles,USA,7752.0
Marshall Islands,San Francisco Bay Area,USA,7473.0
Marshall Islands,Boston,USA,11654.6
Marshall Islands,New York/New Jersey,USA,11494.8
Marshall Islands,Philadelphia,USA,11445.6
Marshall Islands,Houston,USA,9925.6
Marshall Islands,Miami,USA,11468.6
Martinique,Mexico City,Mexico,4075.4
Martinique,Guadalajara,Mexico,4529.6
Martinique,Monterrey,Mexico,4252.3
Martinique,Atlanta,USA,3167.7
Martinique,Kansas City,USA,4244.0
Martinique,Toronto,Canada,3667.7
Martinique,Dallas,USA,4155.8
Martinique,Vancouver,Canada,6765.8
Martinique,Seattle,USA,6671.5
Martinique,Los Angeles,USA,6105.4
Martinique,San Francisco Bay Area,USA,6470.5
Martinique,Boston,USA,3208.8
Martinique,New York/New Jersey,USA,3174.0
Martinique,Philadelphia,USA,3129.1
Martinique,Houston,USA,3892.6
Martinique,Miami,USA,2359.1
Mauritania,Mexico City,Mexico,8664.3
Mauritania,Guadalajara,Mexico,9056.8
Mauritania,Monterrey,Mexico,8594.0
Mauritania,Atlanta,USA,6939.6
Mauritania,Kansas City,USA,7779.1
Mauritania,Toronto,Canada,6509.7
Mauritania,Dallas,USA,8123.7
Mauritania,Vancouver,Canada,9672.4
Mauritania,Seattle,USA,9696.9
Mauritania,Los Angeles,USA,9978.3
Mauritania,San Francisco Bay Area,USA,10131.5
Mauritania,Boston,USA,5829.3
Mauritania,New York/New Jersey,USA,6041.1
Mauritania,Philadelphia,USA,6122.8
Mauritania,Houston,USA,8031.6
Mauritania,Miami,USA,6619.6
Mauritius,Mexico City,Mexico,17571.2
Mauritius,Guadalajara,Mexico,18031.4
Mauritius,Monterrey,Mexico,17658.3
Mauritius,Atlanta,USA,15976.2
Mauritius,Kansas City,USA,16612.3
Mauritius,Toronto,Canada,15259.1
Mauritius,Dallas,USA,17136.0
Mauritius,Vancouver,Canada,16777.2
Mauritius,Seattle,USA,16964.6
Mauritius,Los Angeles,USA,18427.6
Mauritius,San Francisco Bay Area,USA,18097.2
Mauritius,Boston,USA,14661.1
Mauritius,New York/New Jersey,USA,14918.5
Mauritius,Philadelphia,USA,15029.8
Mauritius,Houston,USA,17094.4
Mauritius,Miami,USA,15661.9
Mayotte,Mexico City,Mexico,16147.1
Mayotte,Guadalajara,Mexico,16573.8
Mayotte,Monterrey,Mexico,16132.4
Mayotte,Atlanta,USA,14432.6
Mayotte,Kansas City,USA,15101.7
Mayotte,Toronto,Canada,13747.6
Mayotte,Dallas,USA,15595.0
Mayotte,Vancouver,Canada,15818.1
Mayotte,Seattle,USA,15974.6
Mayotte,Los Angeles,USA,17133.4
Mayotte,San Francisco Bay Area,USA,16995.9
Mayotte,Boston,USA,13132.7
Mayotte,New York/New Jersey,USA,13386.2
Mayotte,Philadelphia,USA,13494.7
Mayotte,Houston,USA,15552.9
Mayotte,Miami,USA,14151.9
Mexico,Mexico City,Mexico,13.9
Mexico,Guadalajara,Mexico,472.2
Mexico,Monterrey,Mexico,703.3
Mexico,Atlanta,USA,2159.8
Mexico,Kansas City,USA,2227.3
Mexico,Toronto,Canada,3258.5
Mexico,Dallas,USA,1495.1
Mexico,Vancouver,Canada,3945.7
Mexico,Seattle,USA,3767.5
Mexico,Los Angeles,USA,2491.0
Mexico,San Francisco Bay Area,USA,2981.1
Mexico,Boston,USA,3635.4
Mexico,New York/New Jersey,USA,3362.6
Mexico,Philadelphia,USA,3227.3
Mexico,Houston,USA,1201.1
Mexico,Miami,USA,2068.0
Moldova,Mexico City,Mexico,10996.0
