match_id,date,actual,lambda_hier,lambda_baseline,threshold,nll_hier,nll_baseline,nll_global,brier_hier,brier_baseline
760416,2026-06-12,13.0,5.87518145371662,8.75625000000001,9,5.407765018040568,3.101433348782077,3.101433348782077,0.7393493370912196,0.23831426836260702
760417,2026-06-12,4.0,5.99393796800509,9.3905982905983,9,2.008997319048687,3.6098160933099246,5.9182564005017975,0.023145723722911765,0.3535348303670069
760418,2026-06-13,7.0,6.74759609580115,8.92424242424242,9,1.9084533043784937,2.128003693931708,2.04469821659152,0.05695078667863145,0.28550292022396695
760419,2026-06-13,8.0,6.90723590129652,9.77474747474747,10,2.0512824562947927,2.140932203474268,1.9690705693065649,0.0256715246608956,0.26377590972139303
760420,2026-06-13,13.0,8.2242605722568,9.16848776223776,9,3.3842753218321953,2.915610919182214,3.519423811285556,0.31503063910788287,0.18806969069320112
760421,2026-06-14,13.0,7.26079725716042,8.161111111111111,8,4.040595818320348,3.42133073554686,2.988244347752566,0.3135059428483155,0.1855086748763695
760422,2026-06-14,9.0,9.70696834169468,10.4969696969697,10,2.0531997017563413,2.1390176400549663,2.0503422748828566,0.25493975053725604,0.3630190201668455
760423,2026-06-14,9.0,7.3882473984031805,8.63333333333334,9,2.191059943825671,2.034484693078358,2.0442138184891636,0.45867077212057417,0.25487180223151495
760424,2026-06-14,6.0,7.929811143915391,8.68181818181818,9,2.085287036118208,2.293683545698398,2.5715004203711285,0.15813049273293306,0.25175127038020895
760425,2026-06-14,9.0,7.23246300101821,8.62051282051282,9,2.2270737013077806,2.035039126990471,2.0274865618402735,0.487649929807386,0.25664007433974034
760426,2026-06-15,9.0,7.6789950155979,8.37678571428572,8,2.134424364402472,2.049434722973814,2.027357758376228,0.2485935102238844,0.16137416073110386
760427,2026-06-15,5.0,7.01051389254432,7.59480519480519,8,2.060950601057571,2.244974504677815,2.8420262677425328,0.16229034589409524,0.23931913232998384
760428,2026-06-15,12.0,9.893736807340881,9.65274725274725,10,2.378128368450941,2.4330509775481417,2.7085700912276067,0.22211700874087228,0.2520599150721495
760429,2026-06-15,18.0,7.12670106446877,7.388611388611389,7,8.172874288605364,7.785139959192129,5.845402815981103,0.18576799850525666,0.15488239569287676
760430,2026-06-16,7.0,9.04187208379771,9.0,9,2.1539697517044427,2.144589319711878,2.3044963621603607,0.302336459744945,0.29631408718096525
760432,2026-06-16,10.0,8.62088188818784,8.664473684210531,9,2.1834205946939296,2.176574448315993,2.093310674751672,0.2565890621422447,0.2506091286925567
760433,2026-06-16,4.0,9.489724195541061,9.78125,10,3.6669398276532172,3.837434679386237,3.672886635921963,0.22737422849912822,0.264629080858891
760431,2026-06-17,7.0,8.40937880147446,8.95918367346938,9,2.0291069136449273,2.135591229782989,2.1851333069474617,0.21566963947523546,0.29047524048041656
760434,2026-06-17,4.0,8.3561204783657,7.849489795918361,8,3.0421972616064634,2.785749484139992,3.4200956142611085,0.3546799304003002,0.27650770167008465
760435,2026-06-17,9.0,9.13866934346077,9.65087463556851,10,2.0278637242273945,2.0492651921646434,2.029307665039161,0.18563669405645855,0.2477083534872717
760436,2026-06-17,7.0,8.14035708858829,8.41269841269841,8,1.9876801176493082,2.029663812681383,2.1018993106762878,0.32086945678191614,0.36363110010385846
760437,2026-06-17,10.0,9.02341863525549,9.945283376508488,10,2.1295985243736144,2.078711886885383,2.169061136181247,0.3414330625550779,0.21603324516646746
760438,2026-06-18,10.0,8.18506730277095,8.42324561403509,8,2.2663655409884242,2.217705998795415,2.1606624903370886,0.18270502150106122,0.15649715740631112
760439,2026-06-18,10.0,9.55690432200904,9.96898496240601,10,2.088678305741979,2.0786098394427253,2.1533818984708795,0.2646482859885049,0.21327399414099626
760440,2026-06-18,20.0,9.03364158679782,8.6154970760234,9,7.3501467948494295,7.879862192469609,7.545849753523889,0.20360715161600623,0.2573339829103876
760441,2026-06-18,3.0,9.00776317780397,9.656882591093119,10,4.2052623045015896,4.645629411309239,4.415271583135555,0.1710770348407795,0.2484792422721376
760442,2026-06-19,11.0,8.5558467759976,8.537845167652861,9,2.445390912269106,2.4505578231241714,2.316142985751558,0.2656770628929253,0.2682276183195676
760443,2026-06-19,12.0,8.29798752118519,8.96260683760684,9,2.893045799940932,2.6330878168442915,2.5727449963262536,0.3036315481805165,0.21214268696752658
760444,2026-06-19,8.0,10.21491061029818,10.98470886752137,11,2.228725693812203,2.417278148216072,2.057614490550579,0.19698263687322784,0.28975031932665096
760445,2026-06-19,7.0,7.27755682228094,7.3180422008547,7,1.9091517515185563,1.9108037288195643,2.1923881138931254,0.16746536066465384,0.1627917660443812
760446,2026-06-20,9.0,8.84459782340578,8.28385416666666,8,2.0281635886322373,2.056906594295377,2.0277842908815664,0.11724352731435256,0.17146961583341108
