season_year,data_source,match_id,match_date,competition_stage,team_code,team_name,opponent_code,opponent_name,is_home,goals,opponent_goals,result,total_shots,shots_on_target,blocked_shots,xg_total,fouls_committed,fouls_won,yellow_cards,red_cards,corners,offsides,passes,passes_completed,pass_pct,clearances,interceptions,possession_pct,saves,effective_tackles,venue,venue_city,referee_name,elo_pre,elo_diff_pre,neutral_pit
2018,statsbomb_event_data,7538,2018-06-18,Group Stage,KOR,South Korea,SWE,Sweden,FALSE,0,1,L,5,0,3,0.4144,22,19,2,0,5,1,382,289,75.7,23,8,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Joel Antonio Aguilar Chicas,1786.318,-47.2822000000001,True
2018,statsbomb_event_data,7539,2018-06-19,Group Stage,,Poland,SEN,Senegal,TRUE,1,2,L,10,3,1,1.0423,7,16,1,0,3,4,585,482,82.4,12,11,,,,Otkritie Bank Arena,,Nawaf Abdulla Ghayyath Shukralla,1875.1271,20.294099999999844,True
2018,statsbomb_event_data,7539,2018-06-19,Group Stage,SEN,Senegal,,Poland,FALSE,2,1,W,7,1,3,1.4278,17,7,1,0,3,2,382,286,74.9,16,18,,,,Otkritie Bank Arena,,Nawaf Abdulla Ghayyath Shukralla,1854.833,-20.294099999999844,True
2018,statsbomb_event_data,7540,2018-06-19,Group Stage,,Russia,EGY,Egypt,TRUE,3,1,W,12,4,3,0.9812,10,11,2,0,7,0,467,321,68.7,26,8,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Enrique Cáceres,1771.4011,39.16229999999996,False
2018,statsbomb_event_data,7540,2018-06-19,Group Stage,EGY,Egypt,,Russia,FALSE,1,3,L,15,2,5,1.6975,11,9,1,0,4,0,484,360,74.4,22,13,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Enrique Cáceres,1732.2388,-39.16229999999996,False
2018,statsbomb_event_data,7541,2018-06-19,Group Stage,COL,Colombia,JPN,Japan,TRUE,1,2,L,10,3,4,0.8063,15,11,2,1,3,2,422,314,74.4,7,13,,,,Mordovia Arena,,Damir Skomina,1989.1695,206.6742999999999,True
2018,statsbomb_event_data,7541,2018-06-19,Group Stage,JPN,Japan,COL,Colombia,FALSE,2,1,W,14,6,3,2.3207,11,14,0,0,6,1,630,530,84.1,16,19,,,,Mordovia Arena,,Damir Skomina,1782.4952,-206.6742999999999,True
2018,statsbomb_event_data,7542,2018-06-20,Group Stage,POR,Portugal,MAR,Morocco,TRUE,1,0,W,12,2,4,0.885,18,21,1,0,5,1,397,281,70.8,27,6,,,,Stadion Luzhniki,,Mark Geiger,2028.8251,234.86180000000013,True
2018,statsbomb_event_data,7542,2018-06-20,Group Stage,MAR,Morocco,POR,Portugal,FALSE,0,1,L,17,4,2,1.4551,23,17,1,0,7,1,519,382,73.6,13,14,,,,Stadion Luzhniki,,Mark Geiger,1793.9633,-234.86180000000013,True
2018,statsbomb_event_data,7543,2018-06-20,Group Stage,IRN,Iran,ESP,Spain,TRUE,0,1,L,6,0,0,0.4265,14,15,2,0,2,2,262,158,60.3,20,12,,,,Ak Bars Arena,,Andrés Cunha,1907.9736,-175.24099999999976,True
2018,statsbomb_event_data,7543,2018-06-20,Group Stage,ESP,Spain,IRN,Iran,FALSE,1,0,W,18,3,9,2.197,15,14,0,0,6,1,816,719,88.1,10,6,,,,Ak Bars Arena,,Andrés Cunha,2083.2146,175.24099999999976,True
2018,statsbomb_event_data,7544,2018-06-20,Group Stage,URU,Uruguay,KSA,Saudi Arabia,TRUE,1,0,W,14,3,5,1.8074,13,12,0,0,3,1,511,429,84,13,10,,,,Rostov Arena,,Clément Turpin,1955.0336,300.16280000000006,True
2018,statsbomb_event_data,7544,2018-06-20,Group Stage,KSA,Saudi Arabia,URU,Uruguay,FALSE,0,1,L,8,2,3,0.2735,12,11,0,0,2,2,584,499,85.4,8,18,,,,Rostov Arena,,Clément Turpin,1654.8708,-300.16280000000006,True
2018,statsbomb_event_data,7545,2018-06-21,Group Stage,ARG,Argentina,CRO,Croatia,TRUE,0,3,L,10,3,4,1.2181,20,22,4,0,5,3,535,413,77.2,7,11,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Ravshan Irmatov,2029.5631,101.72289999999998,True
2018,statsbomb_event_data,7545,2018-06-21,Group Stage,CRO,Croatia,ARG,Argentina,FALSE,3,0,W,14,5,3,1.8317,23,19,4,0,2,3,382,274,71.7,15,12,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Ravshan Irmatov,1927.8402,-101.72289999999998,True
2018,statsbomb_event_data,7546,2018-06-21,Group Stage,FRA,France,,Peru,TRUE,1,0,W,12,4,2,1.8624,11,14,2,0,5,0,435,332,76.3,12,24,,,,Ekaterinburg Arena,,Mohamed Abdulla Hassan Mohd,2042.3588,78.16110000000003,True
2018,statsbomb_event_data,7546,2018-06-21,Group Stage,,Peru,FRA,France,FALSE,0,1,L,12,2,2,0.6252,14,9,2,0,2,1,548,436,79.6,12,11,,,,Ekaterinburg Arena,,Mohamed Abdulla Hassan Mohd,1964.1977,-78.16110000000003,True
2018,statsbomb_event_data,7547,2018-06-21,Group Stage,,Denmark,AUS,Australia,TRUE,1,1,D,10,5,1,1.0144,7,6,2,0,3,1,478,396,82.8,18,10,,,,Solidarnost Arena,,Antonio Miguel Mateu Lahoz,1922.9813,107.8161,True
2018,statsbomb_event_data,7547,2018-06-21,Group Stage,AUS,Australia,,Denmark,FALSE,1,1,D,13,5,4,1.4122,6,6,0,0,5,0,533,442,82.9,15,4,,,,Solidarnost Arena,,Antonio Miguel Mateu Lahoz,1815.1652,-107.8161,True
2018,statsbomb_event_data,7548,2018-06-22,Group Stage,BRA,Brazil,,Costa Rica,TRUE,2,0,W,23,9,5,3.0964,11,16,2,0,10,3,750,661,88.1,9,4,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Björn Kuipers,2169.885,353.4416000000001,True
2018,statsbomb_event_data,7548,2018-06-22,Group Stage,,Costa Rica,BRA,Brazil,FALSE,0,2,L,4,0,1,0.1587,17,11,1,0,1,3,294,205,69.7,28,8,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Björn Kuipers,1816.4434,-353.4416000000001,True
2018,statsbomb_event_data,7549,2018-06-22,Group Stage,,Nigeria,,Iceland,TRUE,2,0,W,17,4,6,1.3122,10,12,1,0,6,1,529,413,78.1,22,8,,,,Volgograd Arena,,Matthew Conger,1708.8444,-130.90160000000014,True
2018,statsbomb_event_data,7549,2018-06-22,Group Stage,,Iceland,,Nigeria,FALSE,0,2,L,10,3,1,1.5522,12,10,0,0,5,0,339,224,66.1,20,7,,,,Volgograd Arena,,Matthew Conger,1839.746,130.90160000000014,True
2018,statsbomb_event_data,7550,2018-06-22,Group Stage,,Serbia,SUI,Switzerland,TRUE,1,2,L,12,3,1,1.1535,20,13,4,0,3,0,347,263,75.8,12,13,,,,Rostec Arena,,Felix Brych,1844.1968,-107.79290000000015,True
2018,statsbomb_event_data,7550,2018-06-22,Group Stage,SUI,Switzerland,,Serbia,FALSE,2,1,W,19,5,6,1.5573,13,20,1,0,7,3,554,467,84.3,9,8,,,,Rostec Arena,,Felix Brych,1951.9897,107.79290000000015,True
2018,statsbomb_event_data,7551,2018-06-23,Group Stage,GER,Germany,SWE,Sweden,TRUE,2,1,W,18,5,8,1.3181,12,16,1,1,5,5,718,619,86.2,11,3,,,,Olimpiyskiy Stadion Fisht,,Szymon Marciniak,2079.0132,219.47069999999985,True
2018,statsbomb_event_data,7551,2018-06-23,Group Stage,SWE,Sweden,GER,Germany,FALSE,1,2,L,7,6,1,0.8152,17,10,2,0,3,2,234,164,70.1,38,9,,,,Olimpiyskiy Stadion Fisht,,Szymon Marciniak,1859.5425,-219.47069999999985,True
2018,statsbomb_event_data,7552,2018-06-23,Group Stage,BEL,Belgium,TUN,Tunisia,TRUE,5,2,W,23,11,4,5.3364,13,15,0,0,3,3,475,392,82.5,10,16,,,,Otkritie Bank Arena,,Jair Marrufo,2009.6679,257.376,True
2018,statsbomb_event_data,7552,2018-06-23,Group Stage,TUN,Tunisia,BEL,Belgium,FALSE,2,5,L,17,5,3,1.1882,15,12,1,0,2,2,467,374,80.1,9,9,,,,Otkritie Bank Arena,,Jair Marrufo,1752.2919,-257.376,True
2018,statsbomb_event_data,7553,2018-06-23,Group Stage,KOR,South Korea,MEX,Mexico,TRUE,1,2,L,17,6,9,0.8218,26,8,3,0,7,0,360,279,77.5,10,5,,,,Rostov Arena,,Milorad Mažić,1760.3756,-206.35789999999997,True
2018,statsbomb_event_data,7553,2018-06-23,Group Stage,MEX,Mexico,KOR,South Korea,FALSE,2,1,W,14,5,2,1.8776,8,23,0,0,4,0,495,422,85.3,9,13,,,,Rostov Arena,,Milorad Mažić,1966.7335,206.35789999999997,True
2018,statsbomb_event_data,7554,2018-06-24,Group Stage,ENG,England,PAN,Panama,TRUE,6,1,W,11,7,2,3.1683,14,12,1,0,3,3,607,552,90.9,12,5,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Ghead Grisha,2001.1023,253.2412999999999,True
2018,statsbomb_event_data,7554,2018-06-24,Group Stage,PAN,Panama,ENG,England,FALSE,1,6,L,8,2,1,1.08,13,14,3,0,2,0,406,349,86,8,7,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Ghead Grisha,1747.861,-253.2412999999999,True
2018,statsbomb_event_data,7555,2018-06-24,Group Stage,,Poland,COL,Colombia,TRUE,0,3,L,11,2,5,1.1142,17,10,2,0,7,0,448,340,75.9,25,18,,,,Ak Bars Arena,,César Arturo Ramos Palazuelos,1843.3768,-99.79130000000009,True
2018,statsbomb_event_data,7555,2018-06-24,Group Stage,COL,Colombia,,Poland,FALSE,3,0,W,13,3,5,1.3869,11,17,0,0,5,1,548,427,77.9,22,9,,,,Ak Bars Arena,,César Arturo Ramos Palazuelos,1943.1681,99.79130000000009,True
2018,statsbomb_event_data,7556,2018-06-24,Group Stage,JPN,Japan,SEN,Senegal,TRUE,2,2,D,7,3,2,0.9822,9,15,2,0,2,2,476,368,77.3,20,8,,,,Ekaterinburg Arena,,Gianluca Rocchi,1828.4966,-58.08680000000004,True
2018,statsbomb_event_data,7556,2018-06-24,Group Stage,SEN,Senegal,JPN,Japan,FALSE,2,2,D,15,7,1,1.8783,15,9,3,0,5,4,392,285,72.7,7,9,,,,Ekaterinburg Arena,,Gianluca Rocchi,1886.5834,58.08680000000004,True
2018,statsbomb_event_data,7557,2018-06-25,Group Stage,IRN,Iran,POR,Portugal,TRUE,1,1,D,9,2,2,1.577,16,8,1,0,0,1,239,154,64.4,11,18,,,,Mordovia Arena,,Enrique Cáceres,1891.9404,-149.21759999999995,True
2018,statsbomb_event_data,7557,2018-06-25,Group Stage,POR,Portugal,IRN,Iran,FALSE,1,1,D,15,4,3,1.5224,9,16,2,0,5,1,630,534,84.8,10,7,,,,Mordovia Arena,,Enrique Cáceres,2041.158,149.21759999999995,True
2018,statsbomb_event_data,7558,2018-06-25,Group Stage,URU,Uruguay,,Russia,TRUE,3,0,W,16,6,5,2.4826,19,18,1,0,4,0,526,436,82.9,9,6,,,,Solidarnost Arena,,Malang Diedhiou,1964.0851,164.80259999999998,False
2018,statsbomb_event_data,7558,2018-06-25,Group Stage,,Russia,URU,Uruguay,FALSE,0,3,L,3,1,1,0.1802,19,19,1,1,2,2,380,290,76.3,20,7,,,,Solidarnost Arena,,Malang Diedhiou,1799.2825,-164.80259999999998,False
2018,statsbomb_event_data,7559,2018-06-25,Group Stage,KSA,Saudi Arabia,EGY,Egypt,TRUE,2,1,W,21,7,5,2.5458,9,15,0,0,6,2,674,589,87.4,6,19,,,,Volgograd Arena,,Wilmar Alexander Roldán Pérez,1645.8192,-58.53820000000019,True
2018,statsbomb_event_data,7559,2018-06-25,Group Stage,EGY,Egypt,KSA,Saudi Arabia,FALSE,1,2,L,8,1,1,0.9237,17,9,2,0,1,3,379,292,77,21,12,,,,Volgograd Arena,,Wilmar Alexander Roldán Pérez,1704.3574,58.53820000000019,True
2018,statsbomb_event_data,7560,2018-06-25,Group Stage,ESP,Spain,MAR,Morocco,TRUE,2,2,D,18,3,2,2.6045,6,18,0,0,7,1,753,675,89.6,3,9,,,,Rostec Arena,,Ravshan Irmatov,2099.2478,317.6173000000001,True
2018,statsbomb_event_data,7560,2018-06-25,Group Stage,MAR,Morocco,ESP,Spain,FALSE,2,2,D,8,3,1,1.0718,18,6,6,0,1,1,251,187,74.5,18,8,,,,Rostec Arena,,Ravshan Irmatov,1781.6305,-317.6173000000001,True
2018,statsbomb_event_data,7561,2018-06-26,Group Stage,,Iceland,CRO,Croatia,TRUE,1,2,L,17,6,4,2.1327,14,11,3,0,10,0,331,224,67.7,10,9,,,,Rostov Arena,,Antonio Miguel Mateu Lahoz,1778.5507,-216.7358999999999,True
2018,statsbomb_event_data,7561,2018-06-26,Group Stage,CRO,Croatia,,Iceland,FALSE,2,1,W,13,2,3,0.6739,13,13,1,0,5,0,535,451,84.3,25,7,,,,Rostov Arena,,Antonio Miguel Mateu Lahoz,1995.2866,216.7358999999999,True
2018,statsbomb_event_data,7562,2018-06-26,Group Stage,AUS,Australia,,Peru,TRUE,0,2,L,16,2,4,1.6293,12,12,3,0,8,3,575,489,85,11,5,,,,Olimpiyskiy Stadion Fisht,,Sergey Karasev,1824.1871,-116.64789999999994,True
2018,statsbomb_event_data,7562,2018-06-26,Group Stage,,Peru,AUS,Australia,FALSE,2,0,W,4,3,0,0.3364,12,12,2,0,3,1,431,341,79.1,22,6,,,,Olimpiyskiy Stadion Fisht,,Sergey Karasev,1940.835,116.64789999999994,True
2018,statsbomb_event_data,7563,2018-06-26,Group Stage,,Denmark,FRA,France,TRUE,0,0,D,5,1,3,0.139,11,10,1,0,4,0,342,236,69,20,10,,,,Stadion Luzhniki,,Sandro Ricci,1913.9595,-151.76189999999997,True
2018,statsbomb_event_data,7563,2018-06-26,Group Stage,FRA,France,,Denmark,FALSE,0,0,D,11,4,1,0.4181,10,11,0,0,2,1,699,592,84.7,8,5,,,,Stadion Luzhniki,,Sandro Ricci,2065.7214,151.76189999999997,True
2018,statsbomb_event_data,7564,2018-06-26,Group Stage,,Nigeria,ARG,Argentina,TRUE,1,2,L,9,3,1,1.3053,21,17,2,0,3,0,322,210,65.2,9,27,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Cüneyt Çakιr,1770.0397,-192.077,True
2018,statsbomb_event_data,7564,2018-06-26,Group Stage,ARG,Argentina,,Nigeria,FALSE,2,1,W,8,3,1,0.8506,17,19,3,0,5,2,595,479,80.5,13,13,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Cüneyt Çakιr,1962.1167,192.077,True
2018,statsbomb_event_data,7565,2018-06-27,Group Stage,,Serbia,BRA,Brazil,TRUE,0,2,L,11,1,4,0.9483,14,7,3,0,5,2,447,337,75.4,20,6,,,,Otkritie Bank Arena,,Alireza Faghani,1823.2168,-357.07410000000004,True
2018,statsbomb_event_data,7565,2018-06-27,Group Stage,BRA,Brazil,,Serbia,FALSE,2,0,W,15,7,5,1.4198,7,12,0,0,8,4,653,553,84.7,23,10,,,,Otkritie Bank Arena,,Alireza Faghani,2180.2909,357.07410000000004,True
2018,statsbomb_event_data,7566,2018-06-27,Group Stage,MEX,Mexico,SWE,Sweden,TRUE,0,3,L,22,3,9,1.6107,16,17,3,0,7,2,508,404,79.5,5,12,,,,Ekaterinburg Arena,,Néstor Fabián Pitana,1980.7517,134.43280000000004,True
2018,statsbomb_event_data,7566,2018-06-27,Group Stage,SWE,Sweden,MEX,Mexico,FALSE,3,0,W,15,5,1,2.7905,18,14,2,0,3,0,254,152,59.8,24,12,,,,Ekaterinburg Arena,,Néstor Fabián Pitana,1846.3189,-134.43280000000004,True
2018,statsbomb_event_data,7567,2018-06-27,Group Stage,KOR,South Korea,GER,Germany,TRUE,2,0,W,12,5,1,1.7746,16,6,4,0,3,0,259,184,71,31,6,,,,Ak Bars Arena,,Mark Geiger,1746.3575,-345.87930000000006,True
2018,statsbomb_event_data,7567,2018-06-27,Group Stage,GER,Germany,KOR,South Korea,FALSE,0,2,L,29,6,10,2.7064,7,15,0,0,8,1,734,631,86,7,8,,,,Ak Bars Arena,,Mark Geiger,2092.2368,345.87930000000006,True
2018,statsbomb_event_data,7568,2018-06-27,Group Stage,SUI,Switzerland,,Costa Rica,TRUE,2,2,D,13,3,4,1.2197,10,15,2,0,6,1,595,502,84.4,11,7,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Clément Turpin,1972.9697,166.9321,True
2018,statsbomb_event_data,7568,2018-06-27,Group Stage,,Costa Rica,SUI,Switzerland,FALSE,2,2,D,14,6,2,1.5762,15,10,2,0,3,0,362,280,77.3,17,13,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Clément Turpin,1806.0376,-166.9321,True
2018,statsbomb_event_data,7569,2018-06-28,Group Stage,PAN,Panama,TUN,Tunisia,TRUE,1,2,L,9,4,2,0.6908,20,19,1,0,0,3,291,202,69.4,24,15,,,,Mordovia Arena,,Nawaf Abdulla Ghayyath Shukralla,1725.2041,-7.642900000000054,True
2018,statsbomb_event_data,7569,2018-06-28,Group Stage,TUN,Tunisia,PAN,Panama,FALSE,2,1,W,15,6,3,2.8525,20,18,3,0,6,1,648,547,84.4,2,13,,,,Mordovia Arena,,Nawaf Abdulla Ghayyath Shukralla,1732.847,7.642900000000054,True
2018,statsbomb_event_data,7570,2018-06-28,Group Stage,ENG,England,BEL,Belgium,TRUE,0,1,L,12,1,4,1.2007,14,15,0,0,7,3,514,432,84,3,6,,,,Rostec Arena,,Damir Skomina,2023.7593,-5.353500000000167,True
2018,statsbomb_event_data,7570,2018-06-28,Group Stage,BEL,Belgium,ENG,England,FALSE,1,0,W,14,3,7,0.9653,16,14,2,0,2,1,569,487,85.6,18,7,,,,Rostec Arena,,Damir Skomina,2029.1128,5.353500000000167,True
2018,statsbomb_event_data,7571,2018-06-28,Group Stage,SEN,Senegal,COL,Colombia,TRUE,0,1,L,7,3,0,0.3609,15,15,1,0,1,3,328,234,71.3,16,16,,,,Solidarnost Arena,,Milorad Mažić,1881.614,-99.37639999999988,True
2018,statsbomb_event_data,7571,2018-06-28,Group Stage,COL,Colombia,SEN,Senegal,FALSE,1,0,W,4,2,1,0.2849,16,15,1,0,3,3,466,358,76.8,15,5,,,,Solidarnost Arena,,Milorad Mažić,1980.9904,99.37639999999988,True
2018,statsbomb_event_data,7572,2018-06-28,Group Stage,JPN,Japan,,Poland,TRUE,0,1,L,11,3,2,0.8906,12,9,1,0,5,1,587,491,83.6,17,3,,,,Volgograd Arena,,Janny Sikazwe,1833.466,27.911399999999958,True
2018,statsbomb_event_data,7572,2018-06-28,Group Stage,,Poland,JPN,Japan,FALSE,1,0,W,11,2,4,1.0407,9,12,0,0,7,0,499,400,80.2,13,6,,,,Volgograd Arena,,Janny Sikazwe,1805.5546,-27.911399999999958,True
2018,statsbomb_event_data,7576,2018-06-15,Group Stage,POR,Portugal,ESP,Spain,TRUE,3,3,D,10,3,3,1.4346,13,11,1,0,3,1,388,318,82,8,6,,,,Olimpiyskiy Stadion Fisht,,Gianluca Rocchi,2023.2286,-65.58249999999998,True
2018,statsbomb_event_data,7576,2018-06-15,Group Stage,ESP,Spain,POR,Portugal,FALSE,3,3,D,12,5,2,1.6609,11,12,1,0,5,3,780,714,91.5,8,12,,,,Olimpiyskiy Stadion Fisht,,Gianluca Rocchi,2088.8111,65.58249999999998,True
2018,statsbomb_event_data,7577,2018-06-15,Group Stage,MAR,Morocco,IRN,Iran,TRUE,0,1,L,14,3,5,1.0592,22,16,1,0,5,0,492,397,80.7,14,9,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Cüneyt Çakιr,1818.4047,-65.12750000000005,True
2018,statsbomb_event_data,7577,2018-06-15,Group Stage,IRN,Iran,MAR,Morocco,FALSE,1,0,W,8,2,2,0.6976,16,21,3,0,2,0,267,144,53.9,12,9,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Cüneyt Çakιr,1883.5322,65.12750000000005,True
2018,statsbomb_event_data,7578,2018-06-15,Group Stage,EGY,Egypt,URU,Uruguay,TRUE,0,1,L,8,3,3,0.3645,16,6,1,0,0,1,469,344,73.3,13,16,,,,Ekaterinburg Arena,,Björn Kuipers,1747.0946,-193.08320000000003,True
2018,statsbomb_event_data,7578,2018-06-15,Group Stage,URU,Uruguay,EGY,Egypt,FALSE,1,0,W,16,4,6,1.9408,7,16,0,0,5,1,623,513,82.3,9,21,,,,Ekaterinburg Arena,,Björn Kuipers,1940.1778,193.08320000000003,True
2018,statsbomb_event_data,7579,2018-06-30,Round of 16,URU,Uruguay,POR,Portugal,TRUE,2,1,W,7,3,1,0.476,14,12,0,0,2,0,291,190,65.3,25,11,,,,Olimpiyskiy Stadion Fisht,,César Arturo Ramos Palazuelos,2006.905,-22.10640000000012,True
2018,statsbomb_event_data,7579,2018-06-30,Round of 16,POR,Portugal,URU,Uruguay,FALSE,1,2,L,21,4,8,0.9956,13,14,1,0,9,1,593,486,82,10,10,,,,Olimpiyskiy Stadion Fisht,,César Arturo Ramos Palazuelos,2029.0114,22.10640000000012,True
2018,statsbomb_event_data,7580,2018-06-30,Round of 16,FRA,France,ARG,Argentina,TRUE,4,3,W,9,4,1,1.638,23,14,2,0,0,0,350,283,80.9,16,8,,,,Ak Bars Arena,,Alireza Faghani,2053.3916,76.35429999999997,True
2018,statsbomb_event_data,7580,2018-06-30,Round of 16,ARG,Argentina,FRA,France,FALSE,3,4,L,12,4,6,1.4466,14,23,4,0,4,1,535,448,83.7,5,7,,,,Ak Bars Arena,,Alireza Faghani,1977.0373,-76.35429999999997,True
2018,statsbomb_event_data,7581,2018-07-01,Round of 16,CRO,Croatia,,Denmark,TRUE,1,1,D,21,6,7,2.1702,7,19,0,0,5,2,665,517,77.7,30,9,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Néstor Fabián Pitana,2008.6732,82.38390000000004,True
2018,statsbomb_event_data,7581,2018-07-01,Round of 16,,Denmark,CRO,Croatia,FALSE,1,1,D,14,3,3,0.6965,19,6,1,0,4,0,581,445,76.6,18,13,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Néstor Fabián Pitana,1926.2893,-82.38390000000004,True
2018,statsbomb_event_data,7582,2018-07-01,Round of 16,ESP,Spain,,Russia,TRUE,1,1,D,24,9,7,1.4411,6,19,1,0,6,1,1157,1026,88.7,8,3,,,,Stadion Luzhniki,,Björn Kuipers,2077.5539,321.09119999999984,False
2018,statsbomb_event_data,7582,2018-07-01,Round of 16,,Russia,ESP,Spain,FALSE,1,1,D,8,1,4,1.4064,21,5,2,0,5,1,326,215,66,28,21,,,,Stadion Luzhniki,,Björn Kuipers,1756.4627,-321.09119999999984,False
2018,statsbomb_event_data,7583,2018-07-02,Round of 16,BRA,Brazil,MEX,Mexico,TRUE,2,0,W,19,10,4,3.3204,8,19,2,0,8,0,410,330,80.5,16,9,,,,Solidarnost Arena,,Gianluca Rocchi,2190.5058,281.6112999999998,True
2018,statsbomb_event_data,7583,2018-07-02,Round of 16,MEX,Mexico,BRA,Brazil,FALSE,0,2,L,14,1,8,0.5828,19,8,4,0,7,2,429,353,82.3,11,4,,,,Solidarnost Arena,,Gianluca Rocchi,1908.8945,-281.6112999999998,True
2018,statsbomb_event_data,7584,2018-07-02,Round of 16,BEL,Belgium,JPN,Japan,TRUE,3,2,W,28,7,7,2.9178,13,10,0,0,8,2,618,524,84.8,10,5,,,,Rostov Arena,,Malang Diedhiou,2058.6506,257.58950000000004,True
2018,statsbomb_event_data,7584,2018-07-02,Round of 16,JPN,Japan,BEL,Belgium,FALSE,2,3,L,12,4,4,0.6938,11,12,1,0,4,1,457,363,79.4,33,12,,,,Rostov Arena,,Malang Diedhiou,1801.0611,-257.58950000000004,True
2018,statsbomb_event_data,7585,2018-07-03,Round of 16,COL,Colombia,ENG,England,TRUE,1,1,D,14,4,3,0.8312,23,13,6,0,2,1,556,429,77.2,28,7,,,,Otkritie Bank Arena,,Mark Geiger,2002.6361,8.414599999999837,True
2018,statsbomb_event_data,7585,2018-07-03,Round of 16,ENG,England,COL,Colombia,FALSE,1,1,D,17,2,5,2.2443,13,22,2,0,7,2,605,477,78.8,22,5,,,,Otkritie Bank Arena,,Mark Geiger,1994.2215,-8.414599999999837,True
2018,statsbomb_event_data,7586,2018-07-03,Round of 16,SWE,Sweden,SUI,Switzerland,TRUE,1,0,W,12,3,3,0.9105,12,15,1,0,3,1,304,202,66.4,27,6,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Damir Skomina,1918.1762,-41.39489999999978,True
2018,statsbomb_event_data,7586,2018-07-03,Round of 16,SUI,Switzerland,SWE,Sweden,FALSE,0,1,L,16,3,9,0.533,16,12,2,1,11,0,615,510,82.9,13,7,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Damir Skomina,1959.5711,41.39489999999978,True
2018,statsbomb_event_data,8649,2018-07-06,Quarter-finals,URU,Uruguay,FRA,France,TRUE,0,2,L,10,4,1,0.6932,22,18,2,0,4,0,352,217,61.6,13,14,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Néstor Fabián Pitana,2038.8112,-38.091599999999744,True
2018,statsbomb_event_data,8649,2018-07-06,Quarter-finals,FRA,France,URU,Uruguay,FALSE,2,0,W,11,2,1,0.5388,18,21,2,0,3,0,567,445,78.5,32,17,,,,Stadion Nizhny Novgorod (Nizhniy Novgorod),,Néstor Fabián Pitana,2076.9028,38.091599999999744,True
2018,statsbomb_event_data,8650,2018-07-06,Quarter-finals,BRA,Brazil,BEL,Belgium,TRUE,1,2,L,25,9,9,2.6092,20,17,2,0,8,1,532,459,86.3,7,9,,,,Ak Bars Arena,,Milorad Mažić,2205.3608,135.61000000000013,True
2018,statsbomb_event_data,8650,2018-07-06,Quarter-finals,BEL,Belgium,BRA,Brazil,FALSE,2,1,W,8,3,2,0.4053,18,20,2,0,4,0,385,310,80.5,36,3,,,,Ak Bars Arena,,Milorad Mažić,2069.7508,-135.61000000000013,True
2018,statsbomb_event_data,8651,2018-07-07,Quarter-finals,SWE,Sweden,ENG,England,TRUE,0,2,L,8,3,1,0.8342,14,8,2,0,1,2,400,291,72.8,35,9,,,,Solidarnost Arena,,Björn Kuipers,1951.7337,-43.214300000000094,True
2018,statsbomb_event_data,8651,2018-07-07,Quarter-finals,ENG,England,SWE,Sweden,FALSE,2,0,W,12,2,7,0.7582,8,12,1,0,6,1,563,426,75.7,7,4,,,,Solidarnost Arena,,Björn Kuipers,1994.948,43.214300000000094,True
2018,statsbomb_event_data,8652,2018-07-07,Quarter-finals,,Russia,CRO,Croatia,TRUE,2,2,D,13,6,2,1.0709,24,15,1,0,6,1,417,266,63.8,46,9,,,,Olimpiyskiy Stadion Fisht,,Sandro Ricci,1773.335,-228.35500000000002,False
2018,statsbomb_event_data,8652,2018-07-07,Quarter-finals,CRO,Croatia,,Russia,FALSE,2,2,D,18,4,4,1.6505,18,23,4,0,8,0,771,607,78.7,28,7,,,,Olimpiyskiy Stadion Fisht,,Sandro Ricci,2001.69,228.35500000000002,False
2018,statsbomb_event_data,8655,2018-07-10,Semi-finals,FRA,France,BEL,Belgium,TRUE,1,0,W,19,5,5,1.6817,6,17,2,0,4,1,367,301,82,21,8,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Andrés Cunha,2116.9888,6.088999999999942,True
2018,statsbomb_event_data,8655,2018-07-10,Semi-finals,BEL,Belgium,FRA,France,FALSE,0,1,L,9,2,1,0.5669,17,6,3,0,5,1,623,549,88.1,11,5,,,,Saint-Petersburg Stadium ( Gazprom Arena ),,Andrés Cunha,2110.8998,-6.088999999999942,True
