"season_year","data_source","match_id","match_date","competition_stage","team_code","team_name","opponent_code","opponent_name","is_home","goals","opponent_goals","result","total_shots","shots_on_target","blocked_shots","xg_total","fouls_committed","fouls_won","yellow_cards","red_cards","corners","offsides","passes","passes_completed","pass_pct","clearances","interceptions","possession_pct","saves","effective_tackles","venue","venue_city","referee_name"
2018,"statsbomb_event_data",7562,"2018-06-26","Group Stage","AUS","Australia",,"Peru",TRUE,0,2,"L",16,2,4,1.6293,12,12,3,0,8,0,575,489,85,11,5,,,,"Olimpiyskiy Stadion Fisht",,"Sergey Karasev"
2018,"statsbomb_event_data",7562,"2018-06-26","Group Stage",,"Peru","AUS","Australia",FALSE,2,0,"W",4,3,0,0.3364,12,12,2,0,3,0,431,341,79.1,22,6,,,,"Olimpiyskiy Stadion Fisht",,"Sergey Karasev"
2018,"statsbomb_event_data",7563,"2018-06-26","Group Stage",,"Denmark","FRA","France",TRUE,0,0,"D",5,1,3,0.139,11,10,1,0,4,0,342,236,69,20,10,,,,"Stadion Luzhniki",,"Sandro Ricci"
2018,"statsbomb_event_data",7563,"2018-06-26","Group Stage","FRA","France",,"Denmark",FALSE,0,0,"D",11,4,1,0.4181,10,11,0,0,2,0,699,592,84.7,8,5,,,,"Stadion Luzhniki",,"Sandro Ricci"
2018,"statsbomb_event_data",7564,"2018-06-26","Group Stage",,"Nigeria","ARG","Argentina",TRUE,1,2,"L",9,3,1,1.3053,21,17,2,0,3,0,322,210,65.2,9,27,,,,"Saint-Petersburg Stadium ( Gazprom Arena )",,"Cüneyt Çakιr"
2018,"statsbomb_event_data",7564,"2018-06-26","Group Stage","ARG","Argentina",,"Nigeria",FALSE,2,1,"W",8,3,1,0.8506,17,19,3,0,5,0,595,479,80.5,13,13,,,,"Saint-Petersburg Stadium ( Gazprom Arena )",,"Cüneyt Çakιr"
2018,"statsbomb_event_data",7565,"2018-06-27","Group Stage",,"Serbia","BRA","Brazil",TRUE,0,2,"L",11,1,4,0.9483,14,7,3,0,5,1,447,337,75.4,20,6,,,,"Otkritie Bank Arena",,"Alireza Faghani"
2018,"statsbomb_event_data",7565,"2018-06-27","Group Stage","BRA","Brazil",,"Serbia",FALSE,2,0,"W",15,7,5,1.4198,7,12,0,0,8,3,653,553,84.7,23,10,,,,"Otkritie Bank Arena",,"Alireza Faghani"
2018,"statsbomb_event_data",7566,"2018-06-27","Group Stage","MEX","Mexico","SWE","Sweden",TRUE,0,3,"L",22,3,9,1.6107,16,17,3,0,7,1,508,404,79.5,5,12,,,,"Ekaterinburg Arena",,"Néstor Fabián Pitana"
2018,"statsbomb_event_data",7566,"2018-06-27","Group Stage","SWE","Sweden","MEX","Mexico",FALSE,3,0,"W",15,5,1,2.7905,18,14,2,0,3,0,254,152,59.8,24,12,,,,"Ekaterinburg Arena",,"Néstor Fabián Pitana"
2018,"statsbomb_event_data",7567,"2018-06-27","Group Stage","KOR","South Korea","GER","Germany",TRUE,2,0,"W",12,5,1,1.7746,16,6,4,0,3,0,259,184,71,31,6,,,,"Ak Bars Arena",,"Mark Geiger"
2018,"statsbomb_event_data",7567,"2018-06-27","Group Stage","GER","Germany","KOR","South Korea",FALSE,0,2,"L",29,6,10,2.7064,7,15,0,0,8,0,734,631,86,7,8,,,,"Ak Bars Arena",,"Mark Geiger"
2018,"statsbomb_event_data",7568,"2018-06-27","Group Stage","SUI","Switzerland",,"Costa Rica",TRUE,2,2,"D",13,3,4,1.2197,10,15,2,0,6,0,595,502,84.4,11,7,,,,"Stadion Nizhny Novgorod (Nizhniy Novgorod)",,"Clément Turpin"
2018,"statsbomb_event_data",7568,"2018-06-27","Group Stage",,"Costa Rica","SUI","Switzerland",FALSE,2,2,"D",14,6,2,1.5762,15,10,2,0,3,0,362,280,77.3,17,13,,,,"Stadion Nizhny Novgorod (Nizhniy Novgorod)",,"Clément Turpin"
2018,"statsbomb_event_data",7569,"2018-06-28","Group Stage","PAN","Panama","TUN","Tunisia",TRUE,1,2,"L",9,4,2,0.6908,20,19,1,0,0,0,291,202,69.4,24,15,,,,"Mordovia Arena",,"Nawaf Abdulla Ghayyath Shukralla"
2018,"statsbomb_event_data",7569,"2018-06-28","Group Stage","TUN","Tunisia","PAN","Panama",FALSE,2,1,"W",15,6,3,2.8525,20,18,3,0,6,1,648,547,84.4,2,13,,,,"Mordovia Arena",,"Nawaf Abdulla Ghayyath Shukralla"
2018,"statsbomb_event_data",7570,"2018-06-28","Group Stage","ENG","England","BEL","Belgium",TRUE,0,1,"L",12,1,4,1.2007,14,15,0,0,7,0,514,432,84,3,6,,,,"Rostec Arena",,"Damir Skomina"
2018,"statsbomb_event_data",7570,"2018-06-28","Group Stage","BEL","Belgium","ENG","England",FALSE,1,0,"W",14,3,7,0.9653,16,14,2,0,2,0,569,487,85.6,18,7,,,,"Rostec Arena",,"Damir Skomina"
2018,"statsbomb_event_data",7571,"2018-06-28","Group Stage","SEN","Senegal","COL","Colombia",TRUE,0,1,"L",7,3,0,0.3609,15,15,1,0,1,1,328,234,71.3,16,16,,,,"Solidarnost Arena",,"Milorad Mažić"
2018,"statsbomb_event_data",7571,"2018-06-28","Group Stage","COL","Colombia","SEN","Senegal",FALSE,1,0,"W",4,2,1,0.2849,16,15,1,0,3,0,466,358,76.8,15,5,,,,"Solidarnost Arena",,"Milorad Mažić"
2018,"statsbomb_event_data",7572,"2018-06-28","Group Stage","JPN","Japan",,"Poland",TRUE,0,1,"L",11,3,2,0.8906,12,9,1,0,5,0,587,491,83.6,17,3,,,,"Volgograd Arena",,"Janny Sikazwe"
2018,"statsbomb_event_data",7572,"2018-06-28","Group Stage",,"Poland","JPN","Japan",FALSE,1,0,"W",11,2,4,1.0407,9,12,0,0,7,0,499,400,80.2,13,6,,,,"Volgograd Arena",,"Janny Sikazwe"
2018,"statsbomb_event_data",7576,"2018-06-15","Group Stage","POR","Portugal","ESP","Spain",TRUE,3,3,"D",10,3,3,1.4346,13,11,1,0,3,0,388,318,82,8,6,,,,"Olimpiyskiy Stadion Fisht",,"Gianluca Rocchi"
2018,"statsbomb_event_data",7576,"2018-06-15","Group Stage","ESP","Spain","POR","Portugal",FALSE,3,3,"D",12,5,2,1.6609,11,12,1,0,5,1,780,714,91.5,8,12,,,,"Olimpiyskiy Stadion Fisht",,"Gianluca Rocchi"
2018,"statsbomb_event_data",7577,"2018-06-15","Group Stage","MAR","Morocco","IRN","Iran",TRUE,0,1,"L",14,3,5,1.0592,22,16,1,0,5,0,492,397,80.7,14,9,,,,"Saint-Petersburg Stadium ( Gazprom Arena )",,"Cüneyt Çakιr"
2018,"statsbomb_event_data",7577,"2018-06-15","Group Stage","IRN","Iran","MAR","Morocco",FALSE,1,0,"W",8,2,2,0.6976,16,21,3,0,2,0,267,144,53.9,12,9,,,,"Saint-Petersburg Stadium ( Gazprom Arena )",,"Cüneyt Çakιr"
2018,"statsbomb_event_data",7578,"2018-06-15","Group Stage","EGY","Egypt","URU","Uruguay",TRUE,0,1,"L",8,3,3,0.3645,16,6,1,0,0,0,469,344,73.3,13,16,,,,"Ekaterinburg Arena",,"Björn Kuipers"
2018,"statsbomb_event_data",7578,"2018-06-15","Group Stage","URU","Uruguay","EGY","Egypt",FALSE,1,0,"W",16,4,6,1.9408,7,16,0,0,5,0,623,513,82.3,9,21,,,,"Ekaterinburg Arena",,"Björn Kuipers"
2018,"statsbomb_event_data",7579,"2018-06-30","Round of 16","URU","Uruguay","POR","Portugal",TRUE,2,1,"W",7,3,1,0.476,14,12,0,0,2,0,291,190,65.3,25,11,,,,"Olimpiyskiy Stadion Fisht",,"César Arturo Ramos Palazuelos"
2018,"statsbomb_event_data",7579,"2018-06-30","Round of 16","POR","Portugal","URU","Uruguay",FALSE,1,2,"L",21,4,8,0.9956,13,14,1,0,9,0,593,486,82,10,10,,,,"Olimpiyskiy Stadion Fisht",,"César Arturo Ramos Palazuelos"
2018,"statsbomb_event_data",7580,"2018-06-30","Round of 16","FRA","France","ARG","Argentina",TRUE,4,3,"W",9,4,1,1.638,23,14,2,0,0,0,350,283,80.9,16,8,,,,"Ak Bars Arena",,"Alireza Faghani"
2018,"statsbomb_event_data",7580,"2018-06-30","Round of 16","ARG","Argentina","FRA","France",FALSE,3,4,"L",12,4,6,1.4466,14,23,4,0,4,0,535,448,83.7,5,7,,,,"Ak Bars Arena",,"Alireza Faghani"
2018,"statsbomb_event_data",7581,"2018-07-01","Round of 16","CRO","Croatia",,"Denmark",TRUE,1,1,"D",21,6,7,2.1702,7,19,0,0,5,1,665,517,77.7,30,9,,,,"Stadion Nizhny Novgorod (Nizhniy Novgorod)",,"Néstor Fabián Pitana"
2018,"statsbomb_event_data",7581,"2018-07-01","Round of 16",,"Denmark","CRO","Croatia",FALSE,1,1,"D",14,3,3,0.6965,19,6,1,0,4,0,581,445,76.6,18,13,,,,"Stadion Nizhny Novgorod (Nizhniy Novgorod)",,"Néstor Fabián Pitana"
2018,"statsbomb_event_data",7582,"2018-07-01","Round of 16","ESP","Spain",,"Russia",TRUE,1,1,"D",24,9,7,1.4411,6,19,1,0,6,0,1157,1026,88.7,8,3,,,,"Stadion Luzhniki",,"Björn Kuipers"
2018,"statsbomb_event_data",7582,"2018-07-01","Round of 16",,"Russia","ESP","Spain",FALSE,1,1,"D",8,1,4,1.4064,21,5,2,0,5,0,326,215,66,28,21,,,,"Stadion Luzhniki",,"Björn Kuipers"
2018,"statsbomb_event_data",7583,"2018-07-02","Round of 16","BRA","Brazil","MEX","Mexico",TRUE,2,0,"W",19,10,4,3.3204,8,19,2,0,8,0,410,330,80.5,16,9,,,,"Solidarnost Arena",,"Gianluca Rocchi"
2018,"statsbomb_event_data",7583,"2018-07-02","Round of 16","MEX","Mexico","BRA","Brazil",FALSE,0,2,"L",14,1,8,0.5828,19,8,4,0,7,2,429,353,82.3,11,4,,,,"Solidarnost Arena",,"Gianluca Rocchi"
2018,"statsbomb_event_data",7584,"2018-07-02","Round of 16","BEL","Belgium","JPN","Japan",TRUE,3,2,"W",28,7,7,2.9178,13,10,0,0,8,1,618,524,84.8,10,5,,,,"Rostov Arena",,"Malang Diedhiou"
2018,"statsbomb_event_data",7584,"2018-07-02","Round of 16","JPN","Japan","BEL","Belgium",FALSE,2,3,"L",12,4,4,0.6938,11,12,1,0,4,0,457,363,79.4,33,12,,,,"Rostov Arena",,"Malang Diedhiou"
2018,"statsbomb_event_data",7585,"2018-07-03","Round of 16","COL","Colombia","ENG","England",TRUE,1,1,"D",14,4,3,0.8312,23,13,6,0,2,0,556,429,77.2,28,7,,,,"Otkritie Bank Arena",,"Mark Geiger"
2018,"statsbomb_event_data",7585,"2018-07-03","Round of 16","ENG","England","COL","Colombia",FALSE,1,1,"D",17,2,5,2.2443,13,22,2,0,7,0,605,477,78.8,22,5,,,,"Otkritie Bank Arena",,"Mark Geiger"
2018,"statsbomb_event_data",7586,"2018-07-03","Round of 16","SWE","Sweden","SUI","Switzerland",TRUE,1,0,"W",12,3,3,0.9105,12,15,1,0,3,0,304,202,66.4,27,6,,,,"Saint-Petersburg Stadium ( Gazprom Arena )",,"Damir Skomina"
2018,"statsbomb_event_data",7586,"2018-07-03","Round of 16","SUI","Switzerland","SWE","Sweden",FALSE,0,1,"L",16,3,9,0.533,16,12,2,1,11,0,615,510,82.9,13,7,,,,"Saint-Petersburg Stadium ( Gazprom Arena )",,"Damir Skomina"
2018,"statsbomb_event_data",8649,"2018-07-06","Quarter-finals","URU","Uruguay","FRA","France",TRUE,0,2,"L",10,4,1,0.6932,22,18,2,0,4,0,352,217,61.6,13,14,,,,"Stadion Nizhny Novgorod (Nizhniy Novgorod)",,"Néstor Fabián Pitana"
2018,"statsbomb_event_data",8649,"2018-07-06","Quarter-finals","FRA","France","URU","Uruguay",FALSE,2,0,"W",11,2,1,0.5388,18,21,2,0,3,0,567,445,78.5,32,17,,,,"Stadion Nizhny Novgorod (Nizhniy Novgorod)",,"Néstor Fabián Pitana"
2018,"statsbomb_event_data",8650,"2018-07-06","Quarter-finals","BRA","Brazil","BEL","Belgium",TRUE,1,2,"L",25,9,9,2.6092,20,17,2,0,8,0,532,459,86.3,7,9,,,,"Ak Bars Arena",,"Milorad Mažić"
2018,"statsbomb_event_data",8650,"2018-07-06","Quarter-finals","BEL","Belgium","BRA","Brazil",FALSE,2,1,"W",8,3,2,0.4053,18,20,2,0,4,0,385,310,80.5,36,3,,,,"Ak Bars Arena",,"Milorad Mažić"
2018,"statsbomb_event_data",8651,"2018-07-07","Quarter-finals","SWE","Sweden","ENG","England",TRUE,0,2,"L",8,3,1,0.8342,14,8,2,0,1,0,400,291,72.8,35,9,,,,"Solidarnost Arena",,"Björn Kuipers"
2018,"statsbomb_event_data",8651,"2018-07-07","Quarter-finals","ENG","England","SWE","Sweden",FALSE,2,0,"W",12,2,7,0.7582,8,12,1,0,6,0,563,426,75.7,7,4,,,,"Solidarnost Arena",,"Björn Kuipers"
2018,"statsbomb_event_data",8652,"2018-07-07","Quarter-finals",,"Russia","CRO","Croatia",TRUE,2,2,"D",13,6,2,1.0709,24,15,1,0,6,0,417,266,63.8,46,9,,,,"Olimpiyskiy Stadion Fisht",,"Sandro Ricci"
2018,"statsbomb_event_data",8652,"2018-07-07","Quarter-finals","CRO","Croatia",,"Russia",FALSE,2,2,"D",18,4,4,1.6505,18,23,4,0,8,0,771,607,78.7,28,7,,,,"Olimpiyskiy Stadion Fisht",,"Sandro Ricci"
2018,"statsbomb_event_data",8655,"2018-07-10","Semi-finals","FRA","France","BEL","Belgium",TRUE,1,0,"W",19,5,5,1.6817,6,17,2,0,4,0,367,301,82,21,8,,,,"Saint-Petersburg Stadium ( Gazprom Arena )",,"Andrés Cunha"
2018,"statsbomb_event_data",8655,"2018-07-10","Semi-finals","BEL","Belgium","FRA","France",FALSE,0,1,"L",9,2,1,0.5669,17,6,3,0,5,0,623,549,88.1,11,5,,,,"Saint-Petersburg Stadium ( Gazprom Arena )",,"Andrés Cunha"
2018,"statsbomb_event_data",8656,"2018-07-11","Semi-finals","CRO","Croatia","ENG","England",TRUE,2,1,"W",22,7,5,2.1413,26,12,2,0,8,0,656,492,75,21,6,,,,"Stadion Luzhniki",,"Cüneyt Çakιr"
2018,"statsbomb_event_data",8656,"2018-07-11","Semi-finals","ENG","England","CRO","Croatia",FALSE,1,2,"L",11,1,4,0.5467,13,24,1,0,4,0,537,403,75,41,5,,,,"Stadion Luzhniki",,"Cüneyt Çakιr"
2018,"statsbomb_event_data",8657,"2018-07-14","3rd Place Final","BEL","Belgium","ENG","England",TRUE,2,0,"W",11,4,4,1.3207,12,4,1,0,4,0,499,427,85.6,21,9,,,,"Saint-Petersburg Stadium ( Gazprom Arena )",,"Alireza Faghani"
2018,"statsbomb_event_data",8657,"2018-07-14","3rd Place Final","ENG","England","BEL","Belgium",FALSE,0,2,"L",15,5,3,1.3354,4,11,2,0,5,0,685,619,90.4,8,13,,,,"Saint-Petersburg Stadium ( Gazprom Arena )",,"Alireza Faghani"
2018,"statsbomb_event_data",8658,"2018-07-15","Final","FRA","France","CRO","Croatia",TRUE,4,2,"W",8,6,1,1.098,14,13,1,0,2,0,292,202,69.2,24,11,,,,"Stadion Luzhniki",,"Néstor Fabián Pitana"
2018,"statsbomb_event_data",8658,"2018-07-15","Final","CRO","Croatia","FRA","France",FALSE,2,4,"L",15,3,4,1.4803,14,14,1,0,6,0,554,448,80.9,13,6,,,,"Stadion Luzhniki",,"Néstor Fabián Pitana"
2022,"statsbomb_event_data",3857254,"2022-11-22","Group Stage",,"Denmark","TUN","Tunisia",TRUE,0,0,"D",11,5,2,1.5666,13,9,2,0,11,0,646,544,84.2,20,10,,,,"Education City Stadium ",,"César Arturo Ramos Palazuelos"
2022,"statsbomb_event_data",3857254,"2022-11-22","Group Stage","TUN","Tunisia",,"Denmark",FALSE,0,0,"D",13,1,7,1.0599,10,13,1,0,9,0,417,315,75.5,33,12,,,,"Education City Stadium ",,"César Arturo Ramos Palazuelos"
2022,"statsbomb_event_data",3857255,"2022-12-01","Group Stage","JPN","Japan","ESP","Spain",TRUE,2,1,"W",6,3,1,1.1578,11,8,3,0,0,0,253,177,70,22,14,,,,"Sheikh Khalifa International Stadium",,"Victor Miguel de Freitas Gomes"
2022,"statsbomb_event_data",3857255,"2022-12-01","Group Stage","ESP","Spain","JPN","Japan",FALSE,1,2,"L",12,5,5,0.8577,8,11,0,0,2,0,1093,993,90.9,4,9,,,,"Sheikh Khalifa International Stadium",,"Victor Miguel de Freitas Gomes"
2022,"statsbomb_event_data",3857256,"2022-12-02","Group Stage",,"Serbia","SUI","Switzerland",TRUE,2,3,"L",12,4,2,1.189,21,14,7,0,2,0,521,407,78.1,9,5,,,,"Stadium 974",,"Fernando Andrés Rapallini"
2022,"statsbomb_event_data",3857256,"2022-12-02","Group Stage","SUI","Switzerland",,"Serbia",FALSE,3,2,"W",14,7,4,3.1035,14,20,4,0,0,0,445,346,77.8,27,18,,,,"Stadium 974",,"Fernando Andrés Rapallini"
2022,"statsbomb_event_data",3857257,"2022-11-30","Group Stage","AUS","Australia",,"Denmark",TRUE,1,0,"W",8,4,3,0.4697,12,9,2,0,2,0,350,219,62.6,29,11,,,,"Al Janoub Stadium   ",,"Mustapha Ghorbal"
2022,"statsbomb_event_data",3857257,"2022-11-30","Group Stage",,"Denmark","AUS","Australia",FALSE,0,1,"L",14,4,5,0.7372,10,11,1,0,6,0,715,590,82.5,27,12,,,,"Al Janoub Stadium   ",,"Mustapha Ghorbal"
2022,"statsbomb_event_data",3857258,"2022-11-24","Group Stage","BRA","Brazil",,"Serbia",TRUE,2,0,"W",23,9,5,2.1239,8,11,0,0,5,0,618,539,87.2,22,8,,,,"Lusail Stadium",,"Alireza Faghani"
2022,"statsbomb_event_data",3857258,"2022-11-24","Group Stage",,"Serbia","BRA","Brazil",FALSE,0,2,"L",5,0,2,0.1633,11,7,3,0,4,0,446,351,78.7,19,11,,,,"Lusail Stadium",,"Alireza Faghani"
2022,"statsbomb_event_data",3857259,"2022-11-28","Group Stage",,"Cameroon",,"Serbia",TRUE,3,3,"D",13,8,3,2.0703,9,15,2,0,4,0,395,276,69.9,23,20,,,,"Al Janoub Stadium   ",,"Mohamed Abdulla Hassan Mohd"
2022,"statsbomb_event_data",3857259,"2022-11-28","Group Stage",,"Serbia",,"Cameroon",FALSE,3,3,"D",15,5,2,1.7381,16,9,2,0,3,1,536,428,79.9,33,9,,,,"Al Janoub Stadium   ",,"Mohamed Abdulla Hassan Mohd"
2022,"statsbomb_event_data",3857260,"2022-11-30","Group Stage","KSA","Saudi Arabia","MEX","Mexico",TRUE,1,2,"L",10,2,1,1.0761,21,16,6,0,1,0,322,194,60.2,30,15,,,,"Lusail Stadium",,"Michael Oliver"
2022,"statsbomb_event_data",3857260,"2022-11-30","Group Stage","MEX","Mexico","KSA","Saudi Arabia",FALSE,2,1,"W",26,10,9,2.3221,18,21,1,0,8,0,488,367,75.2,21,15,,,,"Lusail Stadium",,"Michael Oliver"
2022,"statsbomb_event_data",3857261,"2022-11-29","Group Stage",,"Wales","ENG","England",TRUE,0,3,"L",7,1,3,0.208,19,11,2,0,1,0,351,274,78.1,14,4,,,,"Ahmad bin Ali Stadium",,"Slavko Vinčić"
2022,"statsbomb_event_data",3857261,"2022-11-29","Group Stage","ENG","England",,"Wales",FALSE,3,0,"W",18,7,4,2.9155,11,17,0,0,6,0,630,553,87.8,9,9,,,,"Ahmad bin Ali Stadium",,"Slavko Vinčić"
2022,"statsbomb_event_data",3857262,"2022-12-02","Group Stage","KOR","South Korea","POR","Portugal",TRUE,2,1,"W",12,6,4,1.399,9,10,2,0,5,1,388,309,79.6,29,7,,,,"Education City Stadium ",,"Facundo Tello Figueroa"
2022,"statsbomb_event_data",3857262,"2022-12-02","Group Stage","POR","Portugal","KOR","South Korea",FALSE,1,2,"L",13,6,4,0.9737,10,9,0,0,4,0,619,534,86.3,19,6,,,,"Education City Stadium ",,"Facundo Tello Figueroa"
2022,"statsbomb_event_data",3857263,"2022-11-27","Group Stage","ESP","Spain","GER","Germany",TRUE,1,1,"D",7,2,2,0.6395,14,15,1,0,6,0,663,578,87.2,16,12,,,,"Al Bayt Stadium",,"Danny Desmond Makkelie"
2022,"statsbomb_event_data",3857263,"2022-11-27","Group Stage","GER","Germany","ESP","Spain",FALSE,1,1,"D",11,4,3,1.147,15,13,3,0,5,0,371,291,78.4,15,19,,,,"Al Bayt Stadium",,"Danny Desmond Makkelie"
2022,"statsbomb_event_data",3857264,"2022-11-30","Group Stage",,"Poland","ARG","Argentina",TRUE,0,2,"L",4,0,2,0.1976,9,12,1,0,1,0,337,267,79.2,32,10,,,,"Stadium 974",,"Danny Desmond Makkelie"
2022,"statsbomb_event_data",3857264,"2022-11-30","Group Stage","ARG","Argentina",,"Poland",FALSE,2,0,"W",24,13,4,3.0767,12,9,1,0,8,0,909,826,90.9,7,7,,,,"Stadium 974",,"Danny Desmond Makkelie"
2022,"statsbomb_event_data",3857265,"2022-11-22","Group Stage","MEX","Mexico",,"Poland",TRUE,0,0,"D",11,4,3,0.5291,14,14,2,0,6,1,544,437,80.3,21,8,,,,"Stadium 974",,"Chris Beath"
2022,"statsbomb_event_data",3857265,"2022-11-22","Group Stage",,"Poland","MEX","Mexico",FALSE,0,0,"D",6,2,2,1.1379,15,14,1,0,5,0,362,259,71.5,28,8,,,,"Stadium 974",,"Chris Beath"
2022,"statsbomb_event_data",3857266,"2022-11-26","Group Stage","FRA","France",,"Denmark",TRUE,2,1,"W",21,6,8,1.9336,4,11,1,0,6,0,540,464,85.9,17,15,,,,"Stadium 974",,"Szymon Marciniak"
2022,"statsbomb_event_data",3857266,"2022-11-26","Group Stage",,"Denmark","FRA","France",FALSE,1,2,"L",10,2,2,0.8885,11,4,2,0,4,0,567,479,84.5,17,11,,,,"Stadium 974",,"Szymon Marciniak"
2022,"statsbomb_event_data",3857267,"2022-11-29","Group Stage","ECU","Ecuador","SEN","Senegal",TRUE,1,2,"L",9,4,2,1.0017,23,8,0,0,3,0,465,362,77.8,29,9,,,,"Sheikh Khalifa International Stadium",,"Clément Turpin"
2022,"statsbomb_event_data",3857267,"2022-11-29","Group Stage","SEN","Senegal","ECU","Ecuador",FALSE,2,1,"W",13,3,4,1.7075,10,22,1,0,6,1,311,213,68.5,39,7,,,,"Sheikh Khalifa International Stadium",,"Clément Turpin"
2022,"statsbomb_event_data",3857268,"2022-11-23","Group Stage","BEL","Belgium","CAN","Canada",TRUE,1,0,"W",9,3,3,0.67,11,15,3,0,4,0,534,451,84.5,30,9,,,,"Ahmad bin Ali Stadium",,"Janny Sikazwe"
2022,"statsbomb_event_data",3857268,"2022-11-23","Group Stage","CAN","Canada","BEL","Belgium",FALSE,0,1,"L",22,3,8,2.5462,15,10,2,0,4,1,480,401,83.5,10,12,,,,"Ahmad bin Ali Stadium",,"Janny Sikazwe"
2022,"statsbomb_event_data",3857269,"2022-11-28","Group Stage","BRA","Brazil","SUI","Switzerland",TRUE,1,0,"W",13,5,5,0.9227,10,18,1,0,8,1,597,507,84.9,11,14,,,,"Stadium 974",,"Ivan Arcides Barton Cisneros"
2022,"statsbomb_event_data",3857269,"2022-11-28","Group Stage","SUI","Switzerland","BRA","Brazil",FALSE,0,1,"L",6,0,4,0.2886,18,10,1,0,3,0,513,428,83.4,27,8,,,,"Stadium 974",,"Ivan Arcides Barton Cisneros"
2022,"statsbomb_event_data",3857270,"2022-11-28","Group Stage","POR","Portugal","URU","Uruguay",TRUE,2,0,"W",15,3,6,1.2137,11,13,3,0,6,0,626,525,83.9,31,7,,,,"Lusail Stadium",,"Alireza Faghani"
2022,"statsbomb_event_data",3857270,"2022-11-28","Group Stage","URU","Uruguay","POR","Portugal",FALSE,0,2,"L",11,3,1,1.2167,16,10,2,0,2,0,438,324,74,12,9,,,,"Lusail Stadium",,"Alireza Faghani"
2022,"statsbomb_event_data",3857271,"2022-11-21","Group Stage","ENG","England","IRN","Iran",TRUE,6,2,"W",13,7,3,1.9872,9,17,0,0,8,0,846,746,88.2,7,6,,,,"Sheikh Khalifa International Stadium",,"Raphael Claus"
2022,"statsbomb_event_data",3857271,"2022-11-21","Group Stage","IRN","Iran","ENG","England",FALSE,2,6,"L",8,2,1,1.4557,21,9,2,0,0,0,247,163,66,21,21,,,,"Sheikh Khalifa International Stadium",,"Raphael Claus"
2022,"statsbomb_event_data",3857272,"2022-11-25","Group Stage","ENG","England","USA","United States",TRUE,0,0,"D",8,3,1,0.4606,11,15,0,0,3,0,582,500,85.9,20,7,,,,"Al Bayt Stadium",,"Jesús Valenzuela Sáez"
2022,"statsbomb_event_data",3857272,"2022-11-25","Group Stage","USA","United States","ENG","England",FALSE,0,0,"D",10,1,4,0.5143,16,11,0,0,7,0,456,377,82.7,16,4,,,,"Al Bayt Stadium",,"Jesús Valenzuela Sáez"
2022,"statsbomb_event_data",3857273,"2022-11-25","Group Stage",,"Wales","IRN","Iran",TRUE,0,2,"L",10,3,2,0.6156,9,10,1,1,2,0,559,438,78.4,35,10,,,,"Ahmad bin Ali Stadium",,"Mario Alberto Escobar Toca"
2022,"statsbomb_event_data",3857273,"2022-11-25","Group Stage","IRN","Iran",,"Wales",FALSE,2,0,"W",21,6,10,1.454,10,9,2,0,7,0,363,227,62.5,16,15,,,,"Ahmad bin Ali Stadium",,"Mario Alberto Escobar Toca"
2022,"statsbomb_event_data",3857274,"2022-11-25","Group Stage","NED","Netherlands","ECU","Ecuador",TRUE,1,1,"D",2,1,0,0.1045,16,12,0,0,2,0,552,457,82.8,24,5,,,,"Sheikh Khalifa International Stadium",,"Mustapha Ghorbal"
2022,"statsbomb_event_data",3857274,"2022-11-25","Group Stage","ECU","Ecuador","NED","Netherlands",FALSE,1,1,"D",15,4,6,1.6511,13,14,1,0,5,1,463,359,77.5,18,15,,,,"Sheikh Khalifa International Stadium",,"Mustapha Ghorbal"
2022,"statsbomb_event_data",3857275,"2022-11-30","Group Stage","TUN","Tunisia","FRA","France",TRUE,1,0,"W",5,3,0,0.2983,16,8,1,0,7,0,361,275,76.2,34,13,,,,"Education City Stadium ",,"Matthew Conger"
2022,"statsbomb_event_data",3857275,"2022-11-30","Group Stage","FRA","France","TUN","Tunisia",FALSE,0,1,"L",10,3,4,0.477,8,16,0,0,8,1,661,564,85.3,19,12,,,,"Education City Stadium ",,"Matthew Conger"
2022,"statsbomb_event_data",3857276,"2022-12-01","Group Stage","CAN","Canada","MAR","Morocco",TRUE,1,2,"L",5,0,1,1.0956,16,15,4,0,6,0,562,480,85.4,12,10,,,,"Al Thumama Stadium",,"Raphael Claus"
2022,"statsbomb_event_data",3857276,"2022-12-01","Group Stage","MAR","Morocco","CAN","Canada",FALSE,2,1,"W",7,2,2,0.4264,15,16,0,0,2,1,393,310,78.9,29,13,,,,"Al Thumama Stadium",,"Raphael Claus"
2022,"statsbomb_event_data",3857277,"2022-11-23","Group Stage","MAR","Morocco","CRO","Croatia",TRUE,0,0,"D",8,2,6,0.3626,18,12,1,0,0,0,384,301,78.4,22,15,,,,"Al Bayt Stadium",,"Fernando Andrés Rapallini"
2022,"statsbomb_event_data",3857277,"2022-11-23","Group Stage","CRO","Croatia","MAR","Morocco",FALSE,0,0,"D",5,1,2,0.8499,12,17,0,0,5,0,686,577,84.1,9,12,,,,"Al Bayt Stadium",,"Fernando Andrés Rapallini"
2022,"statsbomb_event_data",3857278,"2022-11-29","Group Stage","IRN","Iran","USA","United States",TRUE,0,1,"L",4,1,0,0.9208,21,11,3,0,1,0,515,402,78.1,11,11,,,,"Al Thumama Stadium",,"Antonio Miguel Mateu Lahoz"
