date,home_team,away_team,home_score,away_score,tournament,neutral,k_factor,elo_home_pre,elo_away_pre
1920-03-28,France,Belgium,2,1,Friendly,FALSE,20,1493.5749,1551.4532
1920-08-28,Spain,Denmark,1,0,Olympic Games,TRUE,50,1500.0000,1665.1453
1920-08-29,France,Italy,3,1,Olympic Games,TRUE,50,1502.3685,1518.6857
1920-08-29,Belgium,Spain,3,1,Olympic Games,FALSE,50,1542.6596,1536.0623
1920-08-31,France,Czechoslovakia,1,4,Olympic Games,TRUE,50,1541.6284,1623.7100
1920-09-01,Spain,Sweden,2,1,Olympic Games,TRUE,50,1509.7198,1546.5742
1920-09-02,Spain,Italy,2,0,Olympic Games,TRUE,50,1537.3618,1496.7523
1920-09-05,Spain,Netherlands,3,1,Olympic Games,TRUE,50,1570.4985,1643.8235
1921-02-20,France,Italy,1,2,Friendly,FALSE,20,1508.0262,1463.6156
1921-03-06,Belgium,France,3,1,Friendly,FALSE,20,1646.7094,1494.0936
1921-11-13,France,Netherlands,0,5,Friendly,FALSE,20,1488.4128,1601.2155
1921-12-18,Spain,Portugal,3,1,Friendly,FALSE,20,1615.7973,1500.0000
1922-01-15,France,Belgium,2,1,Friendly,FALSE,20,1469.1495,1613.6421
1922-04-30,France,Spain,0,4,Friendly,FALSE,20,1480.4231,1622.5188
1922-06-11,Norway,France,7,0,Friendly,FALSE,20,1410.7591,1463.9338
1922-12-17,Portugal,Spain,1,2,Friendly,FALSE,20,1493.2786,1639.0081
1923-01-28,Spain,France,3,0,Friendly,FALSE,20,1647.6994,1444.4480
1923-02-04,Belgium,Spain,1,0,Friendly,FALSE,20,1611.5635,1652.9003
1923-02-25,Belgium,France,4,1,Friendly,FALSE,20,1619.8909,1439.2472
1923-04-02,Netherlands,France,8,1,Friendly,FALSE,20,1581.2102,1433.4433
1923-04-22,France,Switzerland,2,2,Friendly,FALSE,20,1424.7276,1460.7852
1923-05-10,France,England,1,4,Friendly,FALSE,20,1422.9077,1664.7136
1923-10-28,France,Norway,0,2,Friendly,FALSE,20,1412.1785,1424.2330
1923-12-16,Spain,Portugal,3,0,Friendly,FALSE,20,1644.5729,1484.5872
1924-01-13,France,Belgium,2,0,Friendly,FALSE,20,1393.4606,1613.3580
1924-03-09,Italy,Spain,0,0,Friendly,FALSE,20,1500.6391,1650.9755
1924-03-13,Catalonia,Spain,0,7,Friendly,FALSE,20,1458.1917,1649.5368
1924-03-23,Switzerland,France,3,0,Friendly,FALSE,20,1441.2256,1413.4409
1924-05-17,France,England,1,3,Friendly,FALSE,20,1402.1019,1643.3862
1924-05-25,Italy,Spain,1,0,Olympic Games,TRUE,50,1494.8429,1666.2539
1924-05-27,France,Latvia,7,0,Olympic Games,FALSE,50,1392.8863,1497.8541
1924-06-01,France,Uruguay,1,5,Olympic Games,FALSE,50,1449.9405,1705.2126
1924-06-04,France,Hungary,0,1,Friendly,FALSE,20,1422.7228,1621.9007
1924-11-11,Belgium,France,3,0,Friendly,FALSE,20,1515.3913,1415.5023
1924-12-21,Spain,Austria,2,1,Friendly,FALSE,20,1629.8319,1625.9748
1925-03-22,Italy,France,7,0,Friendly,FALSE,20,1547.4387,1407.0893
1925-04-19,France,Austria,0,4,Friendly,FALSE,20,1398.0696,1629.2546
1925-05-21,France,England,2,3,Friendly,FALSE,20,1386.0810,1659.5133
1925-06-01,Switzerland,Spain,0,3,Friendly,FALSE,20,1593.4475,1636.9286
1925-06-14,Spain,Italy,1,0,Friendly,FALSE,20,1657.2506,1556.4583
1925-09-27,Austria,Spain,0,1,Friendly,FALSE,20,1669.0763,1662.0390
1925-10-04,Hungary,Spain,0,1,Friendly,FALSE,20,1612.4087,1675.0259
1926-04-11,France,Belgium,4,3,Friendly,FALSE,20,1380.6957,1497.5091
1926-04-18,France,Portugal,4,2,Friendly,FALSE,20,1391.1792,1487.4229
1926-04-25,France,Switzerland,1,0,Friendly,FALSE,20,1406.0171,1546.1875
1926-05-30,Austria,France,4,1,Friendly,FALSE,20,1680.7889,1417.1681
1926-06-13,France,Yugoslavia,4,1,Friendly,FALSE,20,1413.3265,1405.2423
1926-06-20,Belgium,France,2,2,Friendly,FALSE,20,1500.3682,1425.5514
1926-12-19,Spain,Hungary,4,2,Friendly,FALSE,20,1686.0977,1628.5943
1927-03-16,Portugal,France,4,0,Friendly,FALSE,20,1473.9403,1430.1975
1927-04-17,Spain,Switzerland,1,0,Friendly,FALSE,20,1694.7282,1512.0278
1927-04-24,France,Italy,3,3,Friendly,FALSE,20,1418.7905,1597.3011
1927-05-22,France,Spain,1,4,Friendly,FALSE,20,1421.0126,1698.0121
1927-05-26,France,England,0,6,Friendly,FALSE,20,1411.7290,1660.0043
1927-05-29,Italy,Spain,2,0,Friendly,FALSE,20,1595.0790,1707.2956
1927-06-12,Hungary,France,13,1,Friendly,FALSE,20,1601.7959,1399.0347
1928-01-08,Portugal,Spain,2,2,Friendly,FALSE,20,1478.2929,1691.7684
1928-02-21,France,Northern Ireland,4,0,Friendly,FALSE,20,1390.4699,1409.0220
1928-03-11,Switzerland,France,4,3,Friendly,FALSE,20,1490.5620,1404.9032
1928-04-15,France,Belgium,2,3,Friendly,FALSE,20,1399.7903,1456.5823
1928-04-22,Spain,Italy,1,1,Friendly,FALSE,20,1688.6137,1601.1817
1928-04-29,France,Portugal,1,1,Friendly,FALSE,20,1388.5531,1505.1031
1928-05-13,France,Czechoslovakia,0,2,Friendly,FALSE,20,1389.0290,1713.8909
1928-05-17,France,England,1,5,Friendly,FALSE,20,1382.5758,1583.6235
1928-05-29,Italy,France,4,3,Olympic Games,TRUE,50,1606.1075,1369.1303
1928-05-30,Spain,Mexico,7,1,Olympic Games,TRUE,50,1683.6878,1528.8851
1928-06-01,Italy,Spain,1,1,Olympic Games,TRUE,50,1616.2859,1714.5937
1928-06-04,Italy,Spain,7,1,Olympic Games,TRUE,50,1623.1768,1707.7029
1929-02-24,France,Hungary,3,0,Friendly,FALSE,20,1358.9520,1615.4149
1929-03-17,Spain,Portugal,5,0,Friendly,FALSE,20,1641.9024,1519.7017
1929-03-24,France,Portugal,2,0,Friendly,FALSE,20,1383.8401,1510.9935
1929-04-14,Spain,France,8,1,Friendly,FALSE,20,1650.6106,1400.0100
1929-05-09,France,England,1,4,Friendly,FALSE,20,1394.7313,1622.1696
1929-05-15,Spain,England,4,3,Friendly,FALSE,20,1655.8892,1648.1182
1929-05-19,France,Yugoslavia,1,3,Friendly,FALSE,20,1383.3771,1417.1538
1929-05-26,Belgium,France,4,1,Friendly,FALSE,20,1440.6270,1365.5521
1930-01-01,Spain,Czechoslovakia,1,0,Friendly,FALSE,20,1662.8832,1714.6592
1930-02-23,Portugal,France,2,0,Friendly,FALSE,20,1502.2285,1356.1929
1930-03-23,France,Switzerland,3,3,Friendly,FALSE,20,1350.3356,1366.5628
1930-04-13,France,Belgium,1,6,Friendly,FALSE,20,1347.9701,1449.9863
1930-05-11,France,Czechoslovakia,2,3,Friendly,FALSE,20,1328.0861,1686.8320
1930-05-18,France,Scotland,0,2,Friendly,FALSE,20,1324.4061,1743.5019
1930-05-25,Belgium,France,1,2,Friendly,FALSE,20,1466.4586,1320.2834
1930-06-14,Czechoslovakia,Spain,2,0,Friendly,FALSE,20,1690.5120,1671.5040
1930-06-22,Italy,Spain,2,3,Friendly,FALSE,20,1751.2115,1661.4500
1930-07-13,France,Mexico,4,1,FIFA World Cup,TRUE,60,1336.3811,1443.5508
1930-07-15,Argentina,France,1,0,FIFA World Cup,TRUE,60,1826.0189,1404.5804
1930-07-19,Chile,France,1,0,FIFA World Cup,TRUE,60,1448.2012,1399.7077
1930-08-01,Brazil,France,3,2,Friendly,FALSE,20,1570.4296,1373.8680
1930-11-30,Portugal,Spain,0,1,Friendly,FALSE,20,1499.2966,1676.4265
1930-12-07,France,Belgium,2,2,Friendly,FALSE,20,1370.7973,1384.6834
1931-01-25,Italy,France,5,0,Friendly,FALSE,20,1736.2350,1368.3683
1931-02-15,France,Czechoslovakia,1,2,Friendly,FALSE,20,1365.8334,1705.4271
1931-03-15,France,Germany,1,0,Friendly,FALSE,20,1361.8107,1611.2862
1931-04-19,Spain,Italy,0,0,Friendly,FALSE,20,1684.2423,1747.8456
1931-04-26,Spain,Republic of Ireland,1,1,Friendly,FALSE,20,1683.1986,1540.7536
1931-05-14,France,England,5,2,Friendly,FALSE,20,1375.8657,1703.2911
1931-11-29,France,Netherlands,3,4,Friendly,FALSE,20,1403.4238,1447.3736
1931-12-09,England,Spain,7,1,Friendly,FALSE,20,1704.1198,1677.1688
1931-12-13,Republic of Ireland,Spain,0,5,Friendly,FALSE,20,1546.7834,1663.3554
1932-03-20,Switzerland,France,3,3,Friendly,FALSE,20,1338.6557,1391.8244
1932-04-10,France,Italy,1,2,Friendly,FALSE,20,1393.1642,1752.5849
1932-04-24,Spain,Yugoslavia,2,1,Friendly,FALSE,20,1682.4021,1455.2997
1932-05-01,Belgium,France,5,2,Friendly,FALSE,20,1373.0111,1389.4958
1932-05-08,France,Scotland,1,3,Friendly,FALSE,20,1376.1232,1710.0936
1932-06-05,Yugoslavia,France,2,1,Friendly,FALSE,20,1427.3907,1369.9316
1932-06-09,Bulgaria,France,3,5,Friendly,FALSE,20,1378.8881,1364.1769
1932-06-12,Romania,France,6,3,Friendly,FALSE,20,1539.6040,1383.9569
1933-02-12,France,Austria,0,4,Friendly,FALSE,20,1377.4226,1800.0541
1933-03-19,Germany,France,3,3,Friendly,FALSE,20,1570.3122,1372.3590
1933-03-26,France,Belgium,3,0,Friendly,FALSE,20,1379.3091,1393.3601
1933-04-02,Spain,Portugal,3,0,Friendly,FALSE,20,1685.0431,1504.6242
1933-04-23,France,Spain,1,0,Friendly,FALSE,20,1392.5661,1690.8533
1933-04-30,Yugoslavia,Spain,1,1,Friendly,FALSE,20,1446.8203,1675.6944
1933-05-21,Spain,Bulgaria,13,0,Friendly,FALSE,20,1672.1464,1442.0638
1933-05-25,France,Wales,1,1,Friendly,FALSE,20,1407.7250,1462.0579
1933-06-10,Czechoslovakia,France,4,0,Friendly,FALSE,20,1638.5179,1406.4181
1933-12-06,England,France,4,1,Friendly,FALSE,20,1725.5819,1401.5886
1934-01-21,Belgium,France,2,3,Friendly,FALSE,20,1388.9418,1398.7843
1934-02-02,Catalonia,Spain,0,2,Friendly,FALSE,20,1427.5740,1679.9521
1934-03-11,France,Switzerland,0,1,Friendly,FALSE,20,1411.3225,1414.9522
1934-03-11,Spain,Portugal,9,0,FIFA World Cup qualification,FALSE,40,1688.7651,1498.8141
1934-03-18,Portugal,Spain,1,2,FIFA World Cup qualification,FALSE,40,1482.9596,1704.6197
1934-03-25,France,Czechoslovakia,1,2,Friendly,FALSE,20,1398.6178,1654.9290
1934-04-15,Luxembourg,France,1,6,FIFA World Cup qualification,FALSE,40,1325.5110,1392.8360
1934-05-10,Netherlands,France,4,5,Friendly,FALSE,20,1521.3043,1436.5868
1934-05-27,Austria,France,3,2,FIFA World Cup,TRUE,60,1827.5092,1451.4532
1934-05-27,Brazil,Spain,1,3,FIFA World Cup,TRUE,60,1643.5922,1717.8892
1934-05-31,Italy,Spain,1,1,FIFA World Cup,FALSE,60,1783.3919,1753.4103
1934-06-01,Italy,Spain,1,0,FIFA World Cup,FALSE,60,1772.6642,1764.1379
1934-12-16,France,Yugoslavia,3,2,Friendly,FALSE,20,1445.2756,1475.7017
1935-01-24,Spain,France,2,0,Friendly,FALSE,20,1743.2155,1453.2994
1935-02-17,Italy,France,2,1,Friendly,FALSE,20,1831.9170,1450.4248
1935-03-17,France,Germany,1,3,Friendly,FALSE,20,1449.2473,1717.9783
1935-04-14,Belgium,France,1,1,Friendly,FALSE,20,1322.3291,1441.0086
1935-05-05,Portugal,Spain,3,3,Friendly,FALSE,20,1469.6901,1746.0901
1935-05-12,Germany,Spain,1,2,Friendly,FALSE,20,1735.7191,1741.4085
1935-05-19,France,Hungary,2,0,Friendly,FALSE,20,1440.4715,1669.0940
1935-10-27,Switzerland,France,2,1,Friendly,FALSE,20,1470.2252,1460.7841
1935-11-10,France,Sweden,2,0,Friendly,FALSE,20,1453.8339,1680.7450
1936-01-12,France,Netherlands,1,6,Friendly,FALSE,20,1474.0817,1525.0883
1936-01-19,Spain,Austria,4,5,Friendly,FALSE,20,1754.0582,1703.2919
1936-02-09,France,Czechoslovakia,0,3,Friendly,FALSE,20,1451.2800,1720.2133
1936-02-23,Spain,Germany,1,2,Friendly,FALSE,20,1739.9721,1719.4712
1936-03-08,France,Belgium,3,0,Friendly,FALSE,20,1441.6763,1324.1804
1936-05-03,Switzerland,Spain,0,2,Friendly,FALSE,20,1473.6570,1726.6365
1936-12-13,France,Yugoslavia,1,0,Friendly,FALSE,20,1449.4586,1542.2630
1937-01-24,France,Austria,1,2,Friendly,FALSE,20,1459.2516,1710.1740
1937-02-21,Belgium,France,3,1,Friendly,FALSE,20,1337.0625,1453.3414
1937-03-21,Germany,France,4,0,Friendly,FALSE,20,1700.0860,1437.6391
1937-05-23,France,Republic of Ireland,0,2,Friendly,FALSE,20,1433.4982,1518.0162
1937-10-10,France,Switzerland,2,1,Friendly,FALSE,20,1417.8302,1416.7826
1937-10-31,Netherlands,France,2,3,Friendly,FALSE,20,1547.4275,1425.0011
1937-11-28,Spain,Portugal,1,2,Friendly,FALSE,20,1735.4280,1459.8863
1937-12-05,France,Italy,0,0,Friendly,FALSE,20,1440.6515,1863.2802
1938-01-30,France,Belgium,5,3,Friendly,FALSE,20,1447.9509,1352.2736
1938-01-30,Portugal,Spain,1,0,Friendly,FALSE,20,1504.7765,1717.4927
1938-03-24,France,Bulgaria,6,1,Friendly,FALSE,20,1455.2956,1409.9465
1938-05-26,France,England,2,4,Friendly,FALSE,20,1467.3848,1738.1839
1938-06-05,France,Belgium,3,1,FIFA World Cup,FALSE,60,1459.2171,1391.2796
1938-06-12,France,Italy,1,3,FIFA World Cup,FALSE,60,1484.0151,1867.4395
1938-12-04,Italy,France,1,0,Friendly,FALSE,20,1932.7940,1469.2891
1939-01-22,France,Poland,4,0,Friendly,FALSE,20,1468.5381,1480.5564
1939-03-16,France,Hungary,2,2,Friendly,FALSE,20,1482.6390,1750.3025
1939-05-18,Belgium,France,1,3,Friendly,FALSE,20,1358.5428,1487.1220
1939-05-20,France,Wales,2,1,Friendly,FALSE,20,1500.8909,1585.7512
1940-01-28,France,Portugal,3,2,Friendly,FALSE,20,1510.4555,1477.6430
1941-01-12,Portugal,Spain,2,2,Friendly,FALSE,20,1471.2898,1704.3576
1941-03-16,Spain,Portugal,5,1,Friendly,FALSE,20,1700.7045,1474.9429
1941-12-28,Spain,Switzerland,3,2,Friendly,FALSE,20,1705.6897,1565.8412
1942-03-08,France,Switzerland,0,2,Friendly,FALSE,20,1516.8087,1561.1967
1942-03-15,Spain,France,4,0,Friendly,FALSE,20,1709.7077,1499.4281
1942-04-12,Germany,Spain,1,1,Friendly,FALSE,20,1695.4722,1715.0908
1942-04-19,Italy,Spain,4,0,Friendly,FALSE,20,1886.6667,1717.3640
1944-12-24,France,Belgium,3,1,Friendly,FALSE,20,1494.0449,1367.9764
1945-03-11,Portugal,Spain,2,2,Friendly,FALSE,20,1487.0481,1710.7995
1945-04-08,Switzerland,France,1,0,Friendly,FALSE,20,1556.5866,1500.4630
1945-05-06,Spain,Portugal,4,2,Friendly,FALSE,20,1707.3810,1490.4666
1945-05-26,England,France,2,2,Friendly,FALSE,20,1749.7061,1494.6768
1945-12-06,Austria,France,4,1,Friendly,FALSE,20,1672.3635,1502.3830
1945-12-15,Belgium,France,2,1,Friendly,FALSE,20,1343.9480,1496.2758
1946-04-07,France,Czechoslovakia,3,0,Friendly,FALSE,20,1484.7810,1694.5287
1946-04-14,Portugal,France,2,1,Friendly,FALSE,20,1480.9734,1507.6321
1946-05-05,France,Austria,3,1,Friendly,FALSE,20,1499.7122,1686.7487
1946-05-19,France,England,2,1,Friendly,FALSE,20,1518.3932,1713.0685
1946-06-23,Spain,Republic of Ireland,0,1,Friendly,FALSE,20,1711.5485,1530.4192
1947-01-26,Portugal,Spain,4,1,Friendly,FALSE,20,1501.4163,1694.8573
1947-03-02,Republic of Ireland,Spain,3,2,Friendly,FALSE,20,1538.9958,1672.7610
1947-03-23,France,Portugal,1,0,Friendly,FALSE,20,1531.0527,1523.5126
1947-05-03,England,France,3,0,Friendly,FALSE,20,1733.5879,1538.0526
1947-05-26,France,Netherlands,4,0,Friendly,FALSE,20,1532.6520,1504.5920
1947-06-01,France,Belgium,4,2,Friendly,FALSE,20,1544.7878,1369.6768
1947-06-08,Switzerland,France,1,2,Friendly,FALSE,20,1592.7166,1549.8961
1947-10-19,Catalonia,Spain,3,1,Friendly,FALSE,20,1431.9028,1661.7922
1947-11-23,Portugal,France,2,4,Friendly,FALSE,20,1517.4317,1563.7900
1948-03-21,Spain,Portugal,2,0,Friendly,FALSE,20,1641.4319,1500.1340
1948-04-04,France,Italy,1,3,Friendly,FALSE,20,1581.0876,1874.9821
1948-05-23,France,Scotland,3,0,Friendly,FALSE,20,1573.6858,1612.7549
1948-05-30,Spain,Republic of Ireland,2,1,Friendly,FALSE,20,1647.4188,1517.2311
1948-06-06,Belgium,France,4,2,Friendly,FALSE,20,1357.6773,1588.1479
1948-06-12,Czechoslovakia,France,0,4,Friendly,FALSE,20,1640.1379,1567.7657
1948-06-20,Switzerland,Spain,3,3,Friendly,FALSE,20,1559.9571,1651.6183
1948-10-17,France,Belgium,3,3,Friendly,FALSE,20,1595.1231,1378.0596
1949-01-02,Spain,Belgium,1,1,Friendly,FALSE,20,1651.8583,1386.4377
1949-03-20,Portugal,Spain,1,1,Friendly,FALSE,20,1503.9165,1644.0334
1949-03-27,Spain,Italy,1,3,Friendly,FALSE,20,1642.8838,1856.6840
1949-04-23,Netherlands,France,4,1,Friendly,FALSE,20,1518.6183,1587.8995
1949-04-27,Scotland,France,2,0,Friendly,FALSE,20,1669.9842,1571.9427
1949-05-22,France,England,1,3,Friendly,FALSE,20,1564.6732,1787.4668
1949-06-04,France,Switzerland,4,2,Friendly,FALSE,20,1554.7644,1561.6616
1949-06-12,Republic of Ireland,Spain,1,4,Friendly,FALSE,20,1479.1280,1632.6285
1949-06-19,France,Spain,1,5,Friendly,FALSE,20,1565.8383,1647.4548
1949-10-09,Yugoslavia,France,1,1,FIFA World Cup qualification,FALSE,40,1644.6240,1546.0972
1949-10-30,France,Yugoslavia,1,1,FIFA World Cup qualification,FALSE,40,1556.4250,1634.2962
1949-11-13,France,Czechoslovakia,1,0,Friendly,FALSE,20,1555.1529,1589.5502
1949-12-11,France,Yugoslavia,2,3,FIFA World Cup qualification,TRUE,40,1563.2868,1613.5716
1950-04-02,Spain,Portugal,5,1,FIFA World Cup qualification,FALSE,40,1667.1960,1506.2877
1950-04-09,Portugal,Spain,2,2,FIFA World Cup qualification,FALSE,40,1492.6271,1680.8566
1950-05-27,France,Scotland,0,1,Friendly,FALSE,20,1546.1614,1702.8511
1950-06-04,Belgium,France,4,1,Friendly,FALSE,20,1480.9204,1537.7787
1950-06-25,Spain,United States,3,1,FIFA World Cup,TRUE,60,1675.8841,1441.2751
1950-06-29,Chile,Spain,0,2,FIFA World Cup,TRUE,60,1485.4493,1694.4048
1950-07-02,England,Spain,0,1,FIFA World Cup,TRUE,60,1799.9250,1715.1921
1950-07-09,Spain,Uruguay,2,2,FIFA World Cup,TRUE,60,1752.3668,1620.4828
1950-07-13,Brazil,Spain,6,1,FIFA World Cup,FALSE,60,1863.2382,1741.4962
1950-07-16,Spain,Sweden,1,3,FIFA World Cup,TRUE,60,1715.3176,1681.8898
1950-11-01,France,Belgium,3,3,Friendly,FALSE,20,1522.4406,1496.2585
1950-12-10,France,Netherlands,5,2,Friendly,FALSE,20,1518.9605,1462.7364
1951-02-06,France,Yugoslavia,2,1,Friendly,FALSE,20,1529.0823,1717.9978
1951-02-18,Spain,Switzerland,6,3,Friendly,FALSE,20,1666.0013,1582.3547
1951-05-12,Northern Ireland,France,2,2,Friendly,FALSE,20,1369.7102,1541.5871
1951-05-16,Scotland,France,1,0,Friendly,FALSE,20,1744.1268,1539.5473
1951-06-03,Italy,France,4,1,Friendly,FALSE,20,1837.0535,1536.5947
1951-06-10,Belgium,Spain,3,3,Friendly,FALSE,20,1491.8337,1675.0262
1951-06-17,Sweden,Spain,0,0,Friendly,FALSE,20,1727.7835,1672.6765
1951-10-03,England,France,2,2,Friendly,FALSE,20,1766.8086,1533.4205
1951-10-14,Switzerland,France,1,2,Friendly,FALSE,20,1549.6194,1540.8613
1951-11-01,France,Austria,2,2,Friendly,FALSE,20,1553.8932,1731.2707
1952-03-26,France,Sweden,0,1,Friendly,FALSE,20,1556.0842,1645.4411
1952-04-20,France,Portugal,3,0,Friendly,FALSE,20,1545.7780,1475.0388
1952-05-22,Belgium,France,1,2,Friendly,FALSE,20,1520.4882,1555.3094
1952-06-01,Spain,Republic of Ireland,6,0,Friendly,FALSE,20,1676.8661,1469.5920
1952-06-08,Turkey,Spain,0,0,Friendly,FALSE,20,1473.1175,1683.0579
1952-10-05,France,Germany,3,1,Friendly,FALSE,20,1567.1637,1755.5640
1952-10-19,Austria,France,1,2,Friendly,FALSE,20,1717.0362,1585.9000
1952-11-11,France,Northern Ireland,3,1,Friendly,FALSE,20,1601.7185,1376.2959
1952-11-16,Republic of Ireland,France,1,1,Friendly,FALSE,20,1463.4002,1605.7134
1952-12-07,Spain,Argentina,0,1,Friendly,FALSE,20,1679.9951,1918.1613
1952-12-25,France,Belgium,0,1,Friendly,FALSE,20,1604.5015,1509.6623
1952-12-28,Spain,Germany,2,2,Friendly,FALSE,20,1673.7747,1750.1253
1953-03-19,Spain,Belgium,3,1,Friendly,FALSE,20,1673.0951,1524.7479
1953-05-14,France,Wales,6,1,Friendly,FALSE,20,1589.4159,1552.9998
1953-06-11,Sweden,France,1,0,Friendly,FALSE,20,1660.6686,1601.9432
1953-07-05,Argentina,Spain,1,0,Friendly,FALSE,20,1927.6871,1678.8899
1953-07-12,Chile,Spain,1,2,Friendly,FALSE,20,1579.1516,1676.5222
1953-08-09,Catalonia,Spain,0,6,Friendly,FALSE,20,1452.2631,1686.5979
1953-09-20,Luxembourg,France,1,6,FIFA World Cup qualification,FALSE,40,1262.6816,1596.2184
1953-10-04,Republic of Ireland,France,3,5,FIFA World Cup qualification,FALSE,40,1490.3963,1612.7621
1953-10-18,Yugoslavia,France,3,1,Friendly,FALSE,20,1766.7367,1640.8335
1953-11-08,Spain,Sweden,2,2,Friendly,FALSE,20,1700.0180,1623.4294
1953-11-11,France,Switzerland,2,4,Friendly,FALSE,20,1634.4106,1487.5580
1953-11-25,France,Republic of Ireland,1,0,FIFA World Cup qualification,FALSE,40,1610.2457,1472.7813
1953-12-17,France,Luxembourg,8,0,FIFA World Cup qualification,FALSE,40,1618.3702,1235.6814
1954-01-06,Spain,Turkey,4,1,FIFA World Cup qualification,FALSE,40,1695.3321,1495.3840
1954-03-14,Turkey,Spain,1,0,FIFA World Cup qualification,FALSE,40,1484.8127,1705.9034
1954-03-17,Turkey,Spain,2,2,FIFA World Cup qualification,TRUE,40,1511.5141,1679.2020
1954-04-11,France,Italy,1,3,Friendly,FALSE,20,1623.9270,1771.0568
1954-05-30,Belgium,France,3,3,Friendly,FALSE,20,1604.8013,1610.9494
1954-06-16,France,Yugoslavia,0,1,FIFA World Cup,TRUE,60,1613.5868,1768.1949
1954-06-19,France,Mexico,3,2,FIFA World Cup,TRUE,60,1596.1202,1591.8319
1954-10-16,Germany,France,1,3,Friendly,FALSE,20,1905.3273,1625.7499
1954-11-11,France,Belgium,2,2,Friendly,FALSE,20,1652.7168,1609.7346
1955-03-17,Spain,France,1,2,Friendly,FALSE,20,1670.2348,1648.8191
1955-04-03,France,Sweden,2,0,Friendly,FALSE,20,1662.1781,1656.1949
1955-05-15,France,England,1,0,Friendly,FALSE,20,1672.7392,1798.1357
1955-05-18,Spain,England,1,1,Friendly,FALSE,20,1656.8758,1787.4060
1955-06-19,Switzerland,Spain,0,3,Friendly,FALSE,20,1530.7536,1657.7523
1955-10-09,Switzerland,France,1,2,Friendly,FALSE,20,1523.5415,1683.4689
1955-10-23,Russia,France,2,2,Friendly,FALSE,20,1545.5594,1691.7610
1955-11-11,France,Yugoslavia,1,1,Friendly,FALSE,20,1690.4389,1798.5791
1955-11-27,Republic of Ireland,Spain,2,2,Friendly,FALSE,20,1500.6483,1673.8951
