date,home_team,away_team,home_score,away_score,tournament,neutral,k_factor,elo_home_pre,elo_away_pre
1955-11-30,England,Spain,4,1,Friendly,FALSE,20,1754.9607,1671.8176
1955-12-25,Belgium,France,2,1,Friendly,FALSE,20,1553.4610,1690.6732
1956-02-15,Italy,France,2,0,Friendly,FALSE,20,1714.9262,1679.6062
1956-03-25,France,Austria,3,1,Friendly,FALSE,20,1670.1699,1754.1873
1956-06-03,Portugal,Spain,3,1,Friendly,FALSE,20,1497.3317,1662.7733
1956-10-07,France,Hungary,1,2,Friendly,FALSE,20,1684.4804,1936.9421
1956-10-21,France,Russia,2,1,Friendly,FALSE,20,1678.6070,1607.7193
1956-11-11,France,Belgium,6,3,FIFA World Cup qualification,FALSE,40,1684.0502,1531.9704
1957-01-30,Spain,Netherlands,5,1,Friendly,FALSE,20,1644.9809,1508.5275
1957-03-10,Spain,Switzerland,2,2,FIFA World Cup qualification,FALSE,40,1652.6330,1525.2328
1957-03-31,Belgium,Spain,0,5,Friendly,FALSE,20,1513.3720,1641.1390
1957-05-08,Scotland,Spain,4,2,FIFA World Cup qualification,FALSE,40,1637.9406,1659.5440
1957-05-26,Spain,Scotland,4,1,FIFA World Cup qualification,FALSE,40,1636.2007,1700.8869
1957-06-02,France,Iceland,8,0,FIFA World Cup qualification,FALSE,40,1697.3386,1413.7706
1957-09-01,Iceland,France,1,5,FIFA World Cup qualification,FALSE,40,1346.5255,1706.7469
1957-10-06,Hungary,France,2,0,Friendly,FALSE,20,1903.2856,1720.4517
1957-10-27,Belgium,France,0,0,FIFA World Cup qualification,FALSE,40,1550.4724,1715.5291
1957-11-24,Switzerland,Spain,1,4,FIFA World Cup qualification,FALSE,40,1501.6107,1667.6555
1957-11-27,England,France,4,0,Friendly,FALSE,20,1807.9532,1711.8273
1957-12-25,France,Bulgaria,2,2,Friendly,FALSE,20,1702.6642,1523.0634
1958-03-13,France,Spain,2,2,Friendly,FALSE,20,1695.9974,1696.0813
1958-03-19,Germany,Spain,2,0,Friendly,FALSE,20,1749.3399,1698.8803
1958-04-13,Spain,Portugal,1,0,Friendly,FALSE,20,1689.9984,1505.9746
1958-04-16,France,Switzerland,0,0,Friendly,FALSE,20,1693.1983,1473.1850
1958-06-08,France,Paraguay,7,3,FIFA World Cup,TRUE,60,1685.9342,1609.5183
1958-06-11,France,Yugoslavia,2,3,FIFA World Cup,TRUE,60,1730.0082,1749.4511
1958-06-15,France,Scotland,2,1,FIFA World Cup,TRUE,60,1701.6853,1621.1697
1958-06-19,France,Northern Ireland,4,0,FIFA World Cup,TRUE,60,1724.8548,1604.6070
1958-06-24,Brazil,France,5,2,FIFA World Cup,TRUE,60,1905.8945,1762.3785
1958-06-28,France,Germany,6,3,FIFA World Cup,TRUE,60,1730.4101,1768.8147
1958-10-01,France,Greece,7,1,UEFA Euro qualification,FALSE,40,1788.6898,1339.0792
1958-10-05,Austria,France,1,2,Friendly,FALSE,20,1654.9850,1792.1365
1958-10-15,Spain,Northern Ireland,6,2,Friendly,FALSE,20,1693.2614,1571.0622
1958-10-26,France,Germany,2,2,Friendly,FALSE,20,1801.0713,1705.7927
1958-11-09,France,Italy,2,2,Friendly,FALSE,20,1795.9763,1647.8817
1958-12-03,Greece,France,1,1,UEFA Euro qualification,FALSE,40,1335.6324,1789.8440
1959-02-28,Italy,Spain,1,1,Friendly,FALSE,20,1651.5783,1701.4254
1959-03-01,France,Belgium,2,2,Friendly,FALSE,20,1774.4507,1507.8348
1959-06-28,Poland,Spain,2,4,UEFA Euro qualification,FALSE,40,1470.2446,1702.8590
1959-10-11,Bulgaria,France,1,0,Friendly,FALSE,20,1537.3475,1766.6125
1959-10-14,Spain,Poland,3,0,UEFA Euro qualification,FALSE,40,1721.9337,1440.4523
1959-11-11,France,Portugal,5,3,Friendly,FALSE,20,1753.0547,1543.3752
1959-11-22,Spain,Austria,6,3,Friendly,FALSE,20,1728.9415,1693.2088
1959-12-13,France,Austria,5,2,UEFA Euro qualification,FALSE,40,1757.3739,1682.2177
1959-12-17,France,Spain,4,3,Friendly,FALSE,20,1776.0861,1739.9326
1960-02-28,Belgium,France,1,0,Friendly,FALSE,20,1489.6781,1782.3563
1960-03-13,Spain,Italy,3,1,Friendly,FALSE,20,1733.6624,1655.1908
1960-03-16,France,Chile,6,0,Friendly,FALSE,20,1767.3169,1612.2216
1960-03-27,Austria,France,2,4,UEFA Euro qualification,FALSE,40,1663.5056,1775.2720
1960-05-15,Spain,England,3,0,Friendly,FALSE,20,1741.5702,1725.7475
1960-07-06,France,Yugoslavia,4,5,UEFA Euro,FALSE,50,1804.2564,1755.1818
1960-07-09,France,Czechoslovakia,0,2,UEFA Euro,FALSE,50,1769.1427,1681.3550
1960-07-10,Peru,Spain,1,3,Friendly,FALSE,20,1636.2987,1753.4433
1960-07-14,Chile,Spain,0,4,Friendly,FALSE,20,1569.6195,1767.7037
1960-07-17,Chile,Spain,1,4,Friendly,FALSE,20,1556.0265,1781.2967
1960-07-24,Argentina,Spain,2,0,Friendly,FALSE,20,1833.8518,1792.7468
1960-09-25,Finland,France,1,2,FIFA World Cup qualification,FALSE,40,1132.9227,1713.1416
1960-09-28,Poland,France,2,2,Friendly,FALSE,20,1468.3283,1715.5128
1960-10-12,Switzerland,France,6,2,Friendly,FALSE,20,1448.1088,1711.5130
1960-10-26,England,Spain,4,2,Friendly,FALSE,20,1735.5464,1783.5246
1960-10-30,Austria,Spain,3,0,Friendly,FALSE,20,1662.2922,1770.7539
1960-10-30,Sweden,France,1,0,Friendly,FALSE,20,1743.6895,1684.5420
1960-12-11,France,Bulgaria,3,0,FIFA World Cup qualification,FALSE,40,1678.8270,1568.8188
1961-03-15,France,Belgium,1,1,Friendly,FALSE,20,1694.9197,1456.3034
1961-04-02,Spain,France,2,0,Friendly,FALSE,20,1752.8278,1687.4124
1961-04-19,Wales,Spain,1,2,FIFA World Cup qualification,FALSE,40,1636.0489,1761.1810
1961-05-18,Spain,Wales,1,1,FIFA World Cup qualification,FALSE,40,1779.7368,1617.4931
1961-06-11,Spain,Argentina,2,0,Friendly,FALSE,20,1766.9768,1867.3597
1961-09-28,France,Finland,5,1,FIFA World Cup qualification,FALSE,40,1679.0592,1158.5949
1961-10-18,Belgium,France,3,0,Friendly,FALSE,20,1430.9677,1681.1097
1961-11-12,Bulgaria,France,1,0,FIFA World Cup qualification,FALSE,40,1563.7121,1656.4852
1961-11-12,Morocco,Spain,0,1,FIFA World Cup qualification,FALSE,40,1522.9816,1781.9933
1961-11-23,Spain,Morocco,3,2,FIFA World Cup qualification,FALSE,40,1793.4296,1511.5453
1961-12-10,France,Spain,1,1,Friendly,FALSE,20,1636.9012,1797.4257
1961-12-16,Bulgaria,France,1,0,FIFA World Cup qualification,TRUE,40,1583.2961,1638.6258
1962-04-11,France,Poland,1,3,Friendly,FALSE,20,1615.4674,1503.9547
1962-05-05,Italy,France,2,1,Friendly,FALSE,20,1702.7886,1592.3184
1962-05-31,Czechoslovakia,Spain,1,0,FIFA World Cup,TRUE,60,1803.2674,1795.7011
1962-06-03,Mexico,Spain,0,1,FIFA World Cup,TRUE,60,1658.6483,1766.3543
1962-06-06,Brazil,Spain,2,1,FIFA World Cup,TRUE,60,1959.3134,1787.3411
1962-10-03,England,France,1,1,UEFA Euro qualification,FALSE,40,1759.2239,1587.7299
1962-10-24,Germany,France,2,2,Friendly,FALSE,20,1785.1316,1600.8004
1962-11-01,Spain,Romania,6,0,UEFA Euro qualification,FALSE,40,1771.0858,1532.8287
1962-11-11,France,Hungary,2,3,Friendly,FALSE,20,1607.5422,1825.1646
1962-11-25,Romania,Spain,3,1,UEFA Euro qualification,FALSE,40,1522.2153,1781.6992
1962-12-02,Belgium,Spain,1,1,Friendly,FALSE,20,1516.7269,1738.8203
1963-01-09,Spain,France,0,0,Friendly,FALSE,20,1735.4441,1600.8040
1963-02-27,France,England,5,2,UEFA Euro qualification,FALSE,40,1606.6888,1768.2555
1963-04-12,France,Gambia,5,1,African Friendship Games,TRUE,30,1647.8268,1488.5319
1963-04-14,France,Gabon,3,0,African Friendship Games,TRUE,30,1663.8904,1482.6834
1963-04-16,France,Burkina Faso,1,0,African Friendship Games,TRUE,30,1677.5693,1469.0464
1963-04-17,Netherlands,France,1,0,Friendly,FALSE,20,1533.5681,1684.5116
1963-04-18,Senegal,France,2,0,African Friendship Games,FALSE,30,1543.6208,1673.0558
1963-04-20,France,Madagascar,4,1,African Friendship Games,TRUE,30,1648.6541,1533.7632
1963-04-28,France,Brazil,2,3,Friendly,FALSE,20,1666.5268,1791.6076
1963-05-30,Spain,Northern Ireland,1,1,UEFA Euro qualification,FALSE,40,1729.5592,1453.3124
1963-06-13,Spain,Scotland,2,6,Friendly,FALSE,20,1713.6736,1716.0871
1963-09-29,Bulgaria,France,1,0,UEFA Euro qualification,FALSE,40,1574.0579,1657.2475
1963-10-26,France,Bulgaria,3,1,UEFA Euro qualification,FALSE,40,1638.2144,1593.0910
1963-10-30,Northern Ireland,Spain,0,1,UEFA Euro qualification,FALSE,40,1491.0294,1689.7914
1963-11-11,France,Switzerland,2,2,Friendly,FALSE,20,1656.3647,1429.9226
1963-12-01,Spain,Belgium,1,2,Friendly,FALSE,20,1704.2545,1553.0099
1963-12-25,France,Belgium,1,2,Friendly,FALSE,20,1649.0144,1569.1984
1964-03-11,Spain,Republic of Ireland,5,1,UEFA Euro qualification,FALSE,40,1688.0660,1552.8578
1964-04-08,Republic of Ireland,Spain,0,2,UEFA Euro qualification,FALSE,40,1537.4661,1703.4577
1964-04-25,France,Hungary,1,3,UEFA Euro qualification,FALSE,40,1634.2563,1806.6569
1964-05-23,Hungary,France,2,1,UEFA Euro qualification,FALSE,40,1817.6868,1610.4190
1964-06-17,Spain,Hungary,2,1,UEFA Euro,FALSE,50,1727.8271,1823.5146
1964-06-21,Spain,Russia,2,1,UEFA Euro,FALSE,50,1752.5168,1885.8779
1964-10-04,Luxembourg,France,0,2,FIFA World Cup qualification,FALSE,40,1292.8476,1604.5912
1964-11-11,France,Norway,1,0,FIFA World Cup qualification,FALSE,40,1618.2791,1411.2746
1964-11-15,Portugal,Spain,2,1,Friendly,FALSE,20,1516.9010,1779.9100
1964-12-02,Belgium,France,3,0,Friendly,FALSE,20,1561.9872,1624.1144
1965-03-24,France,Austria,1,2,Friendly,FALSE,20,1608.5145,1650.6197
1965-04-18,Yugoslavia,France,1,0,FIFA World Cup qualification,FALSE,40,1754.4566,1596.8634
1965-05-05,Republic of Ireland,Spain,1,0,FIFA World Cup qualification,FALSE,40,1500.2287,1765.5346
1965-05-08,Scotland,Spain,0,0,Friendly,FALSE,20,1736.3973,1736.6773
1965-06-03,France,Argentina,0,0,Friendly,FALSE,20,1589.4634,1813.7095
1965-09-15,Norway,France,0,1,FIFA World Cup qualification,FALSE,40,1443.8442,1592.8944
1965-10-09,France,Yugoslavia,1,0,FIFA World Cup qualification,FALSE,40,1610.0895,1717.0009
1965-10-27,Spain,Republic of Ireland,4,1,FIFA World Cup qualification,FALSE,40,1739.4712,1529.0860
1965-11-06,France,Luxembourg,4,1,FIFA World Cup qualification,FALSE,40,1630.4873,1231.3862
1965-11-10,Republic of Ireland,Spain,0,1,FIFA World Cup qualification,TRUE,40,1519.0427,1749.5145
1965-12-08,Spain,England,0,2,Friendly,FALSE,20,1757.9027,1777.2320
1966-03-19,France,Italy,0,0,Friendly,FALSE,20,1634.2324,1784.7656
1966-04-20,France,Belgium,0,3,Friendly,FALSE,20,1635.6767,1614.3137
1966-06-05,Russia,France,3,3,Friendly,FALSE,20,1870.1468,1612.3008
1966-06-23,Spain,Uruguay,1,1,Friendly,FALSE,20,1739.4811,1719.3529
1966-07-13,Argentina,Spain,2,1,FIFA World Cup,TRUE,60,1821.9390,1736.1550
1966-07-13,France,Mexico,1,1,FIFA World Cup,TRUE,60,1620.0397,1782.5203
1966-07-15,France,Uruguay,1,2,FIFA World Cup,TRUE,60,1633.1289,1723.5324
1966-07-15,Spain,Switzerland,2,1,FIFA World Cup,TRUE,60,1713.4153,1491.8482
1966-07-20,England,France,2,0,FIFA World Cup,FALSE,60,1846.1466,1610.7634
1966-07-20,Germany,Spain,2,1,FIFA World Cup,TRUE,60,1826.9381,1726.5149
1966-09-28,Hungary,France,4,2,Friendly,FALSE,20,1806.0816,1599.3620
1966-10-22,France,Poland,2,1,UEFA Euro qualification,FALSE,40,1594.9794,1545.4106
1966-10-23,Republic of Ireland,Spain,0,0,UEFA Euro qualification,FALSE,40,1511.6839,1704.9525
1966-11-11,Belgium,France,2,1,UEFA Euro qualification,FALSE,40,1619.1636,1606.8647
1966-11-26,Luxembourg,France,0,3,UEFA Euro qualification,FALSE,40,1221.2170,1593.1131
1966-12-07,Spain,Republic of Ireland,2,0,UEFA Euro qualification,FALSE,40,1699.7089,1530.9223
1967-02-01,Turkey,Spain,0,0,UEFA Euro qualification,FALSE,40,1500.1282,1710.2378
1967-02-28,France,Corsica,0,2,Friendly,FALSE,20,1605.2166,1500.0000
1967-03-22,France,Romania,1,2,Friendly,FALSE,20,1582.2610,1650.3761
1967-05-24,England,Spain,2,0,Friendly,FALSE,20,1910.4225,1704.1034
1967-05-31,Spain,Turkey,2,0,UEFA Euro qualification,FALSE,40,1699.7121,1521.4178
1967-06-03,France,Russia,2,4,Friendly,FALSE,20,1571.3459,1858.1968
1967-09-17,Poland,France,1,4,UEFA Euro qualification,FALSE,40,1550.2199,1563.7157
1967-09-27,Germany,France,5,1,Friendly,FALSE,20,1872.4097,1607.2543
1967-10-01,Czechoslovakia,Spain,1,0,UEFA Euro qualification,FALSE,40,1771.1823,1709.7743
1967-10-22,Spain,Czechoslovakia,2,1,UEFA Euro qualification,FALSE,40,1698.4504,1782.5063
1967-10-28,France,Belgium,1,1,UEFA Euro qualification,FALSE,40,1603.1704,1569.7095
1967-12-23,France,Luxembourg,3,1,UEFA Euro qualification,FALSE,40,1595.8446,1205.5425
1968-02-28,Spain,Sweden,3,1,Friendly,FALSE,20,1717.5332,1602.4788
1968-04-03,England,Spain,1,0,UEFA Euro qualification,FALSE,40,1919.2640,1724.2770
1968-04-06,France,Yugoslavia,1,1,UEFA Euro qualification,FALSE,40,1599.2122,1699.7139
1968-04-24,Yugoslavia,France,5,1,UEFA Euro qualification,FALSE,40,1699.6850,1599.2410
1968-05-02,Sweden,Spain,1,1,Friendly,FALSE,20,1595.7350,1718.0883
1968-05-08,Spain,England,1,2,UEFA Euro qualification,FALSE,40,1717.4458,1925.4526
1968-09-25,France,Germany,1,1,Friendly,FALSE,20,1581.2570,1867.2701
1968-10-17,France,Spain,1,3,Friendly,FALSE,20,1586.1519,1703.4704
1968-10-27,Yugoslavia,Spain,0,0,FIFA World Cup qualification,FALSE,40,1684.4096,1717.7233
1968-11-06,France,Norway,0,1,FIFA World Cup qualification,FALSE,40,1571.8990,1411.1489
1968-12-11,Spain,Belgium,1,1,FIFA World Cup qualification,FALSE,40,1721.5156,1646.2005
1969-02-12,France,Hungary,2,2,Friendly,FALSE,20,1539.1901,1847.2888
1969-02-23,Belgium,Spain,2,1,FIFA World Cup qualification,FALSE,40,1655.5150,1712.2011
1969-03-12,England,France,5,0,Friendly,FALSE,20,1905.8646,1544.5531
1969-03-26,Spain,Switzerland,1,0,Friendly,FALSE,20,1694.6816,1522.8958
1969-04-23,Spain,Mexico,0,0,Friendly,FALSE,20,1698.1416,1714.9693
1969-04-30,France,Romania,1,0,Friendly,FALSE,20,1541.9271,1633.6672
1969-04-30,Spain,Yugoslavia,2,1,FIFA World Cup qualification,FALSE,40,1695.7924,1693.9689
1969-06-25,Finland,Spain,2,0,FIFA World Cup qualification,FALSE,40,1226.2929,1710.0932
1969-09-10,Norway,France,1,3,FIFA World Cup qualification,FALSE,40,1407.8508,1551.6895
1969-10-15,Spain,Finland,6,0,FIFA World Cup qualification,FALSE,40,1656.0282,1285.0862
1969-10-15,Sweden,France,2,0,FIFA World Cup qualification,FALSE,40,1715.5068,1577.9241
1969-11-01,France,Sweden,3,0,FIFA World Cup qualification,FALSE,40,1565.7440,1727.6869
1970-02-11,Spain,Germany,2,0,Friendly,FALSE,20,1661.3262,1875.2075
1970-02-21,Spain,Italy,2,2,Friendly,FALSE,20,1681.0740,1859.3721
1970-04-08,France,Bulgaria,1,1,Friendly,FALSE,20,1606.9187,1672.2186
1970-04-22,Switzerland,Spain,0,1,Friendly,FALSE,20,1511.6816,1683.2902
1970-04-28,France,Romania,2,0,Friendly,FALSE,20,1605.9232,1664.4252
1970-05-03,Switzerland,France,2,1,Friendly,FALSE,20,1503.7140,1619.1401
1970-09-05,France,Czechoslovakia,3,0,Friendly,FALSE,20,1608.6964,1712.2895
1970-10-07,Austria,France,1,0,Friendly,FALSE,20,1593.6805,1626.3774
1970-10-28,Spain,Greece,2,1,Friendly,FALSE,20,1691.2578,1568.0676
1970-11-11,France,Norway,3,1,UEFA Euro qualification,FALSE,40,1618.2906,1424.1906
1970-11-11,Spain,Northern Ireland,3,0,UEFA Euro qualification,FALSE,40,1695.5926,1562.1157
1970-11-15,Belgium,France,1,2,Friendly,FALSE,20,1630.2425,1627.6137
1971-01-08,Argentina,France,3,4,Friendly,FALSE,20,1711.2630,1640.4846
1971-01-13,Argentina,France,2,0,Friendly,FALSE,20,1696.7086,1655.0390
1971-02-20,Italy,Spain,1,2,Friendly,FALSE,20,1891.9011,1710.0723
1971-03-17,Spain,France,2,2,Friendly,FALSE,20,1726.7746,1645.8375
1971-04-24,Hungary,France,1,1,UEFA Euro qualification,FALSE,40,1794.4488,1650.6205
1971-05-09,Cyprus,Spain,0,2,UEFA Euro qualification,FALSE,40,1285.6192,1721.9916
1971-05-30,Russia,Spain,2,1,UEFA Euro qualification,FALSE,40,1847.1195,1729.5548
1971-09-08,Norway,France,1,3,UEFA Euro qualification,FALSE,40,1401.0233,1662.7306
1971-10-09,France,Hungary,0,2,UEFA Euro qualification,FALSE,40,1679.6956,1764.3402
1971-10-27,Spain,Russia,0,0,UEFA Euro qualification,FALSE,40,1720.6634,1857.6054
1971-11-10,France,Bulgaria,2,1,UEFA Euro qualification,FALSE,40,1648.3706,1661.2065
1971-11-24,Spain,Cyprus,7,0,UEFA Euro qualification,FALSE,40,1722.7820,1268.5563
1971-12-04,Bulgaria,France,2,1,UEFA Euro qualification,FALSE,40,1640.1289,1663.4557
1972-01-12,Spain,Hungary,1,0,Friendly,FALSE,20,1726.3396,1806.8729
1972-02-16,Northern Ireland,Spain,1,1,UEFA Euro qualification,TRUE,40,1606.2947,1735.7799
1972-04-08,Romania,France,2,0,Friendly,FALSE,20,1700.5720,1647.7991
1972-04-12,Greece,Spain,0,0,Friendly,FALSE,20,1500.3890,1728.6531
1972-05-23,Spain,Uruguay,2,0,Friendly,FALSE,20,1725.1204,1690.8869
1972-06-18,Colombia,France,2,3,Brazil Independence Cup,TRUE,30,1344.1284,1639.0002
1972-06-25,Argentina,France,0,0,Brazil Independence Cup,TRUE,30,1760.7934,1643.6443
1972-09-02,Greece,France,1,3,Friendly,FALSE,20,1514.1222,1648.5187
1972-10-11,Spain,Argentina,1,0,Friendly,FALSE,20,1734.5972,1739.8069
1972-10-13,France,Russia,1,0,FIFA World Cup qualification,FALSE,40,1662.0385,1811.9758
1972-10-19,Spain,Yugoslavia,2,2,FIFA World Cup qualification,FALSE,40,1741.9347,1763.9470
1972-11-15,Republic of Ireland,France,2,1,FIFA World Cup qualification,FALSE,40,1414.2096,1684.8935
1973-01-17,Greece,Spain,2,3,FIFA World Cup qualification,FALSE,40,1496.3042,1737.5192
1973-02-21,Spain,Greece,3,1,FIFA World Cup qualification,FALSE,40,1749.8102,1487.0766
1973-03-03,France,Portugal,1,2,Friendly,FALSE,20,1655.7890,1761.0020
1973-05-02,Netherlands,Spain,3,2,Friendly,FALSE,20,1681.5947,1756.4259
1973-05-19,France,Republic of Ireland,1,1,FIFA World Cup qualification,FALSE,40,1645.9391,1434.3580
1973-05-26,Russia,France,2,0,FIFA World Cup qualification,TRUE,40,1799.6753,1631.6443
1973-09-08,France,Greece,3,1,Friendly,FALSE,20,1615.1188,1480.4608
1973-10-13,Germany,France,2,1,Friendly,FALSE,20,1986.0161,1621.2909
1973-10-17,Turkey,Spain,0,0,Friendly,FALSE,20,1515.8330,1747.1491
1973-10-21,Yugoslavia,Spain,0,0,FIFA World Cup qualification,FALSE,40,1798.7532,1743.5397
1973-11-21,France,Denmark,3,0,Friendly,FALSE,20,1620.0019,1464.0462
1973-11-24,Germany,Spain,2,1,Friendly,FALSE,20,1981.3445,1751.9241
1974-02-13,Yugoslavia,Spain,1,0,FIFA World Cup qualification,TRUE,40,1803.7948,1749.3135
1974-02-23,Spain,Germany,1,0,Friendly,FALSE,20,1732.4242,1983.9551
1974-03-23,France,Romania,1,0,Friendly,FALSE,20,1626.5268,1695.6847
1974-04-27,Czechoslovakia,France,3,3,Friendly,FALSE,20,1691.6419,1635.6414
1974-05-18,France,Argentina,0,1,Friendly,FALSE,20,1639.8522,1779.9350
1974-09-07,Poland,France,0,2,Friendly,FALSE,20,1903.5549,1631.0008
1974-09-25,Denmark,Spain,1,2,UEFA Euro qualification,FALSE,40,1470.1064,1746.5286
1974-10-12,Argentina,Spain,1,1,Friendly,FALSE,20,1725.2224,1757.1643
1974-10-12,Belgium,France,2,1,UEFA Euro qualification,FALSE,40,1764.9262,1657.8557
1974-11-16,France,German DR,2,2,UEFA Euro qualification,FALSE,40,1648.5396,1790.7094
1974-11-20,Scotland,Spain,1,2,UEFA Euro qualification,FALSE,40,1774.4666,1759.0985
1975-02-05,Spain,Scotland,1,1,UEFA Euro qualification,FALSE,40,1785.5058,1748.0593
1975-03-26,France,Hungary,2,0,Friendly,FALSE,20,1650.9552,1699.2603
1975-04-17,Spain,Romania,1,1,UEFA Euro qualification,FALSE,40,1777.9822,1701.2065
1975-04-26,France,Portugal,0,2,Friendly,FALSE,20,1663.7397,1714.7125
1975-05-25,Iceland,France,0,0,UEFA Euro qualification,FALSE,40,1243.2149,1646.6370
1975-09-03,France,Iceland,3,0,UEFA Euro qualification,FALSE,40,1632.5758,1316.8954
1975-10-12,German DR,France,2,1,UEFA Euro qualification,FALSE,40,1782.8385,1638.4362
1975-10-12,Spain,Denmark,2,0,UEFA Euro qualification,FALSE,40,1768.6020,1468.4529
1975-11-15,France,Belgium,0,0,UEFA Euro qualification,FALSE,40,1630.5672,1766.9224
1975-11-16,Romania,Spain,2,2,UEFA Euro qualification,FALSE,40,1705.7922,1774.0523
1976-03-27,France,Czechoslovakia,2,2,Friendly,FALSE,20,1632.6524,1772.7044
1976-04-24,France,Poland,2,0,Friendly,FALSE,20,1633.8001,1884.9516
1976-04-24,Spain,Germany,1,1,UEFA Euro qualification,FALSE,40,1775.8743,1971.8042
1976-05-22,Germany,Spain,2,0,UEFA Euro qualification,FALSE,40,1966.4183,1781.2603
1976-05-22,Hungary,France,1,0,Friendly,FALSE,20,1726.6760,1654.9431
1976-09-01,Denmark,France,1,1,Friendly,FALSE,20,1519.3373,1649.5192
1976-10-09,Bulgaria,France,2,2,FIFA World Cup qualification,FALSE,40,1696.5210,1648.6527
1976-10-10,Spain,Yugoslavia,1,0,FIFA World Cup qualification,FALSE,40,1771.5247,1750.7063
1976-11-17,France,Republic of Ireland,2,0,FIFA World Cup qualification,FALSE,40,1656.6854,1597.5428
1977-02-02,France,Romania,2,0,Friendly,FALSE,20,1673.8306,1704.9674
1977-02-09,Republic of Ireland,Spain,0,1,Friendly,FALSE,20,1580.3976,1784.8372
1977-02-23,France,Germany,1,0,Friendly,FALSE,20,1685.8959,2007.3380
1977-03-27,Spain,Hungary,1,1,Friendly,FALSE,20,1791.9186,1754.5351
1977-03-30,Republic of Ireland,France,1,0,FIFA World Cup qualification,FALSE,40,1573.3162,1701.5269
1977-04-16,Romania,Spain,1,0,FIFA World Cup qualification,FALSE,40,1706.8450,1788.1583
1977-04-23,Switzerland,France,0,4,Friendly,FALSE,20,1477.7490,1679.9065
1977-06-26,Argentina,France,0,0,Friendly,FALSE,20,1809.9116,1693.2970
1977-06-30,Brazil,France,2,2,Friendly,FALSE,20,1948.2605,1698.8323
1977-09-21,Switzerland,Spain,1,2,Friendly,FALSE,20,1482.9350,1769.2330
1977-10-08,France,Russia,0,0,Friendly,FALSE,20,1706.4723,1781.3924
1977-10-26,Spain,Romania,2,0,FIFA World Cup qualification,FALSE,40,1774.3319,1785.1942
1977-11-16,France,Bulgaria,3,1,FIFA World Cup qualification,FALSE,40,1705.7517,1664.3125
1977-11-30,Yugoslavia,Spain,0,1,FIFA World Cup qualification,FALSE,40,1714.0172,1796.7996
1978-01-25,Spain,Italy,2,1,Friendly,FALSE,20,1817.7900,1835.7265
1978-02-08,Italy,France,2,2,Friendly,FALSE,20,1828.0455,1724.1716
1978-03-08,France,Portugal,2,0,Friendly,FALSE,20,1729.4474,1734.4020
1978-03-29,Spain,Norway,3,0,Friendly,FALSE,20,1825.4710,1369.3176
1978-04-01,France,Brazil,1,0,Friendly,FALSE,20,1740.4434,1952.9916
1978-04-26,Spain,Mexico,2,0,Friendly,FALSE,20,1826.8398,1737.7276
1978-05-11,France,Iran,2,1,Friendly,FALSE,20,1753.5740,1790.5847
1978-05-19,France,Tunisia,2,0,Friendly,FALSE,20,1761.7807,1722.8468
1978-05-24,Uruguay,Spain,0,0,Friendly,FALSE,20,1576.8781,1834.3962
1978-06-02,France,Italy,1,2,FIFA World Cup,TRUE,60,1771.0829,1817.0880
1978-06-03,Austria,Spain,2,1,FIFA World Cup,TRUE,60,1738.0753,1830.1495
1978-06-06,Argentina,France,2,1,FIFA World Cup,FALSE,60,1834.7508,1745.0323
1978-06-07,Brazil,Spain,0,0,FIFA World Cup,TRUE,60,1940.7697,1792.3802
1978-06-10,France,Hungary,3,1,FIFA World Cup,TRUE,60,1729.9590,1736.7865
1978-06-11,Spain,Sweden,1,0,FIFA World Cup,TRUE,60,1804.4670,1674.0477
1978-09-01,France,Sweden,2,2,UEFA Euro qualification,FALSE,40,1775.8432,1641.5811
1978-10-04,Yugoslavia,Spain,1,2,UEFA Euro qualification,FALSE,40,1704.4225,1823.7065
1978-10-07,Luxembourg,France,1,3,UEFA Euro qualification,FALSE,40,1125.0553,1764.0877
1978-11-08,France,Spain,1,0,Friendly,FALSE,20,1766.6669,1842.5975
1978-11-15,Spain,Romania,1,0,UEFA Euro qualification,FALSE,40,1833.2892,1734.4903
1978-12-13,Spain,Cyprus,5,0,UEFA Euro qualification,FALSE,40,1842.9499,1179.5034
1978-12-21,Italy,Spain,1,0,Friendly,FALSE,20,1872.6418,1843.9252
1979-02-25,France,Luxembourg,3,0,UEFA Euro qualification,FALSE,40,1775.9752,1122.4761
1979-03-14,Czechoslovakia,Spain,1,0,Friendly,FALSE,20,1782.5624,1837.4693
1979-04-04,Czechoslovakia,France,2,0,UEFA Euro qualification,FALSE,40,1791.2718,1776.8783
1979-04-04,Romania,Spain,2,2,UEFA Euro qualification,FALSE,40,1722.3971,1828.7599
1979-05-02,United States,France,0,6,Friendly,FALSE,20,1405.5245,1756.4137
1979-09-05,Sweden,France,1,3,UEFA Euro qualification,FALSE,40,1596.4456,1764.5265
1979-09-26,Spain,Portugal,1,1,Friendly,FALSE,20,1828.3937,1769.7599
1979-10-10,France,United States,3,0,Friendly,FALSE,20,1788.7221,1413.1487
1979-10-10,Spain,Yugoslavia,0,1,UEFA Euro qualification,FALSE,40,1824.1207,1732.2986
1979-11-14,Spain,Denmark,1,3,Friendly,FALSE,20,1794.0788,1523.9452
1979-11-17,France,Czechoslovakia,2,1,UEFA Euro qualification,FALSE,40,1790.8497,1806.1042
1979-12-09,Cyprus,Spain,1,3,UEFA Euro qualification,FALSE,40,1183.5689,1767.2633
