date,team,side,opponent,rest_days
2003-10-11,Spain,away,Armenia,31
2003-10-11,France,home,Israel,31
2003-10-11,Israel,away,France,31
2003-11-15,Germany,home,France,35
2003-11-15,France,away,Germany,35
2003-11-15,Spain,home,Norway,35
2003-11-15,Norway,away,Spain,35
2003-11-19,Norway,home,Spain,4
2003-11-19,Spain,away,Norway,4
2004-02-18,Belgium,home,France,130
2004-02-18,France,away,Belgium,95
2004-02-18,Spain,home,Peru,91
2004-02-18,Peru,away,Spain,91
2004-03-31,Netherlands,home,France,42
2004-03-31,France,away,Netherlands,42
2004-03-31,Spain,home,Denmark,42
2004-03-31,Denmark,away,Spain,136
2004-04-28,Italy,home,Spain,28
2004-04-28,Spain,away,Italy,28
2004-05-20,France,home,Brazil,50
2004-05-20,Brazil,away,France,22
2004-05-28,France,home,Andorra,8
2004-05-28,Andorra,away,France,44
2004-06-05,Spain,home,Andorra,38
2004-06-05,Andorra,away,Spain,8
2004-06-06,France,home,Ukraine,9
2004-06-06,Ukraine,away,France,39
2004-06-12,Spain,home,Russia,7
2004-06-12,Russia,away,Spain,18
2004-06-13,France,home,England,7
2004-06-13,England,away,France,8
2004-06-16,Greece,home,Spain,4
2004-06-16,Spain,away,Greece,4
2004-06-17,Croatia,home,France,4
2004-06-17,France,away,Croatia,4
2004-06-20,Portugal,home,Spain,4
2004-06-20,Spain,away,Portugal,4
2004-06-21,Switzerland,home,France,4
2004-06-21,France,away,Switzerland,4
2004-06-25,France,home,Greece,4
2004-06-25,Greece,away,France,5
2004-08-18,France,home,Bosnia and Herzegovina,54
2004-08-18,Bosnia and Herzegovina,away,France,112
2004-08-18,Spain,home,Venezuela,59
2004-08-18,Venezuela,away,Spain,37
2004-09-03,Spain,home,Scotland,16
2004-09-03,Scotland,away,Spain,16
2004-09-04,France,home,Israel,17
2004-09-04,Israel,away,France,17
2004-09-08,Bosnia and Herzegovina,home,Spain,21
2004-09-08,Spain,away,Bosnia and Herzegovina,5
2004-09-08,Faroe Islands,home,France,4
2004-09-08,France,away,Faroe Islands,4
2004-10-09,France,home,Republic of Ireland,31
2004-10-09,Republic of Ireland,away,France,31
2004-10-09,Spain,home,Belgium,31
2004-10-09,Belgium,away,Spain,35
2004-10-13,Cyprus,home,France,4
2004-10-13,France,away,Cyprus,4
2004-10-13,Lithuania,home,Spain,35
2004-10-13,Spain,away,Lithuania,4
2004-11-17,France,home,Poland,35
2004-11-17,Poland,away,France,35
2004-11-17,Spain,home,England,35
2004-11-17,England,away,Spain,35
2005-02-09,France,home,Sweden,84
2005-02-09,Sweden,away,France,14
2005-02-09,Spain,home,San Marino,84
2005-02-09,San Marino,away,Spain,84
2005-03-26,France,home,Switzerland,45
2005-03-26,Switzerland,away,France,45
2005-03-26,Spain,home,China,45
2005-03-26,China,away,Spain,129
2005-03-30,Israel,home,France,4
2005-03-30,France,away,Israel,4
2005-03-30,Serbia,home,Spain,49
2005-03-30,Spain,away,Serbia,4
2005-05-31,France,home,Hungary,62
2005-05-31,Hungary,away,France,62
2005-06-04,Spain,home,Lithuania,66
2005-06-04,Lithuania,away,Spain,14
2005-06-08,Spain,home,Bosnia and Herzegovina,4
2005-06-08,Bosnia and Herzegovina,away,Spain,4
2005-08-17,France,home,Ivory Coast,78
2005-08-17,Ivory Coast,away,France,59
2005-08-17,Spain,home,Uruguay,70
2005-08-17,Uruguay,away,Spain,71
2005-09-03,France,home,Faroe Islands,17
2005-09-03,Faroe Islands,away,France,17
2005-09-03,Spain,home,Canada,17
2005-09-03,Canada,away,Spain,53
2005-09-07,Republic of Ireland,home,France,21
2005-09-07,France,away,Republic of Ireland,4
2005-09-07,Spain,home,Serbia,4
2005-09-07,Serbia,away,Spain,4
2005-10-08,Belgium,home,Spain,31
2005-10-08,Spain,away,Belgium,31
2005-10-08,Switzerland,home,France,31
2005-10-08,France,away,Switzerland,31
2005-10-12,France,home,Cyprus,4
2005-10-12,Cyprus,away,France,4
2005-10-12,San Marino,home,Spain,4
2005-10-12,Spain,away,San Marino,4
2005-11-09,France,home,Costa Rica,28
2005-11-09,Costa Rica,away,France,28
2005-11-12,France,home,Germany,3
2005-11-12,Germany,away,France,31
2005-11-12,Spain,home,Slovakia,31
2005-11-12,Slovakia,away,Spain,31
2005-11-16,Slovakia,home,Spain,4
2005-11-16,Spain,away,Slovakia,4
2006-03-01,France,home,Slovakia,109
2006-03-01,Slovakia,away,France,105
2006-03-01,Spain,home,Ivory Coast,105
2006-03-01,Ivory Coast,away,Spain,19
2006-05-27,France,home,Mexico,87
2006-05-27,Mexico,away,France,15
2006-05-27,Spain,home,Russia,87
2006-05-27,Russia,away,Spain,87
2006-05-31,France,home,Denmark,4
2006-05-31,Denmark,away,France,4
2006-06-03,Spain,home,Egypt,7
2006-06-03,Egypt,away,Spain,113
2006-06-07,France,home,China,7
2006-06-07,China,away,France,4
2006-06-07,Spain,home,Croatia,4
2006-06-07,Croatia,away,Spain,4
2006-06-13,France,home,Switzerland,6
2006-06-13,Switzerland,away,France,10
2006-06-14,Spain,home,Ukraine,7
2006-06-14,Ukraine,away,Spain,6
2006-06-18,France,home,South Korea,5
2006-06-18,South Korea,away,France,5
2006-06-19,Spain,home,Tunisia,5
2006-06-19,Tunisia,away,Spain,5
2006-06-23,Saudi Arabia,home,Spain,4
2006-06-23,Spain,away,Saudi Arabia,4
2006-06-23,Togo,home,France,4
2006-06-23,France,away,Togo,5
2006-06-27,Spain,home,France,4
2006-06-27,France,away,Spain,4
2006-07-01,Brazil,home,France,4
2006-07-01,France,away,Brazil,4
2006-07-05,Portugal,home,France,4
2006-07-05,France,away,Portugal,4
2006-07-09,Italy,home,France,5
2006-07-09,France,away,Italy,4
2006-08-15,Iceland,home,Spain,168
2006-08-15,Spain,away,Iceland,49
2006-08-16,Bosnia and Herzegovina,home,France,77
2006-08-16,France,away,Bosnia and Herzegovina,38
2006-09-02,Georgia,home,France,17
2006-09-02,France,away,Georgia,17
2006-09-02,Spain,home,Liechtenstein,18
2006-09-02,Liechtenstein,away,Spain,17
2006-09-06,France,home,Italy,4
2006-09-06,Italy,away,France,4
2006-09-06,Northern Ireland,home,Spain,4
2006-09-06,Spain,away,Northern Ireland,4
2006-10-07,Scotland,home,France,31
2006-10-07,France,away,Scotland,31
2006-10-07,Sweden,home,Spain,31
2006-10-07,Spain,away,Sweden,31
2006-10-11,France,home,Faroe Islands,4
2006-10-11,Faroe Islands,away,France,4
2006-10-11,Spain,home,Argentina,4
2006-10-11,Argentina,away,Spain,38
2006-11-15,France,home,Greece,35
2006-11-15,Greece,away,France,35
2006-11-15,Spain,home,Romania,35
2006-11-15,Romania,away,Spain,39
2007-02-07,England,home,Spain,84
2007-02-07,Spain,away,England,84
2007-02-07,France,home,Argentina,84
2007-02-07,Argentina,away,France,119
2007-03-24,Lithuania,home,France,46
2007-03-24,France,away,Lithuania,45
2007-03-24,Spain,home,Denmark,45
2007-03-24,Denmark,away,Spain,46
2007-03-28,France,home,Austria,4
2007-03-28,Austria,away,France,4
2007-03-28,Spain,home,Iceland,4
2007-03-28,Iceland,away,Spain,168
2007-06-02,France,home,Ukraine,66
2007-06-02,Ukraine,away,France,66
2007-06-02,Latvia,home,Spain,66
2007-06-02,Spain,away,Latvia,66
2007-06-06,France,home,Georgia,4
2007-06-06,Georgia,away,France,4
2007-06-06,Liechtenstein,home,Spain,4
2007-06-06,Spain,away,Liechtenstein,4
2007-08-22,Greece,home,Spain,77
2007-08-22,Spain,away,Greece,77
2007-08-22,Slovakia,home,France,77
2007-08-22,France,away,Slovakia,77
2007-09-08,Iceland,home,Spain,17
2007-09-08,Spain,away,Iceland,17
2007-09-08,Italy,home,France,17
2007-09-08,France,away,Italy,17
2007-09-12,France,home,Scotland,4
2007-09-12,Scotland,away,France,4
2007-09-12,Spain,home,Latvia,4
2007-09-12,Latvia,away,Spain,4
2007-10-13,Denmark,home,Spain,31
2007-10-13,Spain,away,Denmark,31
2007-10-13,Faroe Islands,home,France,31
2007-10-13,France,away,Faroe Islands,31
2007-10-17,Finland,home,Spain,4
2007-10-17,Spain,away,Finland,4
2007-10-17,France,home,Lithuania,4
2007-10-17,Lithuania,away,France,35
2007-11-16,France,home,Morocco,30
2007-11-16,Morocco,away,France,30
2007-11-17,Spain,home,Sweden,31
2007-11-17,Sweden,away,Spain,31
2007-11-21,Spain,home,Northern Ireland,4
2007-11-21,Northern Ireland,away,Spain,4
2007-11-21,Ukraine,home,France,4
2007-11-21,France,away,Ukraine,5
2008-02-06,Spain,home,France,77
2008-02-06,France,away,Spain,77
2008-03-26,France,home,England,49
2008-03-26,England,away,France,49
2008-03-26,Spain,home,Italy,49
2008-03-26,Italy,away,Spain,49
2008-05-27,France,home,Ecuador,62
2008-05-27,Ecuador,away,France,62
2008-05-31,France,home,Paraguay,4
2008-05-31,Paraguay,away,France,4
2008-05-31,Spain,home,Peru,66
2008-05-31,Peru,away,Spain,66
2008-06-03,France,home,Colombia,3
2008-06-03,Colombia,away,France,5
2008-06-04,Spain,home,United States,4
2008-06-04,United States,away,Spain,7
2008-06-09,Romania,home,France,9
2008-06-09,France,away,Romania,6
2008-06-10,Spain,home,Russia,6
2008-06-10,Russia,away,Spain,6
2008-06-13,Netherlands,home,France,4
2008-06-13,France,away,Netherlands,4
2008-06-14,Sweden,home,Spain,4
2008-06-14,Spain,away,Sweden,4
2008-06-17,France,home,Italy,4
2008-06-17,Italy,away,France,4
2008-06-18,Greece,home,Spain,4
2008-06-18,Spain,away,Greece,4
2008-06-22,Spain,home,Italy,4
2008-06-22,Italy,away,Spain,5
2008-06-26,Russia,home,Spain,5
2008-06-26,Spain,away,Russia,4
2008-06-29,Germany,home,Spain,4
2008-06-29,Spain,away,Germany,3
2008-08-20,Denmark,home,Spain,80
2008-08-20,Spain,away,Denmark,52
2008-08-20,Sweden,home,France,63
2008-08-20,France,away,Sweden,64
2008-09-06,Austria,home,France,17
2008-09-06,France,away,Austria,17
2008-09-06,Spain,home,Bosnia and Herzegovina,17
2008-09-06,Bosnia and Herzegovina,away,Spain,17
2008-09-10,France,home,Serbia,4
2008-09-10,Serbia,away,France,4
2008-09-10,Spain,home,Armenia,4
2008-09-10,Armenia,away,Spain,4
2008-10-11,Estonia,home,Spain,31
2008-10-11,Spain,away,Estonia,31
2008-10-11,Romania,home,France,31
2008-10-11,France,away,Romania,31
2008-10-14,France,home,Tunisia,3
2008-10-14,Tunisia,away,France,3
2008-10-15,Belgium,home,Spain,4
2008-10-15,Spain,away,Belgium,4
2008-11-19,France,home,Uruguay,36
2008-11-19,Uruguay,away,France,36
2008-11-19,Spain,home,Chile,35
2008-11-19,Chile,away,Spain,35
2009-02-11,France,home,Argentina,84
2009-02-11,Argentina,away,France,84
2009-02-11,Spain,home,England,84
2009-02-11,England,away,Spain,84
2009-03-28,Lithuania,home,France,45
2009-03-28,France,away,Lithuania,45
2009-03-28,Spain,home,Turkey,45
2009-03-28,Turkey,away,Spain,45
2009-04-01,France,home,Lithuania,4
2009-04-01,Lithuania,away,France,4
2009-04-01,Turkey,home,Spain,4
2009-04-01,Spain,away,Turkey,4
2009-06-02,France,home,Nigeria,62
2009-06-02,Nigeria,away,France,4
2009-06-05,France,home,Turkey,3
2009-06-05,Turkey,away,France,3
2009-06-09,Azerbaijan,home,Spain,3
2009-06-09,Spain,away,Azerbaijan,69
2009-06-14,New Zealand,home,Spain,4
2009-06-14,Spain,away,New Zealand,5
2009-06-17,Spain,home,Iraq,3
2009-06-17,Iraq,away,Spain,3
2009-06-20,South Africa,home,Spain,3
2009-06-20,Spain,away,South Africa,3
2009-06-24,Spain,home,United States,4
2009-06-24,United States,away,Spain,3
2009-06-28,South Africa,home,Spain,3
2009-06-28,Spain,away,South Africa,4
2009-08-12,Faroe Islands,home,France,63
2009-08-12,France,away,Faroe Islands,68
2009-08-12,North Macedonia,home,Spain,63
2009-08-12,Spain,away,North Macedonia,45
2009-09-05,France,home,Romania,24
2009-09-05,Romania,away,France,24
2009-09-05,Spain,home,Belgium,24
2009-09-05,Belgium,away,Spain,24
2009-09-09,Serbia,home,France,28
2009-09-09,France,away,Serbia,4
2009-09-09,Spain,home,Estonia,4
2009-09-09,Estonia,away,Spain,4
2009-10-10,Armenia,home,Spain,31
2009-10-10,Spain,away,Armenia,31
2009-10-10,France,home,Faroe Islands,31
2009-10-10,Faroe Islands,away,France,31
2009-10-14,Bosnia and Herzegovina,home,Spain,4
2009-10-14,Spain,away,Bosnia and Herzegovina,4
2009-10-14,France,home,Austria,4
2009-10-14,Austria,away,France,4
2009-11-14,Republic of Ireland,home,France,31
2009-11-14,France,away,Republic of Ireland,31
2009-11-14,Spain,home,Argentina,31
2009-11-14,Argentina,away,Spain,31
2009-11-18,Austria,home,Spain,35
2009-11-18,Spain,away,Austria,4
2009-11-18,France,home,Republic of Ireland,4
2009-11-18,Republic of Ireland,away,France,4
2010-03-03,France,home,Spain,105
2010-03-03,Spain,away,France,105
2010-05-26,France,home,Costa Rica,84
2010-05-26,Costa Rica,away,France,120
2010-05-29,Spain,home,Saudi Arabia,87
2010-05-29,Saudi Arabia,away,Spain,4
2010-05-30,Tunisia,home,France,129
2010-05-30,France,away,Tunisia,4
2010-06-03,Spain,home,South Korea,5
2010-06-03,South Korea,away,Spain,4
2010-06-04,France,home,China,5
2010-06-04,China,away,France,93
2010-06-08,Spain,home,Poland,5
2010-06-08,Poland,away,Spain,6
2010-06-11,Uruguay,home,France,16
2010-06-11,France,away,Uruguay,7
2010-06-16,Spain,home,Switzerland,8
2010-06-16,Switzerland,away,Spain,11
2010-06-17,France,home,Mexico,6
2010-06-17,Mexico,away,France,6
2010-06-21,Spain,home,Honduras,5
2010-06-21,Honduras,away,Spain,5
2010-06-22,South Africa,home,France,6
2010-06-22,France,away,South Africa,5
2010-06-25,Chile,home,Spain,4
2010-06-25,Spain,away,Chile,4
2010-06-29,Spain,home,Portugal,4
2010-06-29,Portugal,away,Spain,4
2010-07-03,Paraguay,home,Spain,4
2010-07-03,Spain,away,Paraguay,4
2010-07-07,Germany,home,Spain,4
2010-07-07,Spain,away,Germany,4
2010-07-11,Netherlands,home,Spain,5
2010-07-11,Spain,away,Netherlands,4
2010-08-11,Mexico,home,Spain,45
2010-08-11,Spain,away,Mexico,31
2010-08-11,Norway,home,France,70
2010-08-11,France,away,Norway,50
2010-09-03,France,home,Belarus,23
2010-09-03,Belarus,away,France,23
2010-09-03,Liechtenstein,home,Spain,23
2010-09-03,Spain,away,Liechtenstein,23
2010-09-07,Argentina,home,Spain,27
2010-09-07,Spain,away,Argentina,4
2010-09-07,Bosnia and Herzegovina,home,France,4
2010-09-07,France,away,Bosnia and Herzegovina,4
2010-10-08,Spain,home,Lithuania,31
2010-10-08,Lithuania,away,Spain,31
2010-10-09,France,home,Romania,32
2010-10-09,Romania,away,France,32
2010-10-12,France,home,Luxembourg,3
2010-10-12,Luxembourg,away,France,4
2010-10-12,Scotland,home,Spain,4
2010-10-12,Spain,away,Scotland,4
2010-11-17,England,home,France,36
2010-11-17,France,away,England,36
2010-11-17,Portugal,home,Spain,36
2010-11-17,Spain,away,Portugal,36
2011-02-09,France,home,Brazil,84
2011-02-09,Brazil,away,France,84
2011-02-09,Spain,home,Colombia,84
2011-02-09,Colombia,away,Spain,84
2011-03-25,Luxembourg,home,France,44
2011-03-25,France,away,Luxembourg,44
2011-03-25,Spain,home,Czech Republic,44
2011-03-25,Czech Republic,away,Spain,44
2011-03-29,France,home,Croatia,4
2011-03-29,Croatia,away,France,3
2011-03-29,Lithuania,home,Spain,4
2011-03-29,Spain,away,Lithuania,4
2011-06-03,Belarus,home,France,66
2011-06-03,France,away,Belarus,66
2011-06-04,United States,home,Spain,67
2011-06-04,Spain,away,United States,67
2011-06-06,Ukraine,home,France,5
2011-06-06,France,away,Ukraine,3
2011-06-07,Venezuela,home,Spain,6
2011-06-07,Spain,away,Venezuela,3
2011-06-09,Poland,home,France,4
2011-06-09,France,away,Poland,3
2011-08-10,France,home,Chile,62
2011-08-10,Chile,away,France,24
2011-08-10,Italy,home,Spain,64
2011-08-10,Spain,away,Italy,64
2011-09-02,Albania,home,France,23
2011-09-02,France,away,Albania,23
2011-09-02,Spain,home,Chile,23
2011-09-02,Chile,away,Spain,23
2011-09-06,Romania,home,France,4
2011-09-06,France,away,Romania,4
2011-09-06,Spain,home,Liechtenstein,4
2011-09-06,Liechtenstein,away,Spain,4
2011-10-07,Czech Republic,home,Spain,31
2011-10-07,Spain,away,Czech Republic,31
2011-10-07,France,home,Albania,31
2011-10-07,Albania,away,France,31
2011-10-11,France,home,Bosnia and Herzegovina,4
2011-10-11,Bosnia and Herzegovina,away,France,4
2011-10-11,Spain,home,Scotland,4
2011-10-11,Scotland,away,Spain,3
2011-11-11,France,home,United States,31
2011-11-11,United States,away,France,31
2011-11-12,England,home,Spain,36
2011-11-12,Spain,away,England,32
2011-11-15,Costa Rica,home,Spain,4
2011-11-15,Spain,away,Costa Rica,3
2011-11-15,France,home,Belgium,4
2011-11-15,Belgium,away,France,4
2012-02-29,Germany,home,France,106
2012-02-29,France,away,Germany,106
2012-02-29,Spain,home,Venezuela,106
2012-02-29,Venezuela,away,Spain,35
2012-05-26,Spain,home,Serbia,87
2012-05-26,Serbia,away,Spain,87
2012-05-27,France,home,Iceland,88
2012-05-27,Iceland,away,France,88
2012-05-30,Spain,home,South Korea,4
2012-05-30,South Korea,away,Spain,91
2012-05-31,France,home,Serbia,4
2012-05-31,Serbia,away,France,5
2012-06-03,Spain,home,China,4
2012-06-03,China,away,Spain,95
2012-06-05,France,home,Estonia,5
2012-06-05,Estonia,away,France,2
2012-06-10,Spain,home,Italy,7
2012-06-10,Italy,away,Spain,9
2012-06-11,France,home,England,6
2012-06-11,England,away,France,9
2012-06-14,Spain,home,Republic of Ireland,4
2012-06-14,Republic of Ireland,away,Spain,4
2012-06-15,Ukraine,home,France,4
2012-06-15,France,away,Ukraine,4
2012-06-18,Croatia,home,Spain,4
2012-06-18,Spain,away,Croatia,4
2012-06-19,Sweden,home,France,4
2012-06-19,France,away,Sweden,4
2012-06-23,Spain,home,France,5
2012-06-23,France,away,Spain,4
2012-06-27,Portugal,home,Spain,6
2012-06-27,Spain,away,Portugal,4
2012-07-01,Spain,home,Italy,4
2012-07-01,Italy,away,Spain,3
2012-08-15,France,home,Uruguay,53
2012-08-15,Uruguay,away,France,66
2012-08-15,Puerto Rico,home,Spain,73
2012-08-15,Spain,away,Puerto Rico,45
2012-09-07,Finland,home,France,23
2012-09-07,France,away,Finland,23
2012-09-07,Spain,home,Saudi Arabia,23
2012-09-07,Saudi Arabia,away,Spain,64
2012-09-11,France,home,Belarus,4
2012-09-11,Belarus,away,France,4
2012-09-11,Georgia,home,Spain,4
2012-09-11,Spain,away,Georgia,4
2012-10-12,Belarus,home,Spain,31
2012-10-12,Spain,away,Belarus,31
2012-10-12,France,home,Japan,31
2012-10-12,Japan,away,France,31
2012-10-16,Spain,home,France,4
2012-10-16,France,away,Spain,4
2012-11-14,Italy,home,France,29
2012-11-14,France,away,Italy,29
2012-11-14,Panama,home,Spain,29
2012-11-14,Spain,away,Panama,29
2013-02-06,France,home,Germany,84
2013-02-06,Germany,away,France,84
2013-02-06,Spain,home,Uruguay,84
2013-02-06,Uruguay,away,Spain,84
2013-03-22,France,home,Georgia,44
2013-03-22,Georgia,away,France,44
2013-03-22,Spain,home,Finland,44
2013-03-22,Finland,away,Spain,44
2013-03-26,France,home,Spain,4
2013-03-26,Spain,away,France,4
2013-06-05,Uruguay,home,France,71
2013-06-05,France,away,Uruguay,71
2013-06-08,Haiti,home,Spain,76
2013-06-08,Spain,away,Haiti,74
2013-06-09,Brazil,home,France,7
2013-06-09,France,away,Brazil,4
2013-06-11,Spain,home,Republic of Ireland,3
2013-06-11,Republic of Ireland,away,Spain,4
2013-06-16,Spain,home,Uruguay,5
2013-06-16,Uruguay,away,Spain,5
2013-06-20,Spain,home,Tahiti,4
2013-06-20,Tahiti,away,Spain,3
2013-06-23,Nigeria,home,Spain,3
2013-06-23,Spain,away,Nigeria,3
2013-06-27,Spain,home,Italy,4
2013-06-27,Italy,away,Spain,5
2013-06-30,Brazil,home,Spain,4
2013-06-30,Spain,away,Brazil,3
2013-08-14,Belgium,home,France,68
2013-08-14,France,away,Belgium,66
2013-08-14,Ecuador,home,Spain,64
2013-08-14,Spain,away,Ecuador,45
2013-09-06,Finland,home,Spain,23
2013-09-06,Spain,away,Finland,23
2013-09-06,Georgia,home,France,23
2013-09-06,France,away,Georgia,23
2013-09-10,Belarus,home,France,4
2013-09-10,France,away,Belarus,4
2013-09-10,Spain,home,Chile,4
2013-09-10,Chile,away,Spain,4
2013-10-11,France,home,Australia,31
2013-10-11,Australia,away,France,34
2013-10-11,Spain,home,Belarus,31
2013-10-11,Belarus,away,Spain,31
2013-10-15,France,home,Finland,4
2013-10-15,Finland,away,France,35
2013-10-15,Spain,home,Georgia,4
2013-10-15,Georgia,away,Spain,35
2013-11-15,Ukraine,home,France,31
2013-11-15,France,away,Ukraine,31
2013-11-16,Equatorial Guinea,home,Spain,70
2013-11-16,Spain,away,Equatorial Guinea,32
2013-11-19,France,home,Ukraine,4
2013-11-19,Ukraine,away,France,4
2013-11-19,South Africa,home,Spain,4
2013-11-19,Spain,away,South Africa,3
2014-03-05,France,home,Netherlands,106
2014-03-05,Netherlands,away,France,106
2014-03-05,Spain,home,Italy,106
2014-03-05,Italy,away,Spain,107
2014-05-27,France,home,Norway,83
2014-05-27,Norway,away,France,83
2014-05-30,Spain,home,Bolivia,86
2014-05-30,Bolivia,away,Spain,227
2014-06-01,France,home,Paraguay,5
2014-06-01,Paraguay,away,France,3
2014-06-07,El Salvador,home,Spain,3
2014-06-07,Spain,away,El Salvador,8
2014-06-08,France,home,Jamaica,7
2014-06-08,Jamaica,away,France,4
2014-06-13,Spain,home,Netherlands,6
2014-06-13,Netherlands,away,Spain,9
2014-06-15,France,home,Honduras,7
2014-06-15,Honduras,away,France,8
2014-06-18,Spain,home,Chile,5
2014-06-18,Chile,away,Spain,5
2014-06-20,Switzerland,home,France,5
2014-06-20,France,away,Switzerland,5
2014-06-23,Australia,home,Spain,5
2014-06-23,Spain,away,Australia,5
2014-06-25,Ecuador,home,France,5
2014-06-25,France,away,Ecuador,5
2014-06-30,France,home,Nigeria,5
2014-06-30,Nigeria,away,France,5
2014-07-04,France,home,Germany,4
2014-07-04,Germany,away,France,4
2014-09-04,France,home,Spain,62
2014-09-04,Spain,away,France,73
2014-09-07,Serbia,home,France,93
2014-09-07,France,away,Serbia,3
2014-09-08,Spain,home,North Macedonia,4
2014-09-08,North Macedonia,away,Spain,78
2014-10-09,Slovakia,home,Spain,31
2014-10-09,Spain,away,Slovakia,31
2014-10-11,France,home,Portugal,34
2014-10-11,Portugal,away,France,34
2014-10-12,Luxembourg,home,Spain,3
2014-10-12,Spain,away,Luxembourg,3
2014-10-14,Armenia,home,France,3
2014-10-14,France,away,Armenia,3
2014-11-14,France,home,Albania,31
2014-11-14,Albania,away,France,31
2014-11-15,Spain,home,Belarus,34
2014-11-15,Belarus,away,Spain,34
2014-11-18,France,home,Sweden,4
2014-11-18,Sweden,away,France,3
2014-11-18,Spain,home,Germany,3
2014-11-18,Germany,away,Spain,4
2015-03-26,France,home,Brazil,128
2015-03-26,Brazil,away,France,128
2015-03-27,Spain,home,Ukraine,129
2015-03-27,Ukraine,away,Spain,129
2015-03-29,France,home,Denmark,3
2015-03-29,Denmark,away,France,4
2015-03-31,Netherlands,home,Spain,3
2015-03-31,Spain,away,Netherlands,4
2015-06-07,France,home,Belgium,70
2015-06-07,Belgium,away,France,68
2015-06-11,Spain,home,Costa Rica,72
2015-06-11,Costa Rica,away,Spain,5
2015-06-13,Albania,home,France,76
2015-06-13,France,away,Albania,6
2015-06-14,Belarus,home,Spain,7
2015-06-14,Spain,away,Belarus,3
2015-09-04,Portugal,home,France,80
2015-09-04,France,away,Portugal,83
2015-09-05,Spain,home,Slovakia,83
2015-09-05,Slovakia,away,Spain,83
2015-09-07,France,home,Serbia,3
2015-09-07,Serbia,away,France,3
2015-09-08,North Macedonia,home,Spain,3
2015-09-08,Spain,away,North Macedonia,3
2015-10-08,France,home,Armenia,31
2015-10-08,Armenia,away,France,31
2015-10-09,Spain,home,Luxembourg,31
2015-10-09,Luxembourg,away,Spain,31
2015-10-11,Denmark,home,France,3
2015-10-11,France,away,Denmark,3
2015-10-12,Ukraine,home,Spain,3
2015-10-12,Spain,away,Ukraine,3
2015-11-13,France,home,Germany,33
2015-11-13,Germany,away,France,33
2015-11-13,Spain,home,England,32
2015-11-13,England,away,Spain,32
2015-11-17,England,home,France,4
2015-11-17,France,away,England,4
2016-03-24,Italy,home,Spain,128
2016-03-24,Spain,away,Italy,132
2016-03-25,Netherlands,home,France,133
2016-03-25,France,away,Netherlands,129
2016-03-27,Romania,home,Spain,4
2016-03-27,Spain,away,Romania,3
2016-03-29,France,home,Russia,4
2016-03-29,Russia,away,France,3
2016-05-29,Bosnia and Herzegovina,home,Spain,61
2016-05-29,Spain,away,Bosnia and Herzegovina,63
2016-05-30,France,home,Cameroon,62
2016-05-30,Cameroon,away,France,62
2016-06-01,Spain,home,South Korea,3
2016-06-01,South Korea,away,Spain,66
2016-06-04,France,home,Scotland,5
2016-06-04,Scotland,away,France,6
2016-06-07,Spain,home,Georgia,6
2016-06-07,Georgia,away,Spain,4
2016-06-10,France,home,Romania,6
2016-06-10,Romania,away,France,7
2016-06-13,Spain,home,Czech Republic,6
2016-06-13,Czech Republic,away,Spain,8
2016-06-15,France,home,Albania,5
2016-06-15,Albania,away,France,4
2016-06-17,Spain,home,Turkey,4
2016-06-17,Turkey,away,Spain,5
2016-06-19,France,home,Switzerland,4
2016-06-19,Switzerland,away,France,4
2016-06-21,Croatia,home,Spain,4
2016-06-21,Spain,away,Croatia,4
2016-06-26,France,home,Republic of Ireland,7
2016-06-26,Republic of Ireland,away,France,4
2016-06-27,Italy,home,Spain,5
2016-06-27,Spain,away,Italy,6
2016-07-03,France,home,Iceland,7
2016-07-03,Iceland,away,France,6
2016-07-07,France,home,Germany,4
2016-07-07,Germany,away,France,5
2016-07-10,France,home,Portugal,3
2016-07-10,Portugal,away,France,4
2016-09-01,Belgium,home,Spain,62
2016-09-01,Spain,away,Belgium,66
2016-09-01,Italy,home,France,61
2016-09-01,France,away,Italy,53
2016-09-05,Spain,home,Liechtenstein,4
2016-09-05,Liechtenstein,away,Spain,5
2016-09-06,Belarus,home,France,6
2016-09-06,France,away,Belarus,5
2016-10-06,Italy,home,Spain,31
2016-10-06,Spain,away,Italy,31
2016-10-07,France,home,Bulgaria,31
2016-10-07,Bulgaria,away,France,31
2016-10-09,Albania,home,Spain,3
2016-10-09,Spain,away,Albania,3
2016-10-10,Netherlands,home,France,3
2016-10-10,France,away,Netherlands,3
2016-11-11,France,home,Sweden,32
2016-11-11,Sweden,away,France,32
2016-11-12,Spain,home,North Macedonia,34
2016-11-12,North Macedonia,away,Spain,34
2016-11-15,England,home,Spain,4
2016-11-15,Spain,away,England,3
2016-11-15,France,home,Ivory Coast,4
2016-11-15,Ivory Coast,away,France,3
2017-03-24,Spain,home,Israel,129
2017-03-24,Israel,away,Spain,132
2017-03-25,Luxembourg,home,France,132
2017-03-25,France,away,Luxembourg,130
2017-03-28,France,home,Spain,3
2017-03-28,Spain,away,France,4
2017-06-02,France,home,Paraguay,66
2017-06-02,Paraguay,away,France,66
2017-06-07,Spain,home,Colombia,71
2017-06-07,Colombia,away,Spain,71
2017-06-09,Sweden,home,France,73
2017-06-09,France,away,Sweden,7
2017-06-11,North Macedonia,home,Spain,6
2017-06-11,Spain,away,North Macedonia,4
2017-06-13,France,home,England,4
