date,team,side,opponent,rest_days
1960-07-09,France,home,Czechoslovakia,3
1960-07-09,Czechoslovakia,away,France,3
1960-07-10,Peru,home,Spain,420
1960-07-10,Spain,away,Peru,56
1960-07-14,Chile,home,Spain,15
1960-07-14,Spain,away,Chile,4
1960-07-17,Chile,home,Spain,3
1960-07-17,Spain,away,Chile,3
1960-07-24,Argentina,home,Spain,12
1960-07-24,Spain,away,Argentina,7
1960-09-25,Finland,home,France,28
1960-09-25,France,away,Finland,78
1960-09-28,Poland,home,France,94
1960-09-28,France,away,Poland,3
1960-10-12,Switzerland,home,France,147
1960-10-12,France,away,Switzerland,14
1960-10-26,England,home,Spain,7
1960-10-26,Spain,away,England,94
1960-10-30,Austria,home,Spain,56
1960-10-30,Spain,away,Austria,4
1960-10-30,Sweden,home,France,7
1960-10-30,France,away,Sweden,18
1960-12-11,France,home,Bulgaria,42
1960-12-11,Bulgaria,away,France,14
1961-03-15,France,home,Belgium,94
1961-03-15,Belgium,away,France,7
1961-04-02,Spain,home,France,154
1961-04-02,France,away,Spain,18
1961-04-19,Wales,home,Spain,7
1961-04-19,Spain,away,Wales,17
1961-05-18,Spain,home,Wales,29
1961-05-18,Wales,away,Spain,29
1961-06-11,Spain,home,Argentina,24
1961-06-11,Argentina,away,Spain,7
1961-09-28,France,home,Finland,179
1961-09-28,Finland,away,France,50
1961-10-18,Belgium,home,France,14
1961-10-18,France,away,Belgium,20
1961-11-12,Bulgaria,home,France,14
1961-11-12,France,away,Bulgaria,25
1961-11-12,Morocco,home,Spain,144
1961-11-12,Spain,away,Morocco,154
1961-11-23,Spain,home,Morocco,11
1961-11-23,Morocco,away,Spain,11
1961-12-10,France,home,Spain,28
1961-12-10,Spain,away,France,17
1961-12-16,Bulgaria,home,France,34
1961-12-16,France,away,Bulgaria,6
1962-04-11,France,home,Poland,116
1962-04-11,Poland,away,France,157
1962-05-05,Italy,home,France,182
1962-05-05,France,away,Italy,24
1962-05-31,Czechoslovakia,home,Spain,39
1962-05-31,Spain,away,Czechoslovakia,172
1962-06-03,Mexico,home,Spain,4
1962-06-03,Spain,away,Mexico,3
1962-06-06,Brazil,home,Spain,4
1962-06-06,Spain,away,Brazil,3
1962-10-03,England,home,France,115
1962-10-03,France,away,England,151
1962-10-24,Germany,home,France,24
1962-10-24,France,away,Germany,21
1962-11-01,Spain,home,Romania,148
1962-11-01,Romania,away,Spain,18
1962-11-11,France,home,Hungary,18
1962-11-11,Hungary,away,France,4
1962-11-25,Romania,home,Spain,24
1962-11-25,Spain,away,Romania,24
1962-12-02,Belgium,home,Spain,28
1962-12-02,Spain,away,Belgium,7
1963-01-09,Spain,home,France,38
1963-01-09,France,away,Spain,59
1963-02-27,France,home,England,49
1963-02-27,England,away,France,98
1963-04-12,France,home,Gambia,44
1963-04-12,Gambia,away,France,493
1963-04-14,France,home,Gabon,2
1963-04-14,Gabon,away,France,2
1963-04-16,France,home,Burkina Faso,2
1963-04-16,Burkina Faso,away,France,2
1963-04-17,Netherlands,home,France,17
1963-04-17,France,away,Netherlands,1
1963-04-18,Senegal,home,France,2
1963-04-18,France,away,Senegal,1
1963-04-20,France,home,Madagascar,2
1963-04-20,Madagascar,away,France,2
1963-04-28,France,home,Brazil,8
1963-04-28,Brazil,away,France,4
1963-05-30,Spain,home,Northern Ireland,141
1963-05-30,Northern Ireland,away,Spain,57
1963-06-13,Spain,home,Scotland,14
1963-06-13,Scotland,away,Spain,4
1963-09-29,Bulgaria,home,France,11
1963-09-29,France,away,Bulgaria,154
1963-10-26,France,home,Bulgaria,27
1963-10-26,Bulgaria,away,France,27
1963-10-30,Northern Ireland,home,Spain,18
1963-10-30,Spain,away,Northern Ireland,139
1963-11-11,France,home,Switzerland,16
1963-11-11,Switzerland,away,France,8
1963-12-01,Spain,home,Belgium,32
1963-12-01,Belgium,away,Spain,42
1963-12-25,France,home,Belgium,44
1963-12-25,Belgium,away,France,24
1964-03-11,Spain,home,Republic of Ireland,101
1964-03-11,Republic of Ireland,away,Spain,150
1964-04-08,Republic of Ireland,home,Spain,28
1964-04-08,Spain,away,Republic of Ireland,28
1964-04-25,France,home,Hungary,122
1964-04-25,Hungary,away,France,174
1964-05-23,Hungary,home,France,20
1964-05-23,France,away,Hungary,28
1964-06-17,Spain,home,Hungary,70
1964-06-17,Hungary,away,Spain,25
1964-06-21,Spain,home,Russia,4
1964-06-21,Russia,away,Spain,4
1964-10-04,Luxembourg,home,France,5
1964-10-04,France,away,Luxembourg,134
1964-11-11,France,home,Norway,38
1964-11-11,Norway,away,France,3
1964-11-15,Portugal,home,Spain,161
1964-11-15,Spain,away,Portugal,147
1964-12-02,Belgium,home,France,42
1964-12-02,France,away,Belgium,21
1965-03-24,France,home,Austria,112
1965-03-24,Austria,away,France,164
1965-04-18,Yugoslavia,home,France,147
1965-04-18,France,away,Yugoslavia,25
1965-05-05,Republic of Ireland,home,Spain,42
1965-05-05,Spain,away,Republic of Ireland,171
1965-05-08,Scotland,home,Spain,28
1965-05-08,Spain,away,Scotland,3
1965-06-03,France,home,Argentina,46
1965-06-03,Argentina,away,France,177
1965-09-15,Norway,home,France,38
1965-09-15,France,away,Norway,104
1965-10-09,France,home,Yugoslavia,24
1965-10-09,Yugoslavia,away,France,20
1965-10-27,Spain,home,Republic of Ireland,172
1965-10-27,Republic of Ireland,away,Spain,175
1965-11-06,France,home,Luxembourg,28
1965-11-06,Luxembourg,away,France,48
1965-11-10,Republic of Ireland,home,Spain,14
1965-11-10,Spain,away,Republic of Ireland,14
1965-12-08,Spain,home,England,28
1965-12-08,England,away,Spain,28
1966-03-19,France,home,Italy,133
1966-03-19,Italy,away,France,102
1966-04-20,France,home,Belgium,32
1966-04-20,Belgium,away,France,3
1966-06-05,Russia,home,France,14
1966-06-05,France,away,Russia,46
1966-06-23,Spain,home,Uruguay,197
1966-06-23,Uruguay,away,Spain,4
1966-07-13,Argentina,home,Spain,21
1966-07-13,Spain,away,Argentina,20
1966-07-13,France,home,Mexico,38
1966-07-13,Mexico,away,France,14
1966-07-15,France,home,Uruguay,2
1966-07-15,Uruguay,away,France,4
1966-07-15,Spain,home,Switzerland,2
1966-07-15,Switzerland,away,Spain,3
1966-07-20,England,home,France,4
1966-07-20,France,away,England,5
1966-07-20,Germany,home,Spain,4
1966-07-20,Spain,away,Germany,5
1966-09-28,Hungary,home,France,7
1966-09-28,France,away,Hungary,70
1966-10-22,France,home,Poland,24
1966-10-22,Poland,away,France,20
1966-10-23,Republic of Ireland,home,Spain,151
1966-10-23,Spain,away,Republic of Ireland,95
1966-11-11,Belgium,home,France,20
1966-11-11,France,away,Belgium,20
1966-11-26,Luxembourg,home,France,55
1966-11-26,France,away,Luxembourg,15
1966-12-07,Spain,home,Republic of Ireland,45
1966-12-07,Republic of Ireland,away,Spain,21
1967-02-01,Turkey,home,Spain,10
1967-02-01,Spain,away,Turkey,56
1967-02-28,France,home,Corsica,94
1967-02-28,Corsica,away,France,
1967-03-22,France,home,Romania,22
1967-03-22,Romania,away,France,14
1967-05-24,England,home,Spain,39
1967-05-24,Spain,away,England,112
1967-05-31,Spain,home,Turkey,7
1967-05-31,Turkey,away,Spain,98
1967-06-03,France,home,Russia,73
1967-06-03,Russia,away,France,6
1967-09-17,Poland,home,France,119
1967-09-17,France,away,Poland,106
1967-09-27,Germany,home,France,147
1967-09-27,France,away,Germany,10
1967-10-01,Czechoslovakia,home,Spain,105
1967-10-01,Spain,away,Czechoslovakia,123
1967-10-22,Spain,home,Czechoslovakia,21
1967-10-22,Czechoslovakia,away,Spain,21
1967-10-28,France,home,Belgium,31
1967-10-28,Belgium,away,France,20
1967-12-23,France,home,Luxembourg,56
1967-12-23,Luxembourg,away,France,31
1968-02-28,Spain,home,Sweden,129
1968-02-28,Sweden,away,Spain,9
1968-04-03,England,home,Spain,39
1968-04-03,Spain,away,England,35
1968-04-06,France,home,Yugoslavia,105
1968-04-06,Yugoslavia,away,France,146
1968-04-24,Yugoslavia,home,France,18
1968-04-24,France,away,Yugoslavia,18
1968-05-02,Sweden,home,Spain,64
1968-05-02,Spain,away,Sweden,29
1968-05-08,Spain,home,England,6
1968-05-08,England,away,Spain,35
1968-09-25,France,home,Germany,154
1968-09-25,Germany,away,France,101
1968-10-17,France,home,Spain,22
1968-10-17,Spain,away,France,162
1968-10-27,Yugoslavia,home,Spain,11
1968-10-27,Spain,away,Yugoslavia,10
1968-11-06,France,home,Norway,20
1968-11-06,Norway,away,France,28
1968-12-11,Spain,home,Belgium,45
1968-12-11,Belgium,away,Spain,56
1969-02-12,France,home,Hungary,98
1969-02-12,Hungary,away,France,3
1969-02-23,Belgium,home,Spain,74
1969-02-23,Spain,away,Belgium,74
1969-03-12,England,home,France,56
1969-03-12,France,away,England,28
1969-03-26,Spain,home,Switzerland,31
1969-03-26,Switzerland,away,Spain,123
1969-04-23,Spain,home,Mexico,28
1969-04-23,Mexico,away,Spain,7
1969-04-30,France,home,Romania,49
1969-04-30,Romania,away,France,14
1969-04-30,Spain,home,Yugoslavia,7
1969-04-30,Yugoslavia,away,Spain,63
1969-06-25,Finland,home,Spain,21
1969-06-25,Spain,away,Finland,56
1969-09-10,Norway,home,France,14
1969-09-10,France,away,Norway,133
1969-10-15,Spain,home,Finland,112
1969-10-15,Finland,away,Spain,35
1969-10-15,Sweden,home,France,21
1969-10-15,France,away,Sweden,35
1969-11-01,France,home,Sweden,17
1969-11-01,Sweden,away,France,17
1970-02-11,Spain,home,Germany,119
1970-02-11,Germany,away,Spain,112
1970-02-21,Spain,home,Italy,10
1970-02-21,Italy,away,Spain,91
1970-04-08,France,home,Bulgaria,158
1970-04-08,Bulgaria,away,France,43
1970-04-22,Switzerland,home,Spain,171
1970-04-22,Spain,away,Switzerland,60
1970-04-28,France,home,Romania,20
1970-04-28,Romania,away,France,20
1970-05-03,Switzerland,home,France,11
1970-05-03,France,away,Switzerland,5
1970-09-05,France,home,Czechoslovakia,125
1970-09-05,Czechoslovakia,away,France,86
1970-10-07,Austria,home,France,10
1970-10-07,France,away,Austria,32
1970-10-28,Spain,home,Greece,189
1970-10-28,Greece,away,Spain,17
1970-11-11,France,home,Norway,35
1970-11-11,Norway,away,France,35
1970-11-11,Spain,home,Northern Ireland,14
1970-11-11,Northern Ireland,away,Spain,200
1970-11-15,Belgium,home,France,157
1970-11-15,France,away,Belgium,4
1971-01-08,Argentina,home,France,78
1971-01-08,France,away,Argentina,54
1971-01-13,Argentina,home,France,5
1971-01-13,France,away,Argentina,5
1971-02-20,Italy,home,Spain,74
1971-02-20,Spain,away,Italy,101
1971-03-17,Spain,home,France,25
1971-03-17,France,away,Spain,63
1971-04-24,Hungary,home,France,20
1971-04-24,France,away,Hungary,38
1971-05-09,Cyprus,home,Spain,18
1971-05-09,Spain,away,Cyprus,53
1971-05-30,Russia,home,Spain,32
1971-05-30,Spain,away,Russia,21
1971-09-08,Norway,home,France,14
1971-09-08,France,away,Norway,137
1971-10-09,France,home,Hungary,31
1971-10-09,Hungary,away,France,14
1971-10-27,Spain,home,Russia,150
1971-10-27,Russia,away,Spain,14
1971-11-10,France,home,Bulgaria,32
1971-11-10,Bulgaria,away,France,46
1971-11-24,Spain,home,Cyprus,28
1971-11-24,Cyprus,away,Spain,136
1971-12-04,Bulgaria,home,France,17
1971-12-04,France,away,Bulgaria,24
1972-01-12,Spain,home,Hungary,49
1972-01-12,Hungary,away,Spain,59
1972-02-16,Northern Ireland,home,Spain,126
1972-02-16,Spain,away,Northern Ireland,35
1972-04-08,Romania,home,France,136
1972-04-08,France,away,Romania,126
1972-04-12,Greece,home,Spain,39
1972-04-12,Spain,away,Greece,56
1972-05-23,Spain,home,Uruguay,41
1972-05-23,Uruguay,away,Spain,202
1972-06-18,Colombia,home,France,12
1972-06-18,France,away,Colombia,71
1972-06-25,Argentina,home,France,3
1972-06-25,France,away,Argentina,7
1972-09-02,Greece,home,France,118
1972-09-02,France,away,Greece,69
1972-10-11,Spain,home,Argentina,141
1972-10-11,Argentina,away,Spain,94
1972-10-13,France,home,Russia,41
1972-10-13,Russia,away,France,68
1972-10-19,Spain,home,Yugoslavia,8
1972-10-19,Yugoslavia,away,Spain,8
1972-11-15,Republic of Ireland,home,France,28
1972-11-15,France,away,Republic of Ireland,33
1973-01-17,Greece,home,Spain,60
1973-01-17,Spain,away,Greece,90
1973-02-21,Spain,home,Greece,35
1973-02-21,Greece,away,Spain,21
1973-03-03,France,home,Portugal,108
1973-03-03,Portugal,away,France,237
1973-05-02,Netherlands,home,Spain,35
1973-05-02,Spain,away,Netherlands,70
1973-05-19,France,home,Republic of Ireland,77
1973-05-19,Republic of Ireland,away,France,3
1973-05-26,Russia,home,France,13
1973-05-26,France,away,Russia,7
1973-09-08,France,home,Greece,105
1973-09-08,Greece,away,France,199
1973-10-13,Germany,home,France,3
1973-10-13,France,away,Germany,35
1973-10-17,Turkey,home,Spain,161
1973-10-17,Spain,away,Turkey,168
1973-10-21,Yugoslavia,home,Spain,25
1973-10-21,Spain,away,Yugoslavia,4
1973-11-21,France,home,Denmark,39
1973-11-21,Denmark,away,France,39
1973-11-24,Germany,home,Spain,10
1973-11-24,Spain,away,Germany,34
1974-02-13,Yugoslavia,home,Spain,56
1974-02-13,Spain,away,Yugoslavia,81
1974-02-23,Spain,home,Germany,10
1974-02-23,Germany,away,Spain,91
1974-03-23,France,home,Romania,122
1974-03-23,Romania,away,France,160
1974-04-27,Czechoslovakia,home,France,14
1974-04-27,France,away,Czechoslovakia,35
1974-05-18,France,home,Argentina,21
1974-05-18,Argentina,away,France,26
1974-09-07,Poland,home,France,3
1974-09-07,France,away,Poland,112
1974-09-25,Denmark,home,Spain,22
1974-09-25,Spain,away,Denmark,214
1974-10-12,Argentina,home,Spain,101
1974-10-12,Spain,away,Argentina,17
1974-10-12,Belgium,home,France,34
1974-10-12,France,away,Belgium,35
1974-11-16,France,home,German DR,35
1974-11-16,German DR,away,France,17
1974-11-20,Scotland,home,Spain,21
1974-11-20,Spain,away,Scotland,39
1975-02-05,Spain,home,Scotland,77
1975-02-05,Scotland,away,Spain,77
1975-03-26,France,home,Hungary,130
1975-03-26,Hungary,away,France,112
1975-04-17,Spain,home,Romania,71
1975-04-17,Romania,away,Spain,17
1975-04-26,France,home,Portugal,31
1975-04-26,Portugal,away,France,48
1975-05-25,Iceland,home,France,225
1975-05-25,France,away,Iceland,29
1975-09-03,France,home,Iceland,101
1975-09-03,Iceland,away,France,72
1975-10-12,German DR,home,France,15
1975-10-12,France,away,German DR,39
1975-10-12,Spain,home,Denmark,178
1975-10-12,Denmark,away,Spain,17
1975-11-15,France,home,Belgium,34
1975-11-15,Belgium,away,France,49
1975-11-16,Romania,home,Spain,35
1975-11-16,Spain,away,Romania,35
1976-03-27,France,home,Czechoslovakia,133
1976-03-27,Czechoslovakia,away,France,17
1976-04-24,France,home,Poland,28
1976-04-24,Poland,away,France,31
1976-04-24,Spain,home,Germany,160
1976-04-24,Germany,away,Spain,56
1976-05-22,Germany,home,Spain,28
1976-05-22,Spain,away,Germany,28
1976-05-22,Hungary,home,France,22
1976-05-22,France,away,Hungary,28
1976-09-01,Denmark,home,France,7
1976-09-01,France,away,Denmark,102
1976-10-09,Bulgaria,home,France,17
1976-10-09,France,away,Bulgaria,38
1976-10-10,Spain,home,Yugoslavia,141
1976-10-10,Yugoslavia,away,Spain,15
1976-11-17,France,home,Republic of Ireland,39
1976-11-17,Republic of Ireland,away,France,35
1977-02-02,France,home,Romania,77
1977-02-02,Romania,away,France,66
1977-02-09,Republic of Ireland,home,Spain,84
1977-02-09,Spain,away,Republic of Ireland,122
1977-02-23,France,home,Germany,21
1977-02-23,Germany,away,France,98
1977-03-27,Spain,home,Hungary,46
1977-03-27,Hungary,away,Spain,12
1977-03-30,Republic of Ireland,home,France,49
1977-03-30,France,away,Republic of Ireland,35
1977-04-16,Romania,home,Spain,24
1977-04-16,Spain,away,Romania,20
1977-04-23,Switzerland,home,France,24
1977-04-23,France,away,Switzerland,24
1977-06-26,Argentina,home,France,8
1977-06-26,France,away,Argentina,64
1977-06-30,Brazil,home,France,4
1977-06-30,France,away,Brazil,4
1977-09-21,Switzerland,home,Spain,14
1977-09-21,Spain,away,Switzerland,158
1977-10-08,France,home,Russia,100
1977-10-08,Russia,away,France,3
1977-10-26,Spain,home,Romania,35
1977-10-26,Romania,away,Spain,35
1977-11-16,France,home,Bulgaria,39
1977-11-16,Bulgaria,away,France,21
1977-11-30,Yugoslavia,home,Spain,14
1977-11-30,Spain,away,Yugoslavia,35
1978-01-25,Spain,home,Italy,56
1978-01-25,Italy,away,Spain,35
1978-02-08,Italy,home,France,14
1978-02-08,France,away,Italy,84
1978-03-08,France,home,Portugal,28
1978-03-08,Portugal,away,France,112
1978-03-29,Spain,home,Norway,63
1978-03-29,Norway,away,Spain,150
1978-04-01,France,home,Brazil,24
1978-04-01,Brazil,away,France,261
1978-04-26,Spain,home,Mexico,28
1978-04-26,Mexico,away,Spain,15
1978-05-11,France,home,Iran,40
1978-05-11,Iran,away,France,15
1978-05-19,France,home,Tunisia,8
1978-05-19,Tunisia,away,France,44
1978-05-24,Uruguay,home,Spain,21
1978-05-24,Spain,away,Uruguay,28
1978-06-02,France,home,Italy,14
1978-06-02,Italy,away,France,15
1978-06-03,Austria,home,Spain,14
1978-06-03,Spain,away,Austria,10
1978-06-06,Argentina,home,France,4
1978-06-06,France,away,Argentina,4
1978-06-07,Brazil,home,Spain,4
1978-06-07,Spain,away,Brazil,4
1978-06-10,France,home,Hungary,4
1978-06-10,Hungary,away,France,4
1978-06-11,Spain,home,Sweden,4
1978-06-11,Sweden,away,Spain,4
1978-09-01,France,home,Sweden,83
1978-09-01,Sweden,away,France,16
1978-10-04,Yugoslavia,home,Spain,139
1978-10-04,Spain,away,Yugoslavia,115
1978-10-07,Luxembourg,home,France,199
1978-10-07,France,away,Luxembourg,36
1978-11-08,France,home,Spain,32
1978-11-08,Spain,away,France,35
1978-11-15,Spain,home,Romania,7
1978-11-15,Romania,away,Spain,21
1978-12-13,Spain,home,Cyprus,28
1978-12-13,Cyprus,away,Spain,336
1978-12-21,Italy,home,Spain,43
1978-12-21,Spain,away,Italy,8
1979-02-25,France,home,Luxembourg,109
1979-02-25,Luxembourg,away,France,141
1979-03-14,Czechoslovakia,home,Spain,105
1979-03-14,Spain,away,Czechoslovakia,83
1979-04-04,Czechoslovakia,home,France,21
1979-04-04,France,away,Czechoslovakia,38
1979-04-04,Romania,home,Spain,14
1979-04-04,Spain,away,Romania,21
1979-05-02,United States,home,France,224
1979-05-02,France,away,United States,28
1979-09-05,Sweden,home,France,21
1979-09-05,France,away,Sweden,126
1979-09-26,Spain,home,Portugal,175
1979-09-26,Portugal,away,Spain,140
1979-10-10,France,home,United States,35
1979-10-10,United States,away,France,3
1979-10-10,Spain,home,Yugoslavia,14
1979-10-10,Yugoslavia,away,Spain,24
1979-11-14,Spain,home,Denmark,35
1979-11-14,Denmark,away,Spain,14
1979-11-17,France,home,Czechoslovakia,38
1979-11-17,Czechoslovakia,away,France,38
1979-12-09,Cyprus,home,Spain,21
1979-12-09,Spain,away,Cyprus,25
1980-01-23,Spain,home,Netherlands,45
1980-01-23,Netherlands,away,Spain,63
1980-02-13,Spain,home,German DR,21
1980-02-13,German DR,away,Spain,84
1980-02-27,France,home,Greece,102
1980-02-27,Greece,away,France,42
1980-03-26,France,home,Netherlands,28
1980-03-26,Netherlands,away,France,63
1980-03-26,Spain,home,England,42
1980-03-26,England,away,Spain,49
1980-04-16,Spain,home,Czechoslovakia,21
1980-04-16,Czechoslovakia,away,Spain,21
1980-05-21,Denmark,home,Spain,14
1980-05-21,Spain,away,Denmark,35
1980-05-23,Russia,home,France,24
1980-05-23,France,away,Russia,58
1980-06-12,Italy,home,Spain,54
1980-06-12,Spain,away,Italy,22
1980-06-15,Belgium,home,Spain,3
1980-06-15,Spain,away,Belgium,3
1980-06-18,Spain,home,England,3
1980-06-18,England,away,Spain,3
1980-09-24,Hungary,home,Spain,28
1980-09-24,Spain,away,Hungary,98
1980-10-11,Cyprus,home,France,199
1980-10-11,France,away,Cyprus,141
1980-10-15,German DR,home,Spain,7
1980-10-15,Spain,away,German DR,21
1980-10-28,France,home,Republic of Ireland,17
1980-10-28,Republic of Ireland,away,France,13
1980-11-12,Spain,home,Poland,28
1980-11-12,Poland,away,Spain,31
1980-11-19,Germany,home,France,39
1980-11-19,France,away,Germany,22
1981-02-18,Spain,home,France,98
1981-02-18,France,away,Spain,91
1981-03-25,England,home,Spain,126
1981-03-25,Spain,away,England,35
1981-03-25,Netherlands,home,France,31
1981-03-25,France,away,Netherlands,35
1981-04-15,Spain,home,Hungary,21
1981-04-15,Hungary,away,Spain,147
1981-04-29,France,home,Belgium,35
1981-04-29,Belgium,away,France,35
1981-05-15,France,home,Brazil,16
1981-05-15,Brazil,away,France,3
1981-06-20,Portugal,home,Spain,52
1981-06-20,Spain,away,Portugal,66
1981-06-28,Venezuela,home,Spain,91
1981-06-28,Spain,away,Venezuela,8
1981-07-02,Colombia,home,Spain,105
1981-07-02,Spain,away,Colombia,4
1981-07-05,Chile,home,Spain,14
1981-07-05,Spain,away,Chile,3
1981-07-08,Brazil,home,Spain,50
1981-07-08,Spain,away,Brazil,3
1981-09-09,Belgium,home,France,133
1981-09-09,France,away,Belgium,117
1981-09-23,Austria,home,Spain,98
1981-09-23,Spain,away,Austria,77
1981-10-14,Republic of Ireland,home,France,35
1981-10-14,France,away,Republic of Ireland,35
1981-10-14,Spain,home,Luxembourg,21
1981-10-14,Luxembourg,away,Spain,166
1981-11-18,France,home,Netherlands,35
1981-11-18,Netherlands,away,France,35
1981-11-18,Poland,home,Spain,3
1981-11-18,Spain,away,Poland,35
1981-12-05,France,home,Cyprus,17
1981-12-05,Cyprus,away,France,220
1981-12-16,Spain,home,Belgium,28
1981-12-16,Belgium,away,Spain,63
1982-02-23,France,home,Italy,80
1982-02-23,Italy,away,France,80
1982-02-24,Spain,home,Scotland,70
1982-02-24,Scotland,away,Spain,98
1982-03-24,France,home,Northern Ireland,29
1982-03-24,Northern Ireland,away,France,29
1982-03-24,Spain,home,Wales,28
1982-03-24,Wales,away,Spain,126
1982-04-28,France,home,Peru,35
1982-04-28,Peru,away,France,3
1982-04-28,Spain,home,Switzerland,35
1982-04-28,Switzerland,away,Spain,35
1982-06-02,France,home,Wales,35
1982-06-02,Wales,away,France,6
1982-06-16,England,home,France,13
1982-06-16,France,away,England,14
1982-06-16,Spain,home,Honduras,49
1982-06-16,Honduras,away,Spain,55
1982-06-20,Spain,home,Yugoslavia,4
1982-06-20,Yugoslavia,away,Spain,3
1982-06-21,France,home,Kuwait,5
1982-06-21,Kuwait,away,France,4
1982-06-24,France,home,Czechoslovakia,3
1982-06-24,Czechoslovakia,away,France,4
1982-06-25,Spain,home,Northern Ireland,5
1982-06-25,Northern Ireland,away,Spain,4
1982-06-28,Austria,home,France,3
1982-06-28,France,away,Austria,4
1982-07-02,Spain,home,Germany,7
1982-07-02,Germany,away,Spain,3
1982-07-04,France,home,Northern Ireland,6
1982-07-04,Northern Ireland,away,France,3
1982-07-05,Spain,home,England,3
1982-07-05,England,away,Spain,6
1982-07-08,Germany,home,France,6
1982-07-08,France,away,Germany,4
1982-07-10,Poland,home,France,2
1982-07-10,France,away,Poland,2
1982-08-31,France,home,Poland,52
1982-08-31,Poland,away,France,52
1982-10-06,France,home,Hungary,36
1982-10-06,Hungary,away,France,14
1982-10-27,Spain,home,Iceland,114
1982-10-27,Iceland,away,Spain,14
1982-11-10,Netherlands,home,France,49
1982-11-10,France,away,Netherlands,35
1982-11-17,Republic of Ireland,home,Spain,35
1982-11-17,Spain,away,Republic of Ireland,21
1983-02-16,Portugal,home,France,129
1983-02-16,France,away,Portugal,98
1983-02-16,Spain,home,Netherlands,91
1983-02-16,Netherlands,away,Spain,59
1983-03-23,France,home,Russia,35
1983-03-23,Russia,away,France,161
1983-04-23,France,home,Yugoslavia,31
1983-04-23,Yugoslavia,away,France,24
1983-04-27,Spain,home,Republic of Ireland,70
1983-04-27,Republic of Ireland,away,Spain,28
1983-05-15,Malta,home,Spain,46
1983-05-15,Spain,away,Malta,18
1983-05-29,Iceland,home,Spain,214
1983-05-29,Spain,away,Iceland,14
1983-05-31,Belgium,home,France,34
1983-05-31,France,away,Belgium,38
1983-09-07,Denmark,home,France,98
1983-09-07,France,away,Denmark,99
1983-10-05,France,home,Spain,28
1983-10-05,Spain,away,France,129
1983-11-12,Yugoslavia,home,France,17
1983-11-12,France,away,Yugoslavia,38
1983-11-16,Netherlands,home,Spain,35
1983-11-16,Spain,away,Netherlands,42
1983-12-21,Spain,home,Malta,35
1983-12-21,Malta,away,Spain,4
1984-01-18,Spain,home,Hungary,28
1984-01-18,Hungary,away,Spain,46
1984-02-29,France,home,England,109
1984-02-29,England,away,France,105
1984-02-29,Luxembourg,home,Spain,77
1984-02-29,Spain,away,Luxembourg,42
1984-03-28,France,home,Austria,28
1984-03-28,Austria,away,France,133
1984-04-11,Spain,home,Denmark,42
1984-04-11,Denmark,away,Spain,28
1984-04-18,France,home,Germany,21
1984-04-18,Germany,away,France,21
1984-05-26,Switzerland,home,Spain,24
1984-05-26,Spain,away,Switzerland,45
1984-05-31,Hungary,home,Spain,8
1984-05-31,Spain,away,Hungary,5
1984-06-01,France,home,Scotland,44
1984-06-01,Scotland,away,France,6
1984-06-07,Spain,home,Yugoslavia,7
1984-06-07,Yugoslavia,away,Spain,5
1984-06-12,France,home,Denmark,11
1984-06-12,Denmark,away,France,4
1984-06-14,Romania,home,Spain,64
1984-06-14,Spain,away,Romania,7
1984-06-16,France,home,Belgium,4
1984-06-16,Belgium,away,France,3
1984-06-17,Portugal,home,Spain,3
1984-06-17,Spain,away,Portugal,3
1984-06-19,France,home,Yugoslavia,3
1984-06-19,Yugoslavia,away,France,3
1984-06-20,Germany,home,Spain,3
1984-06-20,Spain,away,Germany,3
1984-06-23,France,home,Portugal,4
1984-06-23,Portugal,away,France,3
1984-06-24,Denmark,home,Spain,5
1984-06-24,Spain,away,Denmark,4
1984-06-27,France,home,Spain,4
1984-06-27,Spain,away,France,3
1984-10-13,Luxembourg,home,France,126
1984-10-13,France,away,Luxembourg,108
1984-10-17,Spain,home,Wales,112
1984-10-17,Wales,away,Spain,35
1984-11-14,Scotland,home,Spain,28
1984-11-14,Spain,away,Scotland,28
1984-11-21,France,home,Bulgaria,39
1984-11-21,Bulgaria,away,France,36
1984-12-08,France,home,German DR,17
1984-12-08,German DR,away,France,21
1985-01-23,Spain,home,Finland,70
1985-01-23,Finland,away,Spain,60
1985-02-27,Spain,home,Scotland,35
1985-02-27,Scotland,away,Spain,105
1985-03-27,Spain,home,Northern Ireland,28
1985-03-27,Northern Ireland,away,Spain,28
1985-04-03,Yugoslavia,home,France,7
1985-04-03,France,away,Yugoslavia,116
1985-04-30,Wales,home,Spain,34
1985-04-30,Spain,away,Wales,34
1985-05-02,Bulgaria,home,France,15
1985-05-02,France,away,Bulgaria,29
1985-05-26,Republic of Ireland,home,Spain,25
1985-05-26,Spain,away,Republic of Ireland,26
1985-06-12,Iceland,home,Spain,15
1985-06-12,Spain,away,Iceland,17
1985-08-21,France,home,Uruguay,111
1985-08-21,Uruguay,away,France,87
1985-09-11,German DR,home,France,28
1985-09-11,France,away,German DR,21
1985-09-25,Spain,home,Iceland,105
1985-09-25,Iceland,away,Spain,75
1985-10-30,France,home,Luxembourg,49
1985-10-30,Luxembourg,away,France,35
1985-11-06,France,home,Yugoslavia,7
1985-11-06,Yugoslavia,away,France,21
1985-11-20,Spain,home,Austria,56
1985-11-20,Austria,away,Spain,35
1985-12-18,Spain,home,Bulgaria,28
1985-12-18,Bulgaria,away,Spain,32
