date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,data_source
2018-05-29,Argentina,Haiti,4,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2018-06-02,England,Nigeria,2,1,Friendly,London,England,FALSE,data/international_results/results.csv
2018-06-07,England,Costa Rica,2,0,Friendly,Leeds,England,FALSE,data/international_results/results.csv
2018-06-16,Argentina,Iceland,1,1,FIFA World Cup,Moscow,Russia,TRUE,data/international_results/results.csv
2018-06-18,Tunisia,England,1,2,FIFA World Cup,Volgograd,Russia,TRUE,data/international_results/results.csv
2018-06-21,Argentina,Croatia,0,3,FIFA World Cup,Nizhny Novgorod,Russia,TRUE,data/international_results/results.csv
2018-06-24,England,Panama,6,1,FIFA World Cup,Nizhny Novgorod,Russia,TRUE,data/international_results/results.csv
2018-06-26,Nigeria,Argentina,1,2,FIFA World Cup,Saint Petersburg,Russia,TRUE,data/international_results/results.csv
2018-06-28,England,Belgium,0,1,FIFA World Cup,Kaliningrad,Russia,TRUE,data/international_results/results.csv
2018-06-30,France,Argentina,4,3,FIFA World Cup,Kazan,Russia,TRUE,data/international_results/results.csv
2018-07-03,Colombia,England,1,1,FIFA World Cup,Moscow,Russia,TRUE,data/international_results/results.csv
2018-07-07,Sweden,England,0,2,FIFA World Cup,Samara,Russia,TRUE,data/international_results/results.csv
2018-07-11,Croatia,England,2,1,FIFA World Cup,Moscow,Russia,TRUE,data/international_results/results.csv
2018-07-14,Belgium,England,2,0,FIFA World Cup,Saint Petersburg,Russia,TRUE,data/international_results/results.csv
2018-09-07,Argentina,Guatemala,3,0,Friendly,Los Angeles,United States,TRUE,data/international_results/results.csv
2018-09-08,England,Spain,1,2,UEFA Nations League,London,England,FALSE,data/international_results/results.csv
2018-09-11,Colombia,Argentina,0,0,Friendly,East Rutherford,United States,TRUE,data/international_results/results.csv
2018-09-11,England,Switzerland,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
2018-10-11,Argentina,Iraq,4,0,Friendly,Riyadh,Saudi Arabia,TRUE,data/international_results/results.csv
2018-10-12,Croatia,England,0,0,UEFA Nations League,Rijeka,Croatia,FALSE,data/international_results/results.csv
2018-10-15,Spain,England,2,3,UEFA Nations League,Seville,Spain,FALSE,data/international_results/results.csv
2018-10-16,Argentina,Brazil,0,1,Superclásico de las Américas,Jeddah,Saudi Arabia,TRUE,data/international_results/results.csv
2018-11-15,England,United States,3,0,Friendly,London,England,FALSE,data/international_results/results.csv
2018-11-16,Argentina,Mexico,2,0,Friendly,Córdoba,Argentina,FALSE,data/international_results/results.csv
2018-11-18,England,Croatia,2,1,UEFA Nations League,London,England,FALSE,data/international_results/results.csv
2018-11-20,Argentina,Mexico,2,0,Friendly,Mendoza,Argentina,FALSE,data/international_results/results.csv
2019-03-22,Argentina,Venezuela,1,3,Friendly,Madrid,Spain,TRUE,data/international_results/results.csv
2019-03-22,England,Czech Republic,5,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2019-03-25,Montenegro,England,1,5,UEFA Euro qualification,Podgorica,Montenegro,FALSE,data/international_results/results.csv
2019-03-26,Morocco,Argentina,0,1,Friendly,Tangier,Morocco,FALSE,data/international_results/results.csv
2019-06-06,England,Netherlands,1,3,UEFA Nations League,Guimarães,Portugal,TRUE,data/international_results/results.csv
2019-06-07,Argentina,Nicaragua,5,1,Friendly,San Juan,Argentina,FALSE,data/international_results/results.csv
2019-06-09,Switzerland,England,0,0,UEFA Nations League,Guimarães,Portugal,TRUE,data/international_results/results.csv
2019-06-15,Argentina,Colombia,0,2,Copa América,Salvador,Brazil,TRUE,data/international_results/results.csv
2019-06-19,Argentina,Paraguay,1,1,Copa América,Belo Horizonte,Brazil,TRUE,data/international_results/results.csv
2019-06-23,Qatar,Argentina,0,2,Copa América,Porto Alegre,Brazil,TRUE,data/international_results/results.csv
2019-06-28,Venezuela,Argentina,0,2,Copa América,Rio de Janeiro,Brazil,TRUE,data/international_results/results.csv
2019-07-02,Brazil,Argentina,2,0,Copa América,Belo Horizonte,Brazil,FALSE,data/international_results/results.csv
2019-07-06,Argentina,Chile,2,1,Copa América,São Paulo,Brazil,TRUE,data/international_results/results.csv
2019-09-05,Argentina,Chile,0,0,Friendly,Los Angeles,United States,TRUE,data/international_results/results.csv
2019-09-07,England,Bulgaria,4,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2019-09-10,Argentina,Mexico,4,0,Friendly,San Antonio,United States,TRUE,data/international_results/results.csv
2019-09-10,England,Kosovo,5,3,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2019-10-09,Germany,Argentina,2,2,Friendly,Dortmund,Germany,FALSE,data/international_results/results.csv
2019-10-11,Czech Republic,England,2,1,UEFA Euro qualification,Prague,Czech Republic,FALSE,data/international_results/results.csv
2019-10-13,Ecuador,Argentina,1,6,Friendly,Elche,Spain,TRUE,data/international_results/results.csv
2019-10-14,Bulgaria,England,0,6,UEFA Euro qualification,Sofia,Bulgaria,FALSE,data/international_results/results.csv
2019-11-14,England,Montenegro,7,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2019-11-15,Brazil,Argentina,0,1,Superclásico de las Américas,Riyadh,Saudi Arabia,TRUE,data/international_results/results.csv
2019-11-17,Kosovo,England,0,4,UEFA Euro qualification,Pristina,Kosovo,FALSE,data/international_results/results.csv
2019-11-18,Argentina,Uruguay,2,2,Friendly,Tel Aviv,Israel,TRUE,data/international_results/results.csv
2020-09-05,Iceland,England,0,1,UEFA Nations League,Reykjavík,Iceland,FALSE,data/international_results/results.csv
2020-09-08,Denmark,England,0,0,UEFA Nations League,Copenhagen,Denmark,FALSE,data/international_results/results.csv
2020-10-08,England,Wales,3,0,Friendly,London,England,FALSE,data/international_results/results.csv
2020-10-08,Argentina,Ecuador,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2020-10-11,England,Belgium,2,1,UEFA Nations League,London,England,FALSE,data/international_results/results.csv
2020-10-13,Bolivia,Argentina,1,2,FIFA World Cup qualification,La Paz,Bolivia,FALSE,data/international_results/results.csv
2020-10-14,England,Denmark,0,1,UEFA Nations League,London,England,FALSE,data/international_results/results.csv
2020-11-12,England,Republic of Ireland,3,0,Friendly,London,England,FALSE,data/international_results/results.csv
2020-11-12,Argentina,Paraguay,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2020-11-15,Belgium,England,2,0,UEFA Nations League,Leuven,Belgium,FALSE,data/international_results/results.csv
2020-11-17,Peru,Argentina,0,2,FIFA World Cup qualification,Lima,Peru,FALSE,data/international_results/results.csv
2020-11-18,England,Iceland,4,0,UEFA Nations League,London,England,FALSE,data/international_results/results.csv
2021-03-25,England,San Marino,5,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2021-03-28,Albania,England,0,2,FIFA World Cup qualification,Tirana,Albania,FALSE,data/international_results/results.csv
2021-03-31,England,Poland,2,1,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2021-06-02,England,Austria,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
2021-06-03,Argentina,Chile,1,1,FIFA World Cup qualification,Santiago del Estero,Argentina,FALSE,data/international_results/results.csv
2021-06-06,England,Romania,1,0,Friendly,London,England,FALSE,data/international_results/results.csv
2021-06-08,Colombia,Argentina,2,2,FIFA World Cup qualification,Barranquilla,Colombia,FALSE,data/international_results/results.csv
2021-06-13,England,Croatia,1,0,UEFA Euro,London,England,FALSE,data/international_results/results.csv
2021-06-14,Argentina,Chile,1,1,Copa América,Rio de Janeiro,Brazil,TRUE,data/international_results/results.csv
2021-06-18,England,Scotland,0,0,UEFA Euro,London,England,FALSE,data/international_results/results.csv
2021-06-18,Argentina,Uruguay,1,0,Copa América,Brasília,Brazil,TRUE,data/international_results/results.csv
2021-06-21,Argentina,Paraguay,1,0,Copa América,Brasília,Brazil,TRUE,data/international_results/results.csv
2021-06-22,England,Czech Republic,1,0,UEFA Euro,London,England,FALSE,data/international_results/results.csv
2021-06-28,Argentina,Bolivia,4,1,Copa América,Cuiabá,Brazil,TRUE,data/international_results/results.csv
2021-06-29,England,Germany,2,0,UEFA Euro,London,England,FALSE,data/international_results/results.csv
2021-07-03,Ukraine,England,0,4,UEFA Euro,Rome,Italy,TRUE,data/international_results/results.csv
2021-07-03,Argentina,Ecuador,3,0,Copa América,Goiânia,Brazil,TRUE,data/international_results/results.csv
2021-07-06,Argentina,Colombia,1,1,Copa América,Brasília,Brazil,TRUE,data/international_results/results.csv
2021-07-07,England,Denmark,2,1,UEFA Euro,London,England,FALSE,data/international_results/results.csv
2021-07-10,Brazil,Argentina,0,1,Copa América,Rio de Janeiro,Brazil,FALSE,data/international_results/results.csv
2021-07-11,England,Italy,1,1,UEFA Euro,London,England,FALSE,data/international_results/results.csv
2021-09-02,Hungary,England,0,4,FIFA World Cup qualification,Budapest,Hungary,FALSE,data/international_results/results.csv
2021-09-02,Venezuela,Argentina,1,3,FIFA World Cup qualification,Caracas,Venezuela,FALSE,data/international_results/results.csv
2021-09-05,England,Andorra,4,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2021-09-08,Poland,England,1,1,FIFA World Cup qualification,Warsaw,Poland,FALSE,data/international_results/results.csv
2021-09-09,Argentina,Bolivia,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2021-10-07,Paraguay,Argentina,0,0,FIFA World Cup qualification,Asunción,Paraguay,FALSE,data/international_results/results.csv
2021-10-09,Andorra,England,0,5,FIFA World Cup qualification,Andorra la Vella,Andorra,FALSE,data/international_results/results.csv
2021-10-10,Argentina,Uruguay,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2021-10-12,England,Hungary,1,1,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2021-10-14,Argentina,Peru,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2021-11-12,England,Albania,5,0,FIFA World Cup qualification,London,England,FALSE,data/international_results/results.csv
2021-11-12,Uruguay,Argentina,0,1,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,data/international_results/results.csv
2021-11-15,San Marino,England,0,10,FIFA World Cup qualification,Serravalle,San Marino,FALSE,data/international_results/results.csv
2021-11-16,Argentina,Brazil,0,0,FIFA World Cup qualification,San Juan,Argentina,FALSE,data/international_results/results.csv
2022-01-27,Chile,Argentina,1,2,FIFA World Cup qualification,Calama,Chile,FALSE,data/international_results/results.csv
2022-02-01,Argentina,Colombia,1,0,FIFA World Cup qualification,Córdoba,Argentina,FALSE,data/international_results/results.csv
2022-03-25,Argentina,Venezuela,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2022-03-26,England,Switzerland,2,1,Friendly,London,England,FALSE,data/international_results/results.csv
2022-03-29,Ecuador,Argentina,1,1,FIFA World Cup qualification,Guayaquil,Ecuador,FALSE,data/international_results/results.csv
2022-03-29,England,Ivory Coast,3,0,Friendly,London,England,FALSE,data/international_results/results.csv
2022-06-01,Italy,Argentina,0,3,CONMEBOL–UEFA Cup of Champions,Paris,France,TRUE,data/international_results/results.csv
2022-06-04,Hungary,England,1,0,UEFA Nations League,Budapest,Hungary,FALSE,data/international_results/results.csv
2022-06-05,Argentina,Estonia,5,0,Friendly,Pamplona,Spain,TRUE,data/international_results/results.csv
2022-06-07,Germany,England,1,1,UEFA Nations League,Munich,Germany,FALSE,data/international_results/results.csv
2022-06-11,England,Italy,0,0,UEFA Nations League,Wolverhampton,England,FALSE,data/international_results/results.csv
2022-06-14,England,Hungary,0,4,UEFA Nations League,Wolverhampton,England,FALSE,data/international_results/results.csv
2022-09-23,Argentina,Honduras,3,0,Friendly,Miami Gardens,United States,TRUE,data/international_results/results.csv
2022-09-23,Italy,England,1,0,UEFA Nations League,Milan,Italy,FALSE,data/international_results/results.csv
2022-09-26,England,Germany,3,3,UEFA Nations League,London,England,FALSE,data/international_results/results.csv
2022-09-27,Argentina,Jamaica,3,0,Friendly,Harrison,United States,TRUE,data/international_results/results.csv
2022-11-16,United Arab Emirates,Argentina,0,5,Friendly,Abu Dhabi,United Arab Emirates,FALSE,data/international_results/results.csv
2022-11-21,England,Iran,6,2,FIFA World Cup,Al Rayyan,Qatar,TRUE,data/international_results/results.csv
2022-11-22,Argentina,Saudi Arabia,1,2,FIFA World Cup,Lusail,Qatar,TRUE,data/international_results/results.csv
2022-11-25,England,United States,0,0,FIFA World Cup,Al Khor,Qatar,TRUE,data/international_results/results.csv
2022-11-26,Argentina,Mexico,2,0,FIFA World Cup,Lusail,Qatar,TRUE,data/international_results/results.csv
2022-11-29,Wales,England,0,3,FIFA World Cup,Al Rayyan,Qatar,TRUE,data/international_results/results.csv
2022-11-30,Poland,Argentina,0,2,FIFA World Cup,Doha,Qatar,TRUE,data/international_results/results.csv
2022-12-03,Argentina,Australia,2,1,FIFA World Cup,Al Rayyan,Qatar,TRUE,data/international_results/results.csv
2022-12-04,England,Senegal,3,0,FIFA World Cup,Al Khor,Qatar,TRUE,data/international_results/results.csv
2022-12-09,Netherlands,Argentina,2,2,FIFA World Cup,Lusail,Qatar,TRUE,data/international_results/results.csv
2022-12-10,England,France,1,2,FIFA World Cup,Al Khor,Qatar,TRUE,data/international_results/results.csv
2022-12-13,Argentina,Croatia,3,0,FIFA World Cup,Lusail,Qatar,TRUE,data/international_results/results.csv
2022-12-18,Argentina,France,3,3,FIFA World Cup,Lusail,Qatar,TRUE,data/international_results/results.csv
2023-03-23,Argentina,Panama,2,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
2023-03-23,Italy,England,1,2,UEFA Euro qualification,Napoli,Italy,FALSE,data/international_results/results.csv
2023-03-26,England,Ukraine,2,0,UEFA Euro qualification,London,England,FALSE,data/international_results/results.csv
2023-03-28,Argentina,Curaçao,7,0,Friendly,Santiago del Estero,Argentina,FALSE,data/international_results/results.csv
2023-06-15,Argentina,Australia,2,0,Friendly,Beijing,China,TRUE,data/international_results/results.csv
2023-06-16,Malta,England,0,4,UEFA Euro qualification,Ta' Qali,Malta,FALSE,data/international_results/results.csv
2023-06-19,Indonesia,Argentina,0,2,Friendly,Jakarta,Indonesia,FALSE,data/international_results/results.csv
