date,team,side,opponent,rest_days
1996-10-09,Argentina,away,Venezuela,38
1996-11-09,England,away,Georgia,31
1996-12-15,Argentina,home,Chile,67
1996-12-28,Argentina,home,Serbia,13
1997-01-12,Argentina,away,Uruguay,15
1997-02-12,Argentina,away,Colombia,31
1997-02-12,England,home,Italy,95
1997-03-29,England,home,Mexico,45
1997-04-02,Argentina,away,Bolivia,49
1997-04-30,Argentina,home,Ecuador,28
1997-04-30,England,home,Georgia,32
1997-05-24,England,home,South Africa,24
1997-05-31,England,away,Poland,7
1997-06-04,England,home,Italy,4
1997-06-07,England,away,France,3
1997-06-08,Argentina,home,Peru,39
1997-06-10,England,home,Brazil,3
1997-06-11,Argentina,home,Ecuador,3
1997-06-14,Argentina,home,Chile,3
1997-06-17,Argentina,home,Paraguay,3
1997-06-21,Argentina,away,Peru,4
1997-07-06,Argentina,away,Paraguay,15
1997-07-20,Argentina,home,Venezuela,14
1997-09-10,Argentina,away,Chile,52
1997-09-10,England,home,Moldova,92
1997-10-11,England,away,Italy,31
1997-10-12,Argentina,home,Uruguay,32
1997-11-15,England,home,Cameroon,35
1997-11-16,Argentina,home,Colombia,35
1998-02-11,England,home,Chile,88
1998-02-24,Argentina,home,Serbia,100
1998-03-10,Argentina,home,Bulgaria,14
1998-03-25,England,away,Switzerland,42
1998-04-15,Argentina,away,Israel,36
1998-04-22,England,home,Portugal,28
1998-04-22,Argentina,away,Republic of Ireland,7
1998-04-29,Argentina,away,Brazil,7
1998-05-14,Argentina,home,Bosnia and Herzegovina,15
1998-05-19,Argentina,home,Chile,5
1998-05-23,England,home,Saudi Arabia,31
1998-05-25,Argentina,home,South Africa,6
1998-05-27,England,away,Morocco,4
1998-05-29,England,away,Belgium,2
1998-06-14,Argentina,home,Japan,20
1998-06-15,England,home,Tunisia,17
1998-06-21,Argentina,home,Jamaica,7
1998-06-22,England,away,Romania,7
1998-06-26,Argentina,home,Croatia,5
1998-06-26,England,away,Colombia,4
1998-06-30,Argentina,home,England,4
1998-06-30,England,away,Argentina,4
1998-07-04,Argentina,away,Netherlands,4
1998-09-05,England,away,Sweden,67
1998-10-10,England,home,Bulgaria,35
1998-10-14,England,away,Luxembourg,4
1998-11-18,England,home,Czech Republic,35
1999-02-03,Argentina,away,Venezuela,214
1999-02-10,England,home,France,84
1999-02-10,Argentina,away,Mexico,7
1999-03-27,England,home,Poland,45
1999-03-31,Argentina,away,Netherlands,49
1999-04-28,England,away,Hungary,32
1999-06-05,England,home,Sweden,38
1999-06-09,England,away,Bulgaria,4
1999-06-09,Argentina,away,Mexico,70
1999-06-13,Argentina,away,United States,4
1999-06-26,Argentina,home,Lithuania,13
1999-07-01,Argentina,home,Ecuador,5
1999-07-04,Argentina,home,Colombia,3
1999-07-07,Argentina,away,Uruguay,3
1999-07-11,Argentina,away,Brazil,4
1999-09-04,Argentina,home,Brazil,55
1999-09-04,England,home,Luxembourg,87
1999-09-07,Argentina,away,Brazil,3
1999-09-08,England,away,Poland,4
1999-10-10,England,home,Belgium,32
1999-10-13,Argentina,home,Colombia,36
1999-11-13,England,away,Scotland,34
1999-11-17,England,home,Scotland,4
1999-11-17,Argentina,away,Spain,35
2000-02-23,England,home,Argentina,98
2000-02-23,Argentina,away,England,98
2000-03-29,Argentina,home,Chile,35
2000-04-26,Argentina,away,Venezuela,28
2000-05-27,England,home,Brazil,94
2000-05-31,England,home,Ukraine,4
2000-06-03,England,away,Malta,3
2000-06-04,Argentina,home,Bolivia,39
2000-06-12,England,away,Portugal,9
2000-06-17,England,home,Germany,5
2000-06-20,England,home,Romania,3
2000-06-29,Argentina,away,Colombia,25
2000-07-19,Argentina,home,Ecuador,20
2000-07-26,Argentina,away,Brazil,7
2000-08-16,Argentina,home,Paraguay,21
2000-09-02,England,away,France,74
2000-09-03,Argentina,away,Peru,18
2000-10-07,England,home,Germany,35
2000-10-08,Argentina,home,Uruguay,35
2000-10-11,England,away,Finland,4
2000-11-15,Argentina,away,Chile,38
2000-11-15,England,away,Italy,35
2000-12-20,Argentina,away,Mexico,35
2001-02-28,England,home,Spain,105
2001-02-28,Argentina,away,Italy,70
2001-03-24,England,home,Finland,24
2001-03-28,England,away,Albania,4
2001-03-28,Argentina,home,Venezuela,28
2001-04-25,Argentina,away,Bolivia,28
2001-05-25,England,home,Mexico,58
2001-06-03,Argentina,home,Colombia,39
2001-06-06,England,away,Greece,12
2001-08-15,Argentina,away,Ecuador,73
2001-08-15,England,home,Netherlands,70
2001-09-01,England,away,Germany,17
2001-09-05,Argentina,home,Brazil,21
2001-09-05,England,home,Albania,4
2001-10-06,England,home,Greece,31
2001-10-07,Argentina,away,Paraguay,32
2001-11-08,Argentina,home,Peru,32
2001-11-10,England,home,Sweden,35
2001-11-14,Argentina,away,Uruguay,6
2002-02-13,England,away,Netherlands,95
2002-02-13,Argentina,away,Wales,91
2002-03-27,Argentina,home,Cameroon,42
2002-03-27,England,home,Italy,42
2002-04-17,England,home,Paraguay,21
2002-04-17,Argentina,away,Germany,21
2002-05-21,England,away,South Korea,34
2002-05-26,England,away,Cameroon,5
2002-06-02,Argentina,home,Nigeria,46
2002-06-02,England,home,Sweden,7
2002-06-07,Argentina,home,England,5
2002-06-07,England,away,Argentina,5
2002-06-12,England,away,Nigeria,5
2002-06-12,Argentina,away,Sweden,5
2002-06-15,England,away,Denmark,3
2002-06-21,England,home,Brazil,6
2002-09-07,England,home,Portugal,78
2002-10-12,England,away,Slovakia,35
2002-10-16,England,home,North Macedonia,4
2002-11-20,Argentina,away,Japan,161
2003-01-31,Argentina,away,Honduras,72
2003-02-04,Argentina,away,Mexico,4
2003-02-08,Argentina,away,United States,4
2003-02-12,England,home,Australia,119
2003-02-12,Argentina,away,Netherlands,4
2003-03-29,England,away,Liechtenstein,45
2003-04-02,England,home,Turkey,4
2003-04-30,Argentina,away,Libya,77
2003-05-22,England,away,South Africa,50
2003-06-03,England,home,Serbia,12
2003-06-08,Argentina,away,Japan,39
2003-06-11,England,home,Slovakia,8
2003-06-11,Argentina,away,South Korea,3
2003-07-16,Argentina,home,Uruguay,35
2003-08-20,Argentina,home,Uruguay,35
2003-08-20,England,home,Croatia,70
2003-09-06,Argentina,home,Chile,17
2003-09-06,England,away,North Macedonia,17
2003-09-09,Argentina,away,Venezuela,3
2003-09-10,England,home,Liechtenstein,4
2003-10-11,England,away,Turkey,31
2003-11-15,Argentina,home,Bolivia,67
2003-11-16,England,home,Denmark,36
2003-11-19,Argentina,away,Colombia,4
2004-02-18,England,away,Portugal,94
2004-03-30,Argentina,home,Ecuador,132
2004-03-31,England,away,Sweden,42
2004-04-28,Argentina,away,Morocco,29
2004-06-01,England,home,Japan,62
2004-06-02,Argentina,away,Brazil,35
2004-06-05,England,home,Iceland,4
2004-06-06,Argentina,home,Paraguay,4
2004-06-13,England,away,France,8
2004-06-17,England,home,Switzerland,4
2004-06-21,England,away,Croatia,4
2004-06-24,England,away,Portugal,3
2004-06-27,Argentina,home,Colombia,21
2004-06-30,Argentina,home,Peru,3
2004-07-07,Argentina,home,Ecuador,7
2004-07-10,Argentina,home,Mexico,3
2004-07-13,Argentina,home,Uruguay,3
2004-07-17,Argentina,away,Peru,4
2004-07-20,Argentina,home,Colombia,3
2004-07-25,Argentina,home,Brazil,5
2004-08-18,England,home,Ukraine,55
2004-08-18,Argentina,away,Japan,24
2004-09-04,England,away,Austria,17
2004-09-04,Argentina,away,Peru,17
2004-09-08,England,away,Poland,4
2004-10-09,Argentina,home,Uruguay,35
2004-10-09,England,home,Wales,31
2004-10-13,England,away,Azerbaijan,4
2004-10-13,Argentina,away,Chile,4
2004-11-17,Argentina,home,Venezuela,35
2004-11-17,England,away,Spain,35
2004-12-29,Argentina,away,Catalonia,42
2005-02-09,England,home,Netherlands,84
2005-02-09,Argentina,away,Germany,42
2005-03-09,Argentina,away,Mexico,28
2005-03-26,Argentina,away,Bolivia,17
2005-03-26,England,home,Northern Ireland,45
2005-03-30,Argentina,home,Colombia,4
2005-03-30,England,home,Azerbaijan,4
2005-05-28,England,away,United States,59
2005-05-31,England,away,Colombia,3
2005-06-04,Argentina,away,Ecuador,66
2005-06-08,Argentina,home,Brazil,4
2005-06-15,Argentina,home,Tunisia,7
2005-06-18,Argentina,away,Australia,3
2005-06-21,Argentina,away,Germany,3
2005-06-26,Argentina,away,Mexico,5
2005-06-29,Argentina,away,Brazil,3
2005-08-17,England,away,Denmark,78
2005-08-17,Argentina,away,Hungary,49
2005-09-03,Argentina,away,Paraguay,17
2005-09-03,England,away,Wales,17
2005-09-07,England,away,Northern Ireland,4
2005-10-08,England,home,Austria,31
2005-10-09,Argentina,home,Peru,36
2005-10-12,England,home,Poland,4
2005-10-12,Argentina,away,Uruguay,3
2005-11-12,England,home,Argentina,31
2005-11-12,Argentina,away,England,31
2005-11-16,Argentina,away,Qatar,4
2006-03-01,Argentina,home,Croatia,105
2006-03-01,England,home,Uruguay,109
2006-05-30,Argentina,home,Angola,90
2006-05-30,England,home,Hungary,90
2006-06-03,England,home,Jamaica,4
2006-06-10,Argentina,home,Ivory Coast,11
2006-06-10,England,home,Paraguay,7
2006-06-15,England,home,Trinidad and Tobago,5
2006-06-16,Argentina,home,Serbia,6
2006-06-20,England,away,Sweden,5
2006-06-21,Argentina,away,Netherlands,5
2006-06-24,Argentina,home,Mexico,3
2006-06-25,England,home,Ecuador,5
2006-06-30,Argentina,away,Germany,6
2006-07-01,England,home,Portugal,6
2006-08-16,England,home,Greece,46
2006-09-02,England,home,Andorra,17
2006-09-03,Argentina,home,Brazil,65
2006-09-06,England,away,North Macedonia,4
2006-10-07,England,home,North Macedonia,31
2006-10-11,England,away,Croatia,4
2006-10-11,Argentina,away,Spain,38
2006-11-15,England,away,Netherlands,35
2007-02-07,England,home,Spain,84
2007-02-07,Argentina,away,France,119
2007-03-24,England,away,Israel,45
2007-03-28,England,away,Andorra,4
2007-04-18,Argentina,home,Chile,70
2007-06-01,England,home,Brazil,65
2007-06-02,Argentina,away,Switzerland,45
2007-06-05,Argentina,away,Algeria,3
2007-06-06,England,away,Estonia,5
2007-06-28,Argentina,home,United States,23
2007-07-02,Argentina,home,Colombia,4
2007-07-05,Argentina,home,Paraguay,3
2007-07-08,Argentina,home,Peru,3
2007-07-11,Argentina,away,Mexico,3
2007-07-15,Argentina,away,Brazil,4
2007-08-22,England,home,Germany,77
2007-08-22,Argentina,away,Norway,38
2007-09-08,England,home,Israel,17
2007-09-11,Argentina,away,Australia,20
2007-09-12,England,home,Russia,4
2007-10-13,Argentina,home,Chile,32
2007-10-13,England,home,Estonia,31
2007-10-16,Argentina,away,Venezuela,3
2007-10-17,England,away,Russia,4
2007-11-16,England,away,Austria,30
2007-11-17,Argentina,home,Bolivia,32
2007-11-20,Argentina,away,Colombia,3
2007-11-21,England,home,Croatia,5
2008-02-06,England,home,Switzerland,77
2008-03-26,Argentina,away,Egypt,127
2008-03-26,England,away,France,49
2008-05-24,Argentina,away,Catalonia,59
2008-05-28,England,home,United States,63
2008-06-01,England,away,Trinidad and Tobago,4
2008-06-04,Argentina,away,Mexico,11
2008-06-08,Argentina,away,United States,4
2008-06-15,Argentina,home,Ecuador,7
2008-06-18,Argentina,away,Brazil,3
2008-08-20,Argentina,away,Belarus,63
2008-08-20,England,home,Czech Republic,80
2008-09-06,England,away,Andorra,17
2008-09-06,Argentina,home,Paraguay,17
2008-09-10,England,away,Croatia,4
2008-09-10,Argentina,away,Peru,4
2008-10-11,Argentina,home,Uruguay,31
2008-10-11,England,home,Kazakhstan,31
2008-10-15,England,away,Belarus,4
2008-10-15,Argentina,away,Chile,4
2008-11-19,England,away,Germany,35
2008-11-19,Argentina,away,Scotland,35
2009-02-11,Argentina,away,France,84
2009-02-11,England,away,Spain,84
2009-03-28,Argentina,home,Venezuela,45
2009-03-28,England,home,Slovakia,45
2009-04-01,England,home,Ukraine,4
2009-04-01,Argentina,away,Bolivia,4
2009-05-20,Argentina,home,Panama,49
2009-06-06,Argentina,home,Colombia,17
2009-06-06,England,away,Kazakhstan,66
2009-06-10,Argentina,away,Ecuador,4
2009-06-10,England,home,Andorra,4
2009-08-12,England,away,Netherlands,63
2009-08-12,Argentina,away,Russia,63
2009-09-05,Argentina,home,Brazil,24
2009-09-05,England,home,Slovenia,24
2009-09-09,England,home,Croatia,4
2009-09-09,Argentina,away,Paraguay,4
2009-09-30,Argentina,home,Ghana,21
2009-10-10,Argentina,home,Peru,10
2009-10-10,England,away,Ukraine,31
2009-10-14,England,home,Belarus,4
2009-10-14,Argentina,away,Uruguay,4
2009-11-14,England,away,Brazil,31
2009-11-14,Argentina,away,Spain,31
2009-12-22,Argentina,away,Catalonia,38
2010-01-26,Argentina,home,Costa Rica,35
2010-02-10,Argentina,home,Jamaica,15
2010-03-03,England,home,Egypt,109
2010-03-03,Argentina,away,Germany,21
2010-05-05,Argentina,home,Haiti,63
2010-05-24,Argentina,home,Canada,19
2010-05-24,England,home,Mexico,82
2010-05-30,England,away,Japan,6
2010-06-12,Argentina,home,Nigeria,19
2010-06-12,England,home,United States,13
2010-06-17,Argentina,home,South Korea,5
2010-06-18,England,home,Algeria,6
2010-06-22,Argentina,away,Greece,5
2010-06-23,England,away,Slovenia,5
2010-06-27,Argentina,home,Mexico,5
2010-06-27,England,away,Germany,4
2010-07-03,Argentina,home,Germany,6
2010-08-11,England,home,Hungary,45
2010-08-11,Argentina,away,Republic of Ireland,39
2010-09-03,England,home,Bulgaria,23
2010-09-07,Argentina,home,Spain,27
2010-09-07,England,away,Switzerland,4
2010-10-08,Argentina,away,Japan,31
2010-10-12,England,home,Montenegro,35
2010-11-17,Argentina,home,Brazil,40
2010-11-17,England,home,France,36
2011-02-09,Argentina,home,Portugal,84
2011-02-09,England,away,Denmark,84
2011-03-16,Argentina,home,Venezuela,35
2011-03-26,Argentina,away,United States,10
2011-03-26,England,away,Wales,45
2011-03-29,Argentina,away,Costa Rica,3
2011-03-29,England,home,Ghana,3
2011-04-20,Argentina,home,Ecuador,22
2011-05-25,Argentina,home,Paraguay,35
2011-06-01,Argentina,away,Nigeria,7
2011-06-04,England,home,Switzerland,67
2011-06-05,Argentina,away,Poland,4
2011-06-20,Argentina,home,Albania,15
2011-07-01,Argentina,home,Bolivia,11
2011-07-06,Argentina,home,Colombia,5
2011-07-11,Argentina,home,Costa Rica,5
2011-07-16,Argentina,home,Uruguay,5
2011-09-02,Argentina,home,Venezuela,48
2011-09-02,England,away,Bulgaria,90
2011-09-06,Argentina,home,Nigeria,4
2011-09-06,England,home,Wales,4
2011-09-14,Argentina,home,Brazil,8
2011-09-28,Argentina,away,Brazil,14
2011-10-07,Argentina,home,Chile,9
2011-10-07,England,away,Montenegro,31
2011-10-11,Argentina,away,Venezuela,4
2011-11-11,Argentina,home,Bolivia,31
2011-11-12,England,home,Spain,36
2011-11-15,Argentina,away,Colombia,4
2011-11-15,England,home,Sweden,3
2012-02-29,England,home,Netherlands,106
2012-02-29,Argentina,away,Switzerland,106
2012-05-26,England,away,Norway,87
2012-06-02,Argentina,home,Ecuador,94
2012-06-02,England,home,Belgium,7
2012-06-09,Argentina,away,Brazil,7
2012-06-11,England,away,France,9
2012-06-15,England,away,Sweden,4
2012-06-19,England,away,Ukraine,4
2012-06-24,England,home,Italy,5
2012-08-15,England,home,Italy,52
2012-08-15,Argentina,away,Germany,67
2012-09-07,Argentina,home,Paraguay,23
2012-09-07,England,away,Moldova,23
2012-09-11,England,home,Ukraine,4
2012-09-11,Argentina,away,Peru,4
2012-09-19,Argentina,away,Brazil,8
2012-10-12,Argentina,home,Uruguay,23
2012-10-12,England,home,San Marino,31
2012-10-16,Argentina,away,Chile,4
2012-10-17,England,away,Poland,5
2012-11-14,Argentina,away,Saudi Arabia,29
2012-11-14,England,away,Sweden,28
2012-11-21,Argentina,home,Brazil,7
2013-02-06,England,home,Brazil,84
2013-02-06,Argentina,away,Sweden,77
2013-03-22,Argentina,home,Venezuela,44
2013-03-22,England,away,San Marino,44
2013-03-26,Argentina,away,Bolivia,4
2013-03-26,England,away,Montenegro,4
2013-05-29,England,home,Republic of Ireland,64
2013-06-02,England,away,Brazil,4
2013-06-07,Argentina,home,Colombia,73
2013-06-11,Argentina,away,Ecuador,4
2013-06-14,Argentina,away,Guatemala,3
2013-08-14,England,home,Scotland,73
2013-08-14,Argentina,away,Italy,61
2013-09-06,England,home,Moldova,23
2013-09-10,Argentina,away,Paraguay,27
2013-09-10,England,away,Ukraine,4
2013-10-11,Argentina,home,Peru,31
2013-10-11,England,home,Montenegro,31
2013-10-15,England,home,Poland,4
2013-10-15,Argentina,away,Uruguay,4
2013-11-15,Argentina,home,Ecuador,31
2013-11-15,England,home,Chile,31
2013-11-18,Argentina,home,Bosnia and Herzegovina,3
2013-11-19,England,home,Germany,4
2014-03-05,England,home,Denmark,106
2014-03-05,Argentina,away,Romania,107
2014-05-30,England,home,Peru,86
2014-06-04,Argentina,home,Trinidad and Tobago,91
2014-06-04,England,away,Ecuador,5
2014-06-07,Argentina,home,Slovenia,3
2014-06-07,England,away,Honduras,3
2014-06-14,England,home,Italy,7
2014-06-15,Argentina,home,Bosnia and Herzegovina,8
2014-06-19,England,away,Uruguay,5
2014-06-21,Argentina,home,Iran,6
2014-06-24,England,away,Costa Rica,5
2014-06-25,Argentina,away,Nigeria,4
2014-07-01,Argentina,home,Switzerland,6
2014-07-05,Argentina,home,Belgium,4
2014-07-09,Argentina,away,Netherlands,4
2014-07-13,Argentina,away,Germany,4
2014-09-03,England,home,Norway,71
2014-09-03,Argentina,away,Germany,52
2014-09-08,England,away,Switzerland,5
2014-10-09,England,home,San Marino,31
2014-10-11,Argentina,home,Brazil,38
2014-10-12,England,away,Estonia,3
2014-10-14,Argentina,away,Hong Kong,3
2014-11-12,Argentina,home,Croatia,29
2014-11-15,England,home,Slovenia,34
2014-11-18,Argentina,away,Portugal,6
2014-11-18,England,away,Scotland,3
2015-03-27,England,home,Lithuania,129
2015-03-28,Argentina,home,El Salvador,130
2015-03-31,Argentina,home,Ecuador,3
2015-03-31,England,away,Italy,4
2015-06-06,Argentina,home,Bolivia,67
2015-06-07,England,away,Republic of Ireland,68
2015-06-13,Argentina,home,Paraguay,7
2015-06-14,England,away,Slovenia,7
2015-06-16,Argentina,home,Uruguay,3
2015-06-20,Argentina,home,Jamaica,4
2015-06-26,Argentina,home,Colombia,6
2015-06-30,Argentina,home,Paraguay,4
2015-07-04,Argentina,away,Chile,4
2015-09-05,Argentina,home,Bolivia,63
2015-09-05,England,away,San Marino,83
2015-09-08,England,home,Switzerland,3
2015-09-08,Argentina,away,Mexico,3
2015-10-08,Argentina,home,Ecuador,30
2015-10-09,England,home,Estonia,31
2015-10-12,England,away,Lithuania,3
2015-10-13,Argentina,away,Paraguay,5
2015-11-13,Argentina,home,Brazil,31
2015-11-13,England,away,Spain,32
2015-11-17,Argentina,away,Colombia,4
2015-11-17,England,home,France,4
2016-03-24,Argentina,away,Chile,128
2016-03-26,England,away,Germany,130
2016-03-29,Argentina,home,Bolivia,5
2016-03-29,England,home,Netherlands,3
2016-05-22,England,home,Turkey,54
2016-05-27,England,home,Australia,5
2016-06-02,England,home,Portugal,6
2016-06-06,Argentina,home,Chile,69
2016-06-10,Argentina,home,Panama,4
2016-06-11,England,home,Russia,9
2016-06-14,Argentina,home,Bolivia,4
2016-06-16,England,home,Wales,5
2016-06-18,Argentina,home,Venezuela,4
2016-06-20,England,away,Slovakia,4
2016-06-21,Argentina,away,United States,3
2016-06-26,Argentina,home,Chile,5
2016-06-27,England,home,Iceland,7
2016-09-01,Argentina,home,Uruguay,67
2016-09-04,England,away,Slovakia,69
2016-09-06,Argentina,away,Venezuela,5
2016-10-06,Argentina,away,Peru,30
2016-10-08,England,home,Malta,34
2016-10-11,Argentina,home,Paraguay,5
2016-10-11,England,away,Slovenia,3
2016-11-10,Argentina,away,Brazil,30
2016-11-11,England,home,Scotland,31
2016-11-15,Argentina,home,Colombia,5
2016-11-15,England,home,Spain,4
2017-03-22,England,away,Germany,127
2017-03-23,Argentina,home,Chile,128
2017-03-26,England,home,Lithuania,4
2017-03-28,Argentina,away,Bolivia,5
2017-06-09,Argentina,home,Brazil,73
2017-06-10,England,away,Scotland,76
2017-06-13,England,away,France,3
2017-06-13,Argentina,away,Singapore,4
2017-08-31,Argentina,away,Uruguay,79
2017-09-01,England,away,Malta,80
2017-09-04,England,home,Slovakia,3
2017-09-05,Argentina,home,Venezuela,5
2017-10-05,Argentina,home,Peru,30
2017-10-05,England,home,Slovenia,31
2017-10-08,England,away,Lithuania,3
2017-10-10,Argentina,away,Ecuador,5
2017-11-10,England,home,Germany,33
2017-11-11,Argentina,away,Russia,32
2017-11-14,Argentina,home,Nigeria,3
2017-11-14,England,home,Brazil,4
2018-03-23,Argentina,away,Italy,129
2018-03-23,England,away,Netherlands,129
2018-03-27,England,home,Italy,4
2018-03-27,Argentina,away,Spain,4
2018-05-29,Argentina,home,Haiti,63
2018-06-02,England,home,Nigeria,67
2018-06-07,England,home,Costa Rica,5
2018-06-16,Argentina,home,Iceland,18
2018-06-18,England,away,Tunisia,11
2018-06-21,Argentina,home,Croatia,5
2018-06-24,England,home,Panama,6
2018-06-26,Argentina,away,Nigeria,5
2018-06-28,England,home,Belgium,4
2018-06-30,Argentina,away,France,4
2018-07-03,England,away,Colombia,5
2018-07-07,England,away,Sweden,4
2018-07-11,England,away,Croatia,4
2018-07-14,England,away,Belgium,3
2018-09-07,Argentina,home,Guatemala,69
2018-09-08,England,home,Spain,56
2018-09-11,Argentina,away,Colombia,4
2018-09-11,England,home,Switzerland,3
2018-10-11,Argentina,home,Iraq,30
2018-10-12,England,away,Croatia,31
2018-10-15,England,away,Spain,3
2018-10-16,Argentina,home,Brazil,5
2018-11-15,England,home,United States,31
2018-11-16,Argentina,home,Mexico,31
2018-11-18,England,home,Croatia,3
2018-11-20,Argentina,home,Mexico,4
2019-03-22,Argentina,home,Venezuela,122
2019-03-22,England,home,Czech Republic,124
2019-03-25,England,away,Montenegro,3
2019-03-26,Argentina,away,Morocco,4
2019-06-06,England,home,Netherlands,73
2019-06-07,Argentina,home,Nicaragua,73
2019-06-09,England,away,Switzerland,3
2019-06-15,Argentina,home,Colombia,8
2019-06-19,Argentina,home,Paraguay,4
2019-06-23,Argentina,away,Qatar,4
2019-06-28,Argentina,away,Venezuela,5
2019-07-02,Argentina,away,Brazil,4
2019-07-06,Argentina,home,Chile,4
2019-09-05,Argentina,home,Chile,61
2019-09-07,England,home,Bulgaria,90
2019-09-10,Argentina,home,Mexico,5
2019-09-10,England,home,Kosovo,3
2019-10-09,Argentina,away,Germany,29
2019-10-11,England,away,Czech Republic,31
2019-10-13,Argentina,away,Ecuador,4
2019-10-14,England,away,Bulgaria,3
2019-11-14,England,home,Montenegro,31
2019-11-15,Argentina,away,Brazil,33
2019-11-17,England,away,Kosovo,3
2019-11-18,Argentina,home,Uruguay,3
2020-09-05,England,away,Iceland,293
2020-09-08,England,away,Denmark,3
2020-10-08,England,home,Wales,30
2020-10-08,Argentina,home,Ecuador,325
2020-10-11,England,home,Belgium,3
2020-10-13,Argentina,away,Bolivia,5
2020-10-14,England,home,Denmark,3
2020-11-12,England,home,Republic of Ireland,29
2020-11-12,Argentina,home,Paraguay,30
2020-11-15,England,away,Belgium,3
2020-11-17,Argentina,away,Peru,5
2020-11-18,England,home,Iceland,3
2021-03-25,England,home,San Marino,127
2021-03-28,England,away,Albania,3
2021-03-31,England,home,Poland,3
2021-06-02,England,home,Austria,63
2021-06-03,Argentina,home,Chile,198
2021-06-06,England,home,Romania,4
2021-06-08,Argentina,away,Colombia,5
2021-06-13,England,home,Croatia,7
2021-06-14,Argentina,home,Chile,6
2021-06-18,England,home,Scotland,5
2021-06-18,Argentina,home,Uruguay,4
2021-06-21,Argentina,home,Paraguay,3
2021-06-22,England,home,Czech Republic,4
2021-06-28,Argentina,home,Bolivia,7
2021-06-29,England,home,Germany,7
2021-07-03,England,away,Ukraine,4
2021-07-03,Argentina,home,Ecuador,5
2021-07-06,Argentina,home,Colombia,3
2021-07-07,England,home,Denmark,4
2021-07-10,Argentina,away,Brazil,4
2021-07-11,England,home,Italy,4
2021-09-02,England,away,Hungary,53
2021-09-02,Argentina,away,Venezuela,54
2021-09-05,England,home,Andorra,3
2021-09-08,England,away,Poland,3
2021-09-09,Argentina,home,Bolivia,7
2021-10-07,Argentina,away,Paraguay,28
2021-10-09,England,away,Andorra,31
2021-10-10,Argentina,home,Uruguay,3
2021-10-12,England,home,Hungary,3
2021-10-14,Argentina,home,Peru,4
2021-11-12,England,home,Albania,31
2021-11-12,Argentina,away,Uruguay,29
2021-11-15,England,away,San Marino,3
2021-11-16,Argentina,home,Brazil,4
2022-01-27,Argentina,away,Chile,72
2022-02-01,Argentina,home,Colombia,5
2022-03-25,Argentina,home,Venezuela,52
2022-03-26,England,home,Switzerland,131
2022-03-29,Argentina,away,Ecuador,4
2022-03-29,England,home,Ivory Coast,3
2022-06-01,Argentina,away,Italy,64
2022-06-04,England,away,Hungary,67
2022-06-05,Argentina,home,Estonia,4
2022-06-07,England,away,Germany,3
2022-06-11,England,home,Italy,4
2022-06-14,England,home,Hungary,3
2022-09-23,Argentina,home,Honduras,110
2022-09-23,England,away,Italy,101
2022-09-26,England,home,Germany,3
2022-09-27,Argentina,home,Jamaica,4
2022-11-16,Argentina,away,United Arab Emirates,50
2022-11-21,England,home,Iran,56
2022-11-22,Argentina,home,Saudi Arabia,6
2022-11-25,England,home,United States,4
2022-11-26,Argentina,home,Mexico,4
2022-11-29,England,away,Wales,4
2022-11-30,Argentina,away,Poland,4
2022-12-03,Argentina,home,Australia,3
2022-12-04,England,home,Senegal,5
2022-12-09,Argentina,away,Netherlands,6
2022-12-10,England,home,France,6
2022-12-13,Argentina,home,Croatia,4
2022-12-18,Argentina,home,France,5
2023-03-23,Argentina,home,Panama,95
2023-03-23,England,away,Italy,103
2023-03-26,England,home,Ukraine,3
2023-03-28,Argentina,home,Curaçao,5
2023-06-15,Argentina,home,Australia,79
2023-06-16,England,away,Malta,82
2023-06-19,Argentina,away,Indonesia,4
2023-06-19,England,home,North Macedonia,3
2023-09-07,Argentina,home,Ecuador,80
2023-09-09,England,away,Ukraine,82
2023-09-12,Argentina,away,Bolivia,5
2023-09-12,England,away,Scotland,3
2023-10-12,Argentina,home,Paraguay,30
2023-10-13,England,home,Australia,31
2023-10-17,Argentina,away,Peru,5
2023-10-17,England,home,Italy,4
2023-11-16,Argentina,home,Uruguay,30
2023-11-17,England,home,Malta,31
2023-11-20,England,away,North Macedonia,3
2023-11-21,Argentina,away,Brazil,5
2024-03-22,Argentina,home,El Salvador,122
2024-03-23,England,home,Brazil,124
2024-03-26,Argentina,home,Costa Rica,4
2024-03-26,England,home,Belgium,3
2024-06-03,England,home,Bosnia and Herzegovina,69
2024-06-07,England,home,Iceland,4
2024-06-09,Argentina,home,Ecuador,75
2024-06-14,Argentina,home,Guatemala,5
2024-06-16,England,away,Serbia,9
2024-06-20,England,away,Denmark,4
2024-06-20,Argentina,home,Canada,6
2024-06-25,England,home,Slovenia,5
2024-06-25,Argentina,away,Chile,5
2024-06-29,Argentina,home,Peru,4
2024-06-30,England,home,Slovakia,5
2024-07-04,Argentina,home,Ecuador,5
2024-07-06,England,home,Switzerland,6
2024-07-09,Argentina,home,Canada,5
2024-07-10,England,away,Netherlands,4
2024-07-14,England,away,Spain,4
2024-07-14,Argentina,home,Colombia,5
2024-09-05,Argentina,home,Chile,53
2024-09-07,England,away,Republic of Ireland,55
2024-09-10,England,home,Finland,3
2024-09-10,Argentina,away,Colombia,5
2024-10-10,England,home,Greece,30
2024-10-10,Argentina,away,Venezuela,30
2024-10-13,England,away,Finland,3
