date,team,side,opponent,rest_days
1962-04-14,England,away,Scotland,10
1962-05-09,England,home,Switzerland,25
1962-05-20,England,away,Peru,11
1962-05-30,Argentina,home,Bulgaria,63
1962-05-31,England,home,Hungary,11
1962-06-02,Argentina,home,England,3
1962-06-02,England,away,Argentina,2
1962-06-06,Argentina,home,Hungary,4
1962-06-07,England,away,Bulgaria,5
1962-06-10,England,away,Brazil,3
1962-08-15,Argentina,home,Uruguay,70
1962-10-03,England,home,France,115
1962-10-20,England,away,Northern Ireland,17
1962-11-07,Argentina,away,Chile,84
1962-11-21,Argentina,home,Chile,14
1962-11-21,England,home,Wales,32
1963-02-27,England,away,France,98
1963-03-10,Argentina,home,Colombia,109
1963-03-13,Argentina,home,Peru,3
1963-03-20,Argentina,home,Ecuador,7
1963-03-24,Argentina,home,Brazil,4
1963-03-28,Argentina,away,Bolivia,4
1963-03-31,Argentina,home,Paraguay,3
1963-04-06,England,home,Scotland,38
1963-04-13,Argentina,away,Brazil,13
1963-04-16,Argentina,away,Brazil,3
1963-05-08,England,home,Brazil,32
1963-05-29,England,away,Czechoslovakia,21
1963-06-02,England,away,German DR,4
1963-06-05,England,away,Switzerland,3
1963-10-12,England,away,Wales,129
1963-10-15,Argentina,away,Paraguay,182
1963-10-29,Argentina,home,Paraguay,14
1963-11-20,England,home,Northern Ireland,39
1964-04-11,England,away,Scotland,143
1964-05-06,England,home,Uruguay,25
1964-05-17,England,away,Portugal,11
1964-05-24,England,away,Republic of Ireland,7
1964-05-27,England,away,United States,3
1964-05-30,England,away,Brazil,3
1964-05-31,Argentina,home,Portugal,215
1964-06-03,Argentina,away,Brazil,3
1964-06-04,England,home,Portugal,5
1964-06-06,Argentina,home,England,3
1964-06-06,England,away,Argentina,2
1964-09-24,Argentina,home,Chile,110
1964-10-03,England,away,Northern Ireland,119
1964-10-14,Argentina,away,Chile,20
1964-10-21,England,home,Belgium,18
1964-11-18,England,home,Wales,28
1964-11-25,Argentina,away,Paraguay,42
1964-12-08,Argentina,home,Paraguay,13
1964-12-09,England,away,Netherlands,21
1965-04-10,England,home,Scotland,122
1965-05-05,England,home,Hungary,25
1965-05-09,England,away,Yugoslavia,4
1965-05-12,England,away,Germany,3
1965-05-16,England,away,Sweden,4
1965-06-03,Argentina,away,France,177
1965-06-09,Argentina,away,Brazil,6
1965-07-14,Argentina,home,Chile,35
1965-07-21,Argentina,away,Chile,7
1965-08-01,Argentina,home,Paraguay,11
1965-08-08,Argentina,away,Paraguay,7
1965-08-17,Argentina,home,Bolivia,9
1965-08-29,Argentina,away,Bolivia,12
1965-10-02,England,away,Wales,139
1965-10-20,England,home,Austria,18
1965-11-10,England,home,Northern Ireland,21
1965-12-01,Argentina,home,Russia,94
1965-12-08,England,away,Spain,28
1966-01-05,England,home,Poland,28
1966-02-23,England,home,Germany,49
1966-04-02,England,away,Scotland,38
1966-05-04,England,home,Yugoslavia,32
1966-06-11,Argentina,home,Poland,192
1966-06-22,Argentina,away,Italy,11
1966-06-26,England,away,Finland,53
1966-06-29,England,away,Norway,3
1966-07-03,England,away,Denmark,4
1966-07-05,England,away,Poland,2
1966-07-11,England,home,Uruguay,6
1966-07-13,Argentina,home,Spain,21
1966-07-16,Argentina,home,Germany,3
1966-07-16,England,home,Mexico,5
1966-07-19,Argentina,home,Switzerland,3
1966-07-20,England,home,France,4
1966-07-23,England,home,Argentina,3
1966-07-23,Argentina,away,England,4
1966-07-26,England,home,Portugal,3
1966-07-30,England,home,Germany,4
1966-10-22,England,away,Northern Ireland,84
1966-11-02,England,home,Czechoslovakia,11
1966-11-16,England,home,Wales,14
1967-01-18,Argentina,home,Paraguay,179
1967-01-22,Argentina,away,Bolivia,4
1967-01-25,Argentina,home,Venezuela,3
1967-01-28,Argentina,home,Chile,3
1967-02-02,Argentina,away,Uruguay,5
1967-04-15,England,home,Scotland,150
1967-05-24,England,home,Spain,39
1967-05-27,England,away,Austria,3
1967-08-15,Argentina,away,Chile,194
1967-08-22,Argentina,away,Mexico,7
1967-10-13,Argentina,away,Paraguay,52
1967-10-21,England,away,Wales,147
1967-11-08,Argentina,away,Chile,26
1967-11-22,England,home,Northern Ireland,32
1967-12-06,England,home,Russia,14
1968-02-24,England,away,Scotland,80
1968-04-03,England,home,Spain,39
1968-05-08,England,away,Spain,35
1968-05-15,Argentina,away,Paraguay,189
1968-05-22,England,home,Sweden,14
1968-06-01,England,away,Germany,10
1968-06-05,Argentina,home,Uruguay,21
1968-06-05,England,home,Yugoslavia,4
1968-06-08,England,home,Russia,3
1968-06-20,Argentina,away,Uruguay,15
1968-08-07,Argentina,away,Brazil,48
1968-08-11,Argentina,away,Brazil,4
1968-08-29,Argentina,away,Peru,18
1968-09-01,Argentina,away,Peru,3
1968-11-06,England,away,Romania,151
1968-11-27,Argentina,home,Chile,87
1968-12-04,Argentina,away,Chile,7
1968-12-11,England,home,Bulgaria,35
1968-12-17,Argentina,home,Poland,13
1968-12-22,Argentina,home,Yugoslavia,5
1969-01-15,England,home,Romania,35
1969-03-12,England,home,France,56
1969-03-19,Argentina,home,Paraguay,87
1969-04-09,Argentina,away,Paraguay,21
1969-05-03,England,away,Northern Ireland,52
1969-05-07,England,home,Wales,4
1969-05-10,England,home,Scotland,3
1969-05-28,Argentina,away,Chile,49
1969-06-01,England,away,Mexico,22
1969-06-03,England,away,Mexico,2
1969-06-08,England,away,Uruguay,5
1969-06-11,Argentina,home,Chile,14
1969-06-12,England,away,Brazil,4
1969-07-27,Argentina,away,Bolivia,46
1969-08-03,Argentina,away,Peru,7
1969-08-24,Argentina,home,Bolivia,21
1969-08-31,Argentina,home,Peru,7
1969-11-05,England,away,Netherlands,146
1969-12-10,England,home,Portugal,35
1970-01-14,England,home,Netherlands,35
1970-02-25,England,away,Belgium,42
1970-03-04,Argentina,away,Brazil,185
1970-03-08,Argentina,away,Brazil,4
1970-04-08,Argentina,home,Uruguay,31
1970-04-15,Argentina,away,Uruguay,7
1970-04-18,England,away,Wales,52
1970-04-21,England,home,Northern Ireland,3
1970-04-25,England,away,Scotland,4
1970-05-20,England,away,Colombia,25
1970-05-24,England,away,Ecuador,4
1970-06-02,England,home,Romania,9
1970-06-07,England,away,Brazil,5
1970-06-11,England,away,Czechoslovakia,4
1970-06-14,England,home,Germany,3
1970-10-22,Argentina,away,Paraguay,190
1970-11-25,England,home,German DR,164
1971-01-08,Argentina,home,France,78
1971-01-13,Argentina,home,France,5
1971-02-03,England,away,Malta,70
1971-04-21,England,home,Greece,77
1971-05-12,England,home,Malta,21
1971-05-15,England,away,Northern Ireland,3
1971-05-19,England,home,Wales,4
1971-05-22,England,home,Scotland,3
1971-07-04,Argentina,away,Paraguay,172
1971-07-09,Argentina,home,Paraguay,5
1971-07-14,Argentina,home,Uruguay,5
1971-07-18,Argentina,away,Uruguay,4
1971-07-21,Argentina,away,Chile,3
1971-07-28,Argentina,home,Brazil,7
1971-07-31,Argentina,home,Brazil,3
1971-08-04,Argentina,home,Chile,4
1971-10-13,England,away,Switzerland,144
1971-11-10,England,home,Switzerland,28
1971-12-01,England,away,Greece,21
1972-04-29,England,home,Germany,150
1972-05-13,England,away,Germany,14
1972-05-20,England,away,Wales,7
1972-05-23,England,home,Northern Ireland,3
1972-05-25,Argentina,home,Paraguay,295
1972-05-27,England,away,Scotland,4
1972-05-31,Argentina,away,Chile,6
1972-06-22,Argentina,home,Colombia,22
1972-06-25,Argentina,home,France,3
1972-06-29,Argentina,home,Portugal,4
1972-07-02,Argentina,home,Russia,3
1972-07-06,Argentina,home,Uruguay,4
1972-07-09,Argentina,home,Yugoslavia,3
1972-10-11,England,home,Yugoslavia,137
1972-10-11,Argentina,away,Spain,94
1972-10-25,Argentina,away,Peru,14
1972-11-15,England,away,Wales,35
1973-01-24,England,home,Wales,70
1973-02-06,Argentina,away,Mexico,104
1973-02-14,Argentina,away,Germany,8
1973-02-14,England,away,Scotland,21
1973-02-20,Argentina,away,Israel,6
1973-05-12,England,home,Northern Ireland,87
1973-05-15,England,home,Wales,3
1973-05-17,Argentina,home,Uruguay,86
1973-05-19,England,home,Scotland,4
1973-05-23,Argentina,away,Uruguay,6
1973-05-27,England,away,Czechoslovakia,8
1973-06-06,England,away,Poland,10
1973-06-10,England,away,Russia,4
1973-06-14,England,away,Italy,4
1973-07-13,Argentina,home,Chile,51
1973-07-18,Argentina,away,Chile,5
1973-07-27,Argentina,home,Peru,9
1973-09-09,Argentina,home,Bolivia,44
1973-09-16,Argentina,away,Paraguay,7
1973-09-23,Argentina,away,Bolivia,7
1973-09-26,England,home,Austria,104
1973-10-07,Argentina,home,Paraguay,14
1973-10-17,England,home,Poland,21
1973-11-14,England,home,Italy,28
1974-04-03,England,away,Portugal,140
1974-04-22,Argentina,home,Romania,197
1974-05-11,England,away,Wales,38
1974-05-15,England,home,Northern Ireland,4
1974-05-18,Argentina,away,France,26
1974-05-18,England,away,Scotland,3
1974-05-22,England,home,Argentina,4
1974-05-22,Argentina,away,England,4
1974-05-26,Argentina,away,Netherlands,4
1974-05-29,England,away,German DR,7
1974-06-01,England,away,Bulgaria,3
1974-06-05,England,away,Yugoslavia,4
1974-06-15,Argentina,away,Poland,20
1974-06-19,Argentina,home,Italy,4
1974-06-23,Argentina,home,Haiti,4
1974-06-26,Argentina,away,Netherlands,3
1974-06-30,Argentina,home,Brazil,4
1974-07-03,Argentina,home,German DR,3
1974-10-12,Argentina,home,Spain,101
1974-10-30,England,home,Czechoslovakia,147
1974-11-06,Argentina,away,Chile,25
1974-11-20,Argentina,home,Chile,14
1974-11-20,England,home,Portugal,21
1975-03-12,England,home,Germany,112
1975-04-16,England,home,Cyprus,35
1975-05-11,England,away,Cyprus,25
1975-05-17,England,away,Northern Ireland,6
1975-05-21,England,home,Wales,4
1975-05-24,England,home,Scotland,3
1975-06-27,Argentina,away,Bolivia,219
1975-07-18,Argentina,away,Uruguay,21
1975-08-03,Argentina,away,Venezuela,16
1975-08-06,Argentina,away,Brazil,3
1975-08-10,Argentina,home,Venezuela,4
1975-08-16,Argentina,home,Brazil,6
1975-08-21,Argentina,home,United States,5
1975-08-31,Argentina,away,Mexico,10
1975-09-03,England,away,Switzerland,102
1975-10-30,England,away,Czechoslovakia,57
1975-11-19,England,away,Portugal,20
1976-02-25,Argentina,away,Paraguay,178
1976-02-27,Argentina,home,Brazil,2
1976-03-20,Argentina,away,Russia,22
1976-03-24,Argentina,away,Poland,4
1976-03-24,England,away,Wales,126
1976-03-27,Argentina,away,Hungary,3
1976-04-08,Argentina,home,Uruguay,12
1976-04-28,Argentina,home,Paraguay,20
1976-05-08,England,away,Wales,45
1976-05-11,England,home,Northern Ireland,3
1976-05-15,England,away,Scotland,4
1976-05-19,Argentina,away,Brazil,21
1976-05-23,England,away,Brazil,8
1976-05-28,England,home,Italy,5
1976-06-09,Argentina,away,Uruguay,21
1976-06-13,England,away,Finland,16
1976-09-08,England,home,Republic of Ireland,87
1976-10-13,Argentina,home,Chile,126
1976-10-13,England,home,Finland,35
1976-10-28,Argentina,away,Peru,15
1976-11-10,Argentina,home,Peru,13
1976-11-17,England,away,Italy,35
1976-11-28,Argentina,home,Russia,18
1977-02-09,England,home,Netherlands,84
1977-02-27,Argentina,home,Hungary,91
1977-03-22,Argentina,home,Iran,23
1977-03-30,England,home,Luxembourg,49
1977-05-28,England,away,Northern Ireland,59
1977-05-29,Argentina,home,Poland,68
1977-05-31,England,home,Wales,3
1977-06-04,England,home,Scotland,4
1977-06-05,Argentina,home,Germany,7
1977-06-08,England,away,Brazil,4
1977-06-12,Argentina,home,England,7
1977-06-12,England,away,Argentina,4
1977-06-15,England,away,Uruguay,3
1977-06-18,Argentina,home,Scotland,6
1977-06-26,Argentina,home,France,8
1977-07-03,Argentina,home,Yugoslavia,7
1977-07-12,Argentina,home,German DR,9
1977-08-24,Argentina,home,Paraguay,43
1977-08-31,Argentina,away,Paraguay,7
1977-09-07,England,home,Switzerland,84
1977-10-12,England,away,Luxembourg,35
1977-11-16,England,home,Italy,35
1978-02-22,England,away,Germany,98
1978-03-19,Argentina,home,Peru,200
1978-03-23,Argentina,away,Peru,4
1978-03-29,Argentina,home,Bulgaria,6
1978-04-05,Argentina,home,Romania,7
1978-04-19,England,home,Brazil,56
1978-04-25,Argentina,away,Uruguay,20
1978-05-03,Argentina,home,Uruguay,8
1978-05-13,England,away,Wales,24
1978-05-16,England,home,Northern Ireland,3
1978-05-20,England,away,Scotland,4
1978-05-24,England,home,Hungary,4
1978-06-02,Argentina,home,Hungary,30
1978-06-06,Argentina,home,France,4
1978-06-10,Argentina,home,Italy,4
1978-06-14,Argentina,home,Poland,4
1978-06-18,Argentina,home,Brazil,4
1978-06-21,Argentina,home,Peru,3
1978-06-25,Argentina,home,Netherlands,4
1978-09-20,England,away,Denmark,119
1978-10-25,England,away,Republic of Ireland,35
1978-11-29,England,home,Czechoslovakia,35
1979-02-07,England,home,Northern Ireland,70
1979-04-25,Argentina,home,Bulgaria,304
1979-05-19,England,away,Northern Ireland,101
1979-05-22,Argentina,home,Netherlands,27
1979-05-23,England,home,Wales,4
1979-05-26,England,home,Scotland,3
1979-05-26,Argentina,away,Italy,4
1979-05-29,Argentina,away,Republic of Ireland,3
1979-06-02,Argentina,away,Scotland,4
1979-06-06,England,away,Bulgaria,11
1979-06-10,England,away,Sweden,4
1979-06-13,England,away,Austria,3
1979-07-18,Argentina,away,Bolivia,46
1979-08-02,Argentina,away,Brazil,15
1979-08-08,Argentina,home,Bolivia,6
1979-08-23,Argentina,home,Brazil,15
1979-09-12,England,home,Denmark,91
1979-09-12,Argentina,away,Germany,20
1979-09-16,Argentina,away,Yugoslavia,4
1979-10-17,England,away,Northern Ireland,35
1979-11-22,England,home,Bulgaria,36
1980-02-06,England,home,Republic of Ireland,76
1980-03-26,England,away,Spain,49
1980-05-13,England,home,Argentina,48
1980-05-13,Argentina,away,England,240
1980-05-16,Argentina,away,Republic of Ireland,3
1980-05-17,England,away,Wales,4
1980-05-20,England,home,Northern Ireland,3
1980-05-21,Argentina,away,Austria,5
1980-05-24,England,away,Scotland,4
1980-05-31,England,away,Australia,7
1980-06-12,England,away,Belgium,12
1980-06-15,England,away,Italy,3
1980-06-18,England,away,Spain,3
1980-09-10,England,home,Norway,84
1980-09-18,Argentina,home,Chile,120
1980-10-09,Argentina,home,Bulgaria,21
1980-10-12,Argentina,home,Poland,3
1980-10-15,Argentina,home,Czechoslovakia,3
1980-10-15,England,away,Romania,35
1980-11-19,England,home,Switzerland,35
1980-12-04,Argentina,home,Russia,50
1980-12-16,Argentina,home,Switzerland,12
1981-01-01,Argentina,home,Germany,16
1981-01-04,Argentina,home,Brazil,3
1981-03-25,England,home,Spain,126
1981-04-29,England,home,Romania,35
1981-05-12,England,home,Brazil,13
1981-05-20,England,home,Wales,8
1981-05-23,England,home,Scotland,3
1981-05-30,England,away,Switzerland,7
1981-06-06,England,away,Hungary,7
1981-09-09,England,away,Norway,95
1981-10-28,Argentina,home,Poland,297
1981-11-11,Argentina,home,Czechoslovakia,14
1981-11-18,England,home,Hungary,70
1982-02-23,England,home,Northern Ireland,97
1982-03-09,Argentina,home,Czechoslovakia,118
1982-03-24,Argentina,home,Germany,15
1982-04-14,Argentina,home,Russia,21
1982-04-27,England,away,Wales,63
1982-05-05,Argentina,home,Bulgaria,21
1982-05-12,Argentina,home,Romania,7
1982-05-25,England,home,Netherlands,28
1982-05-29,England,away,Scotland,4
1982-06-02,England,away,Iceland,4
1982-06-03,England,away,Finland,1
1982-06-13,Argentina,home,Belgium,32
1982-06-16,England,home,France,13
1982-06-18,Argentina,home,Hungary,5
1982-06-20,England,home,Czechoslovakia,4
1982-06-23,Argentina,home,El Salvador,5
1982-06-25,England,home,Kuwait,5
1982-06-29,England,away,Germany,4
1982-06-29,Argentina,away,Italy,6
1982-07-02,Argentina,home,Brazil,3
1982-07-05,England,away,Spain,6
1982-09-22,England,away,Denmark,79
1982-10-13,England,home,Germany,21
1982-11-17,England,away,Greece,35
1982-12-15,England,home,Luxembourg,28
1983-02-23,England,home,Wales,70
1983-03-30,England,home,Greece,35
1983-04-27,England,home,Hungary,28
1983-05-12,Argentina,away,Chile,314
1983-05-28,England,away,Northern Ireland,31
1983-06-01,England,home,Scotland,4
1983-06-12,England,away,Australia,11
1983-06-15,England,away,Australia,3
1983-06-19,England,away,Australia,4
1983-06-23,Argentina,home,Chile,42
1983-07-14,Argentina,away,Paraguay,21
1983-07-21,Argentina,home,Paraguay,7
1983-08-10,Argentina,away,Ecuador,20
1983-08-24,Argentina,home,Brazil,14
1983-09-07,Argentina,home,Ecuador,14
1983-09-14,Argentina,away,Brazil,7
1983-09-21,England,home,Denmark,94
1983-10-12,England,away,Hungary,21
1983-11-16,England,away,Luxembourg,35
1984-01-14,Argentina,away,India,122
1984-01-17,Argentina,home,Poland,3
1984-01-20,Argentina,home,China,3
1984-02-29,England,away,France,105
1984-04-04,England,home,Northern Ireland,35
1984-05-02,England,away,Wales,28
1984-05-26,England,away,Scotland,24
1984-06-02,England,home,Russia,7
1984-06-10,England,away,Brazil,8
1984-06-13,England,away,Uruguay,3
1984-06-17,Argentina,away,Brazil,149
1984-06-17,England,away,Chile,4
1984-07-18,Argentina,away,Uruguay,31
1984-08-02,Argentina,home,Uruguay,15
1984-08-24,Argentina,away,Colombia,22
1984-09-01,Argentina,away,Switzerland,8
1984-09-05,Argentina,away,Belgium,4
1984-09-12,England,home,German DR,87
1984-09-12,Argentina,away,Germany,7
1984-09-18,Argentina,away,Mexico,6
1984-10-17,England,home,Finland,35
1984-10-25,Argentina,home,Mexico,37
1984-11-14,England,away,Turkey,28
1985-02-27,England,away,Northern Ireland,105
1985-03-26,England,home,Republic of Ireland,27
1985-04-28,Argentina,away,Paraguay,185
1985-05-01,England,away,Romania,36
1985-05-05,Argentina,away,Brazil,7
1985-05-09,Argentina,home,Paraguay,4
1985-05-14,Argentina,home,Chile,5
1985-05-22,England,away,Finland,21
1985-05-25,England,away,Scotland,3
1985-05-26,Argentina,away,Venezuela,12
1985-06-02,Argentina,away,Colombia,7
1985-06-06,England,home,Italy,12
1985-06-09,Argentina,home,Venezuela,7
1985-06-09,England,away,Mexico,3
1985-06-12,England,home,Germany,3
1985-06-16,Argentina,home,Colombia,7
1985-06-16,England,away,United States,4
1985-06-23,Argentina,away,Peru,7
1985-06-30,Argentina,home,Peru,7
1985-09-11,England,home,Romania,87
1985-10-16,England,home,Turkey,35
1985-11-13,England,home,Northern Ireland,28
1985-11-14,Argentina,away,Mexico,137
1985-11-17,Argentina,away,Mexico,3
1986-01-29,England,away,Egypt,77
1986-02-26,England,away,Israel,28
1986-03-26,Argentina,away,France,129
1986-03-26,England,away,Russia,28
1986-04-23,England,home,Scotland,28
1986-04-30,Argentina,away,Norway,35
1986-05-17,England,away,Mexico,24
1986-05-24,England,away,Canada,7
1986-06-02,Argentina,home,South Korea,33
1986-06-03,England,away,Portugal,10
1986-06-05,Argentina,away,Italy,3
1986-06-06,England,home,Morocco,3
1986-06-10,Argentina,home,Bulgaria,5
1986-06-11,England,home,Poland,5
1986-06-16,Argentina,home,Uruguay,6
1986-06-18,England,home,Paraguay,7
1986-06-22,Argentina,home,England,6
1986-06-22,England,away,Argentina,4
1986-06-25,Argentina,home,Belgium,3
1986-06-29,Argentina,home,Germany,4
1986-09-10,England,away,Sweden,80
1986-10-15,England,home,Northern Ireland,35
1986-11-12,England,home,Yugoslavia,28
1987-02-18,England,away,Spain,98
1987-04-01,England,away,Northern Ireland,42
1987-04-29,England,away,Turkey,28
1987-05-19,England,home,Brazil,20
1987-05-23,England,away,Scotland,4
1987-06-10,Argentina,home,Italy,346
1987-06-20,Argentina,home,Paraguay,10
1987-06-27,Argentina,home,Peru,7
1987-07-02,Argentina,home,Ecuador,5
1987-07-09,Argentina,home,Uruguay,7
1987-07-11,Argentina,home,Colombia,2
1987-09-09,England,away,Germany,109
1987-10-14,England,home,Turkey,35
1987-11-11,England,away,Yugoslavia,28
1987-12-16,Argentina,home,Germany,158
1988-02-17,England,away,Israel,98
1988-03-23,England,home,Netherlands,35
1988-03-31,Argentina,home,Russia,106
1988-04-02,Argentina,away,Germany,2
1988-04-27,England,away,Hungary,35
1988-05-21,England,home,Scotland,24
1988-05-24,England,home,Colombia,3
1988-05-28,England,away,Switzerland,4
1988-06-12,England,home,Republic of Ireland,15
1988-06-15,England,home,Netherlands,3
1988-06-18,England,home,Russia,3
1988-07-06,Argentina,home,Saudi Arabia,95
1988-07-10,Argentina,home,Brazil,4
1988-07-14,Argentina,away,Australia,4
1988-07-16,Argentina,home,Saudi Arabia,2
1988-09-14,England,home,Denmark,88
1988-10-12,Argentina,away,Spain,88
1988-10-19,England,home,Sweden,35
1988-11-16,England,away,Saudi Arabia,28
1989-02-08,England,away,Greece,84
1989-03-08,England,away,Albania,28
1989-03-09,Argentina,away,Colombia,148
1989-04-13,Argentina,away,Ecuador,35
1989-04-20,Argentina,away,Chile,7
1989-04-26,England,home,Albania,49
1989-05-23,England,home,Chile,27
1989-05-27,England,away,Scotland,4
1989-06-03,England,home,Poland,7
1989-06-07,England,away,Denmark,4
1989-07-02,Argentina,home,Chile,73
1989-07-04,Argentina,home,Ecuador,2
1989-07-08,Argentina,away,Uruguay,4
1989-07-10,Argentina,home,Bolivia,2
1989-07-12,Argentina,away,Brazil,2
1989-07-14,Argentina,home,Uruguay,2
1989-07-16,Argentina,away,Paraguay,2
1989-09-06,England,away,Sweden,91
1989-10-11,England,away,Poland,35
1989-11-15,England,home,Italy,35
1989-12-13,England,home,Yugoslavia,28
1989-12-21,Argentina,away,Italy,158
1990-01-17,Argentina,away,Mexico,27
1990-03-28,England,home,Brazil,105
1990-03-28,Argentina,away,Scotland,70
1990-04-25,England,home,Czechoslovakia,28
1990-05-03,Argentina,away,Austria,36
1990-05-08,Argentina,away,Switzerland,5
1990-05-15,England,home,Denmark,20
1990-05-22,England,home,Uruguay,7
1990-05-22,Argentina,away,Israel,14
1990-06-02,England,away,Tunisia,11
1990-06-08,Argentina,home,Cameroon,17
1990-06-11,England,home,Republic of Ireland,9
1990-06-13,Argentina,home,Russia,5
1990-06-16,England,home,Netherlands,5
1990-06-18,Argentina,home,Romania,5
1990-06-21,England,home,Egypt,5
1990-06-24,Argentina,away,Brazil,6
1990-06-26,England,home,Belgium,5
1990-06-30,Argentina,away,Yugoslavia,6
1990-07-01,England,away,Cameroon,5
1990-07-03,Argentina,away,Italy,3
1990-07-04,England,away,Germany,3
1990-07-07,England,away,Italy,3
1990-07-08,Argentina,away,Germany,5
1990-09-12,England,home,Hungary,67
1990-10-17,England,home,Poland,35
1990-11-14,England,away,Republic of Ireland,28
1991-02-06,England,home,Cameroon,84
1991-02-19,Argentina,home,Hungary,226
1991-03-13,Argentina,home,Mexico,22
1991-03-27,Argentina,home,Brazil,14
1991-03-27,England,home,Republic of Ireland,49
1991-05-01,England,away,Turkey,35
1991-05-19,Argentina,away,United States,53
1991-05-21,England,home,Russia,20
1991-05-23,Argentina,home,Russia,4
1991-05-25,England,home,Argentina,4
1991-05-25,Argentina,away,England,2
1991-06-01,England,away,Australia,7
1991-06-03,England,away,New Zealand,2
1991-06-08,England,away,New Zealand,5
1991-06-12,England,away,Malaysia,4
1991-06-27,Argentina,away,Brazil,33
1991-07-08,Argentina,home,Venezuela,11
1991-07-10,Argentina,away,Chile,2
1991-07-12,Argentina,home,Paraguay,2
1991-07-14,Argentina,home,Peru,2
1991-07-17,Argentina,home,Brazil,3
1991-07-19,Argentina,away,Chile,2
1991-07-21,Argentina,home,Colombia,2
1991-09-11,England,home,Germany,91
1991-10-16,England,home,Turkey,35
1991-11-13,England,away,Poland,28
1992-02-19,England,home,France,98
1992-03-25,England,away,Czechoslovakia,35
1992-04-29,England,away,Russia,35
1992-05-12,England,away,Hungary,13
1992-05-17,England,home,Brazil,5
1992-05-30,Argentina,away,Japan,314
1992-06-03,Argentina,home,Wales,4
1992-06-03,England,away,Finland,17
1992-06-11,England,away,Denmark,8
1992-06-14,England,away,France,3
1992-06-17,England,away,Sweden,3
1992-06-18,Argentina,home,Australia,15
1992-09-09,England,away,Spain,84
1992-09-23,Argentina,away,Uruguay,97
1992-10-14,England,home,Norway,35
1992-10-16,Argentina,home,Ivory Coast,23
1992-10-20,Argentina,away,Saudi Arabia,4
1992-11-18,England,home,Turkey,35
1992-11-26,Argentina,home,Poland,37
1993-02-17,England,home,San Marino,91
1993-02-18,Argentina,home,Brazil,84
1993-02-24,Argentina,home,Denmark,6
1993-03-31,England,away,Turkey,42
1993-04-28,England,home,Netherlands,28
1993-05-29,England,away,Poland,31
1993-06-02,England,away,Norway,4
1993-06-09,England,away,United States,7
1993-06-13,England,away,Brazil,4
1993-06-17,Argentina,home,Bolivia,113
1993-06-19,England,home,Germany,6
1993-06-20,Argentina,home,Mexico,3
1993-06-23,Argentina,home,Colombia,3
1993-06-27,Argentina,away,Brazil,4
1993-07-01,Argentina,away,Colombia,4
1993-07-04,Argentina,home,Mexico,3
1993-08-01,Argentina,away,Peru,28
1993-08-08,Argentina,away,Paraguay,7
1993-08-15,Argentina,away,Colombia,7
1993-08-22,Argentina,home,Peru,7
1993-08-29,Argentina,home,Paraguay,7
1993-09-05,Argentina,home,Colombia,7
1993-09-08,England,home,Poland,81
1993-10-13,England,away,Netherlands,35
1993-10-31,Argentina,away,Australia,56
1993-11-17,Argentina,home,Australia,17
1993-11-17,England,away,San Marino,35
1993-12-15,Argentina,home,Germany,28
1994-03-09,England,home,Denmark,112
1994-03-23,Argentina,away,Brazil,98
1994-04-20,Argentina,home,Morocco,28
1994-05-17,England,home,Greece,69
1994-05-18,Argentina,away,Chile,28
1994-05-22,England,home,Norway,5
1994-05-25,Argentina,away,Ecuador,7
1994-05-31,Argentina,away,Israel,6
1994-06-04,Argentina,away,Croatia,4
1994-06-21,Argentina,home,Greece,17
1994-06-25,Argentina,home,Nigeria,4
1994-06-30,Argentina,home,Bulgaria,5
1994-07-03,Argentina,away,Romania,3
1994-09-07,England,home,United States,108
1994-10-12,England,home,Romania,35
1994-11-16,Argentina,away,Chile,136
1994-11-16,England,home,Nigeria,35
1994-12-27,Argentina,home,Serbia,41
1995-01-08,Argentina,away,Japan,12
1995-01-10,Argentina,away,Nigeria,2
1995-01-13,Argentina,away,Denmark,3
1995-02-14,Argentina,home,Bulgaria,32
1995-02-15,England,away,Republic of Ireland,91
1995-03-29,England,home,Uruguay,42
1995-05-13,Argentina,away,South Africa,88
1995-05-31,Argentina,home,Peru,18
1995-06-03,England,home,Japan,66
1995-06-08,England,home,Sweden,5
1995-06-11,England,home,Brazil,3
1995-06-14,Argentina,home,Paraguay,14
1995-06-30,Argentina,home,Australia,16
1995-07-08,Argentina,home,Bolivia,8
1995-07-11,Argentina,home,Chile,3
1995-07-14,Argentina,home,United States,3
1995-07-17,Argentina,away,Brazil,3
1995-09-06,England,home,Colombia,87
1995-09-20,Argentina,away,Spain,65
1995-10-11,Argentina,home,Colombia,21
1995-10-11,England,away,Norway,35
1995-11-08,Argentina,home,Brazil,28
1995-11-15,England,home,Switzerland,35
1995-12-12,England,home,Portugal,27
1995-12-21,Argentina,home,Venezuela,43
1996-03-27,England,home,Bulgaria,106
1996-04-24,Argentina,home,Bolivia,125
1996-04-24,England,home,Croatia,28
1996-05-18,England,home,Hungary,24
1996-05-23,England,away,China,5
1996-06-02,Argentina,away,Ecuador,39
1996-06-08,England,home,Switzerland,16
1996-06-15,England,home,Scotland,7
1996-06-18,England,home,Netherlands,3
1996-06-22,England,home,Spain,4
1996-06-26,England,home,Germany,4
1996-07-07,Argentina,away,Peru,35
1996-09-01,Argentina,home,Paraguay,56
1996-09-01,England,away,Moldova,67
1996-10-09,England,home,Poland,38
