question,source,match_id,date,team_a,team_b,n_prior,predicted_rate,actual,brier_wf,brier_naive
q8_both_carded,AFCON2023,3920412,2024-01-23,Guinea,Senegal,28,0.6785714285714286,1,0.10331632653061222,0.25
q8_both_carded,AFCON2023,3920415,2024-01-23,Mauritania,Algeria,28,0.6785714285714286,1,0.10331632653061222,0.25
q8_both_carded,AFCON2023,3920414,2024-01-23,Angola,Burkina Faso,28,0.6785714285714286,1,0.10331632653061222,0.25
q8_both_carded,AFCON2023,3920417,2024-01-24,Namibia,Mali,32,0.6875,0,0.47265625,0.25
q8_both_carded,AFCON2023,3920416,2024-01-24,South Africa,Tunisia,32,0.6875,0,0.47265625,0.25
q8_both_carded,AFCON2023,3920419,2024-01-24,Zambia,Morocco,32,0.6875,0,0.47265625,0.25
q8_both_carded,AFCON2023,3920418,2024-01-24,Tanzania,Congo DR,32,0.6875,0,0.47265625,0.25
q8_both_carded,AFCON2023,3922237,2024-01-27,Angola,Namibia,36,0.6111111111111112,1,0.15123456790123452,0.25
q8_both_carded,AFCON2023,3922238,2024-01-27,Nigeria,Cameroon,36,0.6111111111111112,1,0.15123456790123452,0.25
q8_both_carded,AFCON2023,3922240,2024-01-28,Egypt,Congo DR,38,0.631578947368421,1,0.1357340720221607,0.25
q8_both_carded,AFCON2023,3922239,2024-01-28,Equatorial Guinea,Guinea,38,0.631578947368421,1,0.1357340720221607,0.25
q8_both_carded,AFCON2023,3922242,2024-01-29,Senegal,Côte d'Ivoire,40,0.65,1,0.12249999999999998,0.25
q8_both_carded,AFCON2023,3922241,2024-01-29,Cape Verde Islands,Mauritania,40,0.65,1,0.12249999999999998,0.25
q8_both_carded,AFCON2023,3922244,2024-01-30,Mali,Burkina Faso,42,0.6666666666666666,1,0.11111111111111113,0.25
q8_both_carded,AFCON2023,3922243,2024-01-30,Morocco,South Africa,42,0.6666666666666666,1,0.11111111111111113,0.25
q8_both_carded,AFCON2023,3922356,2024-02-02,Congo DR,Guinea,44,0.6818181818181818,1,0.10123966942148764,0.25
q8_both_carded,AFCON2023,3922321,2024-02-02,Nigeria,Angola,44,0.6818181818181818,1,0.10123966942148764,0.25
q8_both_carded,AFCON2023,3922658,2024-02-03,Cape Verde Islands,South Africa,46,0.6956521739130435,0,0.48393194706994325,0.25
q8_both_carded,AFCON2023,3922659,2024-02-03,Mali,Côte d'Ivoire,46,0.6956521739130435,1,0.09262759924385634,0.25
q8_both_carded,AFCON2023,3922838,2024-02-07,Côte d'Ivoire,Congo DR,48,0.6875,0,0.47265625,0.25
q8_both_carded,AFCON2023,3922837,2024-02-07,Nigeria,South Africa,48,0.6875,0,0.47265625,0.25
q8_both_carded,AFCON2023,3923880,2024-02-10,South Africa,Congo DR,50,0.66,0,0.43560000000000004,0.25
q8_both_carded,AFCON2023,3923881,2024-02-11,Nigeria,Côte d'Ivoire,51,0.6470588235294118,1,0.12456747404844289,0.25
q8_both_carded,Euro2024,3930158,2024-06-14,Germany,Scotland,52,0.6538461538461539,1,0.11982248520710058,0.25
q8_both_carded,Euro2024,3930159,2024-06-15,Hungary,Switzerland,53,0.660377358490566,1,0.11534353862584552,0.25
q8_both_carded,Euro2024,3930160,2024-06-15,Spain,Croatia,53,0.660377358490566,0,0.4360982556069775,0.25
q8_both_carded,Euro2024,3930161,2024-06-15,Italy,Albania,53,0.660377358490566,1,0.11534353862584552,0.25
q8_both_carded,Euro2024,3930163,2024-06-16,Serbia,England,56,0.6607142857142857,0,0.43654336734693877,0.25
q8_both_carded,Euro2024,3938637,2024-06-16,Poland,Netherlands,56,0.6607142857142857,0,0.43654336734693877,0.25
q8_both_carded,Euro2024,3930162,2024-06-16,Slovenia,Denmark,56,0.6607142857142857,1,0.11511479591836736,0.25
q8_both_carded,Euro2024,3938638,2024-06-17,Romania,Ukraine,59,0.6440677966101694,1,0.12668773340993972,0.25
q8_both_carded,Euro2024,3930165,2024-06-17,Austria,France,59,0.6440677966101694,1,0.12668773340993972,0.25
q8_both_carded,Euro2024,3930164,2024-06-17,Belgium,Slovakia,59,0.6440677966101694,1,0.12668773340993972,0.25
q8_both_carded,Euro2024,3930166,2024-06-18,Portugal,Czech Republic,62,0.6612903225806451,1,0.11472424557752343,0.25
q8_both_carded,Euro2024,3938639,2024-06-18,Turkey,Georgia,62,0.6612903225806451,1,0.11472424557752343,0.25
q8_both_carded,Euro2024,3930169,2024-06-19,Scotland,Switzerland,64,0.671875,1,0.107666015625,0.25
q8_both_carded,Euro2024,3930167,2024-06-19,Croatia,Albania,64,0.671875,1,0.107666015625,0.25
q8_both_carded,Euro2024,3930168,2024-06-19,Germany,Hungary,64,0.671875,1,0.107666015625,0.25
q8_both_carded,Euro2024,3930170,2024-06-20,Slovenia,Serbia,67,0.6865671641791045,1,0.09824014257072845,0.25
q8_both_carded,Euro2024,3930171,2024-06-20,Denmark,England,67,0.6865671641791045,1,0.09824014257072845,0.25
q8_both_carded,Euro2024,3930172,2024-06-20,Spain,Italy,67,0.6865671641791045,1,0.09824014257072845,0.25
q8_both_carded,Euro2024,3938641,2024-06-21,Poland,Austria,70,0.7,1,0.09000000000000002,0.25
q8_both_carded,Euro2024,3938640,2024-06-21,Slovakia,Ukraine,70,0.7,0,0.48999999999999994,0.25
q8_both_carded,Euro2024,3930173,2024-06-21,Netherlands,France,70,0.7,0,0.48999999999999994,0.25
q8_both_carded,CopaAmerica2024,3939969,2024-06-21,Argentina,Canada,70,0.7,1,0.09000000000000002,0.25
q8_both_carded,Euro2024,3938642,2024-06-22,Georgia,Czech Republic,74,0.6891891891891891,1,0.09660336011687366,0.25
q8_both_carded,Euro2024,3930174,2024-06-22,Turkey,Portugal,74,0.6891891891891891,1,0.09660336011687366,0.25
q8_both_carded,Euro2024,3930175,2024-06-22,Belgium,Romania,74,0.6891891891891891,1,0.09660336011687366,0.25
q8_both_carded,CopaAmerica2024,3939970,2024-06-22,Peru,Chile,74,0.6891891891891891,1,0.09660336011687366,0.25
q8_both_carded,CopaAmerica2024,3939972,2024-06-22,Ecuador,Venezuela,74,0.6891891891891891,1,0.09660336011687366,0.25
q8_both_carded,Euro2024,3930176,2024-06-23,Switzerland,Germany,79,0.7088607594936709,1,0.08476205736260214,0.25
q8_both_carded,Euro2024,3930177,2024-06-23,Scotland,Hungary,79,0.7088607594936709,1,0.08476205736260214,0.25
q8_both_carded,CopaAmerica2024,3939974,2024-06-23,United States,Bolivia,79,0.7088607594936709,1,0.08476205736260214,0.25
q8_both_carded,CopaAmerica2024,3939971,2024-06-23,Mexico,Jamaica,79,0.7088607594936709,0,0.5024835763499439,0.25
q8_both_carded,Euro2024,3930178,2024-06-24,Croatia,Italy,83,0.7108433734939759,1,0.08361155465234434,0.25
q8_both_carded,Euro2024,3930179,2024-06-24,Albania,Spain,83,0.7108433734939759,1,0.08361155465234434,0.25
q8_both_carded,CopaAmerica2024,3939975,2024-06-24,Colombia,Paraguay,83,0.7108433734939759,1,0.08361155465234434,0.25
q8_both_carded,CopaAmerica2024,3939973,2024-06-24,Uruguay,Panama,83,0.7108433734939759,0,0.5052983016402961,0.25
q8_both_carded,Euro2024,3930181,2024-06-25,England,Slovenia,87,0.7126436781609196,1,0.08257365570088518,0.25
q8_both_carded,Euro2024,3938643,2024-06-25,France,Poland,87,0.7126436781609196,1,0.08257365570088518,0.25
q8_both_carded,Euro2024,3930180,2024-06-25,Netherlands,Austria,87,0.7126436781609196,0,0.5078610120227243,0.25
q8_both_carded,Euro2024,3930182,2024-06-25,Denmark,Serbia,87,0.7126436781609196,1,0.08257365570088518,0.25
q8_both_carded,CopaAmerica2024,3939978,2024-06-25,Peru,Canada,87,0.7126436781609196,1,0.08257365570088518,0.25
q8_both_carded,CopaAmerica2024,3939976,2024-06-25,Brazil,Costa Rica,87,0.7126436781609196,1,0.08257365570088518,0.25
q8_both_carded,Euro2024,3938644,2024-06-26,Georgia,Portugal,93,0.7204301075268817,1,0.0781593247774309,0.25
q8_both_carded,Euro2024,3938645,2024-06-26,Ukraine,Belgium,93,0.7204301075268817,1,0.0781593247774309,0.25
q8_both_carded,Euro2024,3930184,2024-06-26,Czech Republic,Turkey,93,0.7204301075268817,1,0.0781593247774309,0.25
q8_both_carded,Euro2024,3930183,2024-06-26,Slovakia,Romania,93,0.7204301075268817,1,0.0781593247774309,0.25
q8_both_carded,CopaAmerica2024,3939980,2024-06-26,Ecuador,Jamaica,93,0.7204301075268817,0,0.5190195398311944,0.25
q8_both_carded,CopaAmerica2024,3939977,2024-06-26,Chile,Argentina,93,0.7204301075268817,0,0.5190195398311944,0.25
q8_both_carded,CopaAmerica2024,3939979,2024-06-27,Venezuela,Mexico,99,0.7171717171717171,1,0.07999183756759518,0.25
q8_both_carded,CopaAmerica2024,3939981,2024-06-27,Panama,United States,99,0.7171717171717171,1,0.07999183756759518,0.25
q8_both_carded,CopaAmerica2024,3939982,2024-06-28,Uruguay,Bolivia,101,0.7227722772277227,0,0.5223997647289481,0.25
q8_both_carded,CopaAmerica2024,3939984,2024-06-28,Colombia,Costa Rica,101,0.7227722772277227,1,0.07685521027350262,0.25
q8_both_carded,Euro2024,3940983,2024-06-29,Germany,Denmark,103,0.7184466019417476,0,0.5161655198416439,0.25
q8_both_carded,Euro2024,3940878,2024-06-29,Switzerland,Italy,103,0.7184466019417476,0,0.5161655198416439,0.25
q8_both_carded,CopaAmerica2024,3939983,2024-06-29,Paraguay,Brazil,103,0.7184466019417476,1,0.07927231595814874,0.25
q8_both_carded,Euro2024,3941018,2024-06-30,Spain,Georgia,106,0.7075471698113207,1,0.08552865788536848,0.25
q8_both_carded,Euro2024,3941017,2024-06-30,England,Slovakia,106,0.7075471698113207,1,0.08552865788536848,0.25
q8_both_carded,CopaAmerica2024,3939986,2024-06-30,Argentina,Peru,106,0.7075471698113207,1,0.08552865788536848,0.25
q8_both_carded,CopaAmerica2024,3939985,2024-06-30,Canada,Chile,106,0.7075471698113207,1,0.08552865788536848,0.25
q8_both_carded,Euro2024,3941019,2024-07-01,France,Belgium,110,0.7181818181818181,1,0.07942148760330581,0.25
q8_both_carded,Euro2024,3941020,2024-07-01,Portugal,Slovenia,110,0.7181818181818181,0,0.5157851239669421,0.25
q8_both_carded,CopaAmerica2024,3939987,2024-07-01,Jamaica,Venezuela,110,0.7181818181818181,1,0.07942148760330581,0.25
q8_both_carded,CopaAmerica2024,3939988,2024-07-01,Mexico,Ecuador,110,0.7181818181818181,1,0.07942148760330581,0.25
q8_both_carded,Euro2024,3941022,2024-07-02,Austria,Turkey,114,0.7192982456140351,1,0.07879347491535857,0.25
q8_both_carded,Euro2024,3941021,2024-07-02,Romania,Netherlands,114,0.7192982456140351,1,0.07879347491535857,0.25
q8_both_carded,CopaAmerica2024,3939990,2024-07-02,United States,Uruguay,114,0.7192982456140351,1,0.07879347491535857,0.25
q8_both_carded,CopaAmerica2024,3939989,2024-07-02,Bolivia,Panama,114,0.7192982456140351,1,0.07879347491535857,0.25
q8_both_carded,CopaAmerica2024,3939991,2024-07-03,Brazil,Colombia,118,0.7288135593220338,1,0.07354208560758406,0.25
q8_both_carded,CopaAmerica2024,3939992,2024-07-03,Costa Rica,Paraguay,118,0.7288135593220338,1,0.07354208560758406,0.25
q8_both_carded,Euro2024,3942349,2024-07-05,Portugal,France,120,0.7333333333333333,1,0.07111111111111114,0.25
q8_both_carded,Euro2024,3942226,2024-07-05,Spain,Germany,120,0.7333333333333333,1,0.07111111111111114,0.25
q8_both_carded,CopaAmerica2024,3942228,2024-07-05,Argentina,Ecuador,120,0.7333333333333333,1,0.07111111111111114,0.25
q8_both_carded,Euro2024,3942227,2024-07-06,England,Switzerland,123,0.7398373983739838,1,0.06768457928481722,0.25
q8_both_carded,Euro2024,3942382,2024-07-06,Netherlands,Turkey,123,0.7398373983739838,1,0.06768457928481722,0.25
q8_both_carded,CopaAmerica2024,3942416,2024-07-06,Colombia,Panama,123,0.7398373983739838,1,0.06768457928481722,0.25
q8_both_carded,CopaAmerica2024,3942229,2024-07-06,Venezuela,Canada,123,0.7398373983739838,1,0.06768457928481722,0.25
q8_both_carded,CopaAmerica2024,3942415,2024-07-07,Uruguay,Brazil,127,0.7480314960629921,1,0.06348812697625394,0.25
q8_both_carded,Euro2024,3942752,2024-07-09,Spain,France,128,0.75,1,0.0625,0.25
q8_both_carded,Euro2024,3942819,2024-07-10,Netherlands,England,129,0.751937984496124,1,0.0615347635358452,0.25
q8_both_carded,CopaAmerica2024,3942785,2024-07-10,Argentina,Canada,129,0.751937984496124,1,0.0615347635358452,0.25
q8_both_carded,CopaAmerica2024,3942852,2024-07-11,Uruguay,Colombia,131,0.7557251908396947,1,0.059670182390303576,0.25
q8_both_carded,Euro2024,3943043,2024-07-14,Spain,England,132,0.7575757575757576,1,0.05876951331496787,0.25
q8_both_carded,CopaAmerica2024,3943076,2024-07-14,Canada,Uruguay,132,0.7575757575757576,1,0.05876951331496787,0.25
q8_both_carded,CopaAmerica2024,3943077,2024-07-15,Argentina,Colombia,134,0.7611940298507462,1,0.057028291378926274,0.25
q8_both_carded,WC2026_ESPN,760415,2026-06-11,Mexico,South Africa,135,0.762962962962963,1,0.056186556927297675,0.25
q8_both_carded,WC2026_ESPN,760414,2026-06-12,South Korea,Czechia,136,0.7647058823529411,0,0.5847750865051903,0.25
q8_both_carded,WC2026_ESPN,760416,2026-06-12,Canada,Bosnia-Herzegovina,136,0.7647058823529411,1,0.05536332179930798,0.25
q8_both_carded,WC2026_ESPN,760417,2026-06-13,United States,Paraguay,138,0.7608695652173914,1,0.05718336483931945,0.25
q8_both_carded,WC2026_ESPN,760419,2026-06-13,Brazil,Morocco,138,0.7608695652173914,0,0.5789224952741021,0.25
q8_both_carded,WC2026_ESPN,760420,2026-06-13,Qatar,Switzerland,138,0.7608695652173914,1,0.05718336483931945,0.25
q8_both_carded,WC2026_ESPN,760418,2026-06-14,Haiti,Scotland,141,0.7588652482269503,1,0.058145968512650276,0.25
q8_both_carded,WC2026_ESPN,760421,2026-06-14,Australia,Türkiye,141,0.7588652482269503,0,0.575876464966551,0.25
q8_both_carded,WC2026_ESPN,760422,2026-06-14,Germany,Curaçao,141,0.7588652482269503,0,0.575876464966551,0.25
q8_both_carded,WC2026_ESPN,760423,2026-06-14,Ivory Coast,Ecuador,141,0.7588652482269503,1,0.058145968512650276,0.25
q8_both_carded,WC2026_ESPN,760425,2026-06-14,Netherlands,Japan,141,0.7588652482269503,0,0.575876464966551,0.25
q8_both_carded,WC2026_ESPN,760428,2026-06-15,Spain,Cape Verde,146,0.7465753424657534,1,0.06422405704635016,0.25
q8_both_carded,WC2026_ESPN,760424,2026-06-15,Sweden,Tunisia,146,0.7465753424657534,0,0.557374741977857,0.25
q8_both_carded,WC2026_ESPN,760426,2026-06-15,Belgium,Egypt,146,0.7465753424657534,1,0.06422405704635016,0.25
q8_both_carded,WC2026_ESPN,760429,2026-06-15,Saudi Arabia,Uruguay,146,0.7465753424657534,0,0.557374741977857,0.25
q8_both_carded,WC2026_ESPN,760432,2026-06-16,France,Senegal,150,0.74,0,0.5476,0.25
q8_both_carded,WC2026_ESPN,760427,2026-06-16,Iran,New Zealand,150,0.74,0,0.5476,0.25
q8_both_carded,WC2026_ESPN,760430,2026-06-16,Iraq,Norway,150,0.74,0,0.5476,0.25
q8_both_carded,WC2026_ESPN,760431,2026-06-17,Austria,Jordan,153,0.7254901960784313,0,0.5263360246059208,0.25
q8_both_carded,WC2026_ESPN,760433,2026-06-17,Argentina,Algeria,153,0.7254901960784313,0,0.5263360246059208,0.25
q8_both_carded,WC2026_ESPN,760434,2026-06-17,Ghana,Panama,153,0.7254901960784313,1,0.07535563244905807,0.25
q8_both_carded,WC2026_ESPN,760435,2026-06-17,Portugal,Congo DR,153,0.7254901960784313,1,0.07535563244905807,0.25
q8_both_carded,WC2026_ESPN,760437,2026-06-17,England,Croatia,153,0.7254901960784313,0,0.5263360246059208,0.25
q8_both_carded,WC2026_ESPN,760436,2026-06-18,Uzbekistan,Colombia,158,0.7151898734177216,1,0.08111680820381346,0.25
q8_both_carded,WC2026_ESPN,760438,2026-06-18,Czechia,South Africa,158,0.7151898734177216,1,0.08111680820381346,0.25
q8_both_carded,WC2026_ESPN,760439,2026-06-18,Switzerland,Bosnia-Herzegovina,158,0.7151898734177216,1,0.08111680820381346,0.25
q8_both_carded,WC2026_ESPN,760440,2026-06-18,Canada,Qatar,158,0.7151898734177216,1,0.08111680820381346,0.25
q8_both_carded,WC2026_ESPN,760441,2026-06-19,Mexico,South Korea,162,0.7222222222222222,0,0.5216049382716049,0.25
q8_both_carded,WC2026_ESPN,760442,2026-06-19,United States,Australia,162,0.7222222222222222,1,0.0771604938271605,0.25
q8_both_carded,WC2026_ESPN,760445,2026-06-19,Scotland,Morocco,162,0.7222222222222222,1,0.0771604938271605,0.25
q8_both_carded,WC2026_ESPN,760443,2026-06-20,Türkiye,Paraguay,165,0.7212121212121212,1,0.077722681359045,0.25
q8_both_carded,WC2026_ESPN,760444,2026-06-20,Brazil,Haiti,165,0.7212121212121212,1,0.077722681359045,0.25
q8_both_carded,WC2026_ESPN,760447,2026-06-20,Netherlands,Sweden,165,0.7212121212121212,0,0.5201469237832874,0.25
q8_both_carded,WC2026_ESPN,760448,2026-06-20,Germany,Ivory Coast,165,0.7212121212121212,0,0.5201469237832874,0.25
q8_both_carded,WC2026_ESPN,760453,2026-06-21,Spain,Saudi Arabia,169,0.7159763313609467,0,0.5126221070690802,0.25
q8_both_carded,WC2026_ESPN,760446,2026-06-21,Ecuador,Curaçao,169,0.7159763313609467,1,0.08066944434718673,0.25
q8_both_carded,WC2026_ESPN,760449,2026-06-21,Tunisia,Japan,169,0.7159763313609467,0,0.5126221070690802,0.25
q8_both_carded,WC2026_ESPN,760450,2026-06-21,Uruguay,Cape Verde,169,0.7159763313609467,1,0.08066944434718673,0.25
q8_both_carded,WC2026_ESPN,760451,2026-06-21,Belgium,Iran,169,0.7159763313609467,1,0.08066944434718673,0.25
q8_both_carded,WC2026_ESPN,760457,2026-06-22,France,Iraq,174,0.7126436781609196,0,0.5078610120227243,0.25
q8_both_carded,WC2026_ESPN,760452,2026-06-22,New Zealand,Egypt,174,0.7126436781609196,1,0.08257365570088518,0.25
q8_both_carded,WC2026_ESPN,760456,2026-06-22,Argentina,Austria,174,0.7126436781609196,1,0.08257365570088518,0.25
q8_both_carded,WC2026_ESPN,760454,2026-06-23,Norway,Senegal,177,0.711864406779661,0,0.5067509336397586,0.25
q8_both_carded,WC2026_ESPN,760455,2026-06-23,Jordan,Algeria,177,0.711864406779661,1,0.08302212008043666,0.25
q8_both_carded,WC2026_ESPN,760458,2026-06-23,England,Ghana,177,0.711864406779661,1,0.08302212008043666,0.25
q8_both_carded,WC2026_ESPN,760460,2026-06-23,Panama,Croatia,177,0.711864406779661,1,0.08302212008043666,0.25
q8_both_carded,WC2026_ESPN,760461,2026-06-23,Portugal,Uzbekistan,177,0.711864406779661,1,0.08302212008043666,0.25
q8_both_carded,WC2026_ESPN,760459,2026-06-24,Colombia,Congo DR,182,0.7142857142857143,1,0.08163265306122448,0.25
q8_both_carded,WC2026_ESPN,760462,2026-06-24,Bosnia-Herzegovina,Qatar,182,0.7142857142857143,1,0.08163265306122448,0.25
q8_both_carded,WC2026_ESPN,760463,2026-06-24,Switzerland,Canada,182,0.7142857142857143,1,0.08163265306122448,0.25
q8_both_carded,WC2026_ESPN,760464,2026-06-24,Morocco,Haiti,182,0.7142857142857143,0,0.5102040816326531,0.25
q8_both_carded,WC2026_ESPN,760465,2026-06-24,Scotland,Brazil,182,0.7142857142857143,1,0.08163265306122448,0.25
q8_both_carded,WC2026_ESPN,760466,2026-06-25,South Africa,South Korea,187,0.7165775401069518,1,0.08032829077182649,0.25
q8_both_carded,WC2026_ESPN,760467,2026-06-25,Czechia,Mexico,187,0.7165775401069518,0,0.5134833709857302,0.25
q8_both_carded,WC2026_ESPN,760468,2026-06-25,Ecuador,Germany,187,0.7165775401069518,1,0.08032829077182649,0.25
q8_both_carded,WC2026_ESPN,760471,2026-06-25,Japan,Sweden,187,0.7165775401069518,1,0.08032829077182649,0.25
q8_both_carded,WC2026_ESPN,760472,2026-06-25,Tunisia,Netherlands,187,0.7165775401069518,0,0.5134833709857302,0.25
q8_both_carded,WC2026_ESPN,760473,2026-06-25,Curaçao,Ivory Coast,187,0.7165775401069518,1,0.08032829077182649,0.25
q8_both_carded,WC2026_ESPN,760475,2026-06-26,Norway,France,193,0.7150259067357513,1,0.08121023383178072,0.25
q8_both_carded,WC2026_ESPN,760469,2026-06-26,Paraguay,Australia,193,0.7150259067357513,1,0.08121023383178072,0.25
q8_both_carded,WC2026_ESPN,760470,2026-06-26,Türkiye,United States,193,0.7150259067357513,0,0.5112620473032833,0.25
q8_both_carded,WC2026_ESPN,760474,2026-06-26,Senegal,Iraq,193,0.7150259067357513,1,0.08121023383178072,0.25
q8_both_carded,WC2026_ESPN,760479,2026-06-27,Uruguay,Spain,197,0.7157360406091371,1,0.08080599860857016,0.25
q8_both_carded,WC2026_ESPN,760476,2026-06-27,Egypt,Iran,197,0.7157360406091371,1,0.08080599860857016,0.25
q8_both_carded,WC2026_ESPN,760477,2026-06-27,New Zealand,Belgium,197,0.7157360406091371,0,0.5122780798268444,0.25
q8_both_carded,WC2026_ESPN,760478,2026-06-27,Cape Verde,Saudi Arabia,197,0.7157360406091371,1,0.08080599860857016,0.25
q8_both_carded,WC2026_ESPN,760480,2026-06-27,Croatia,Ghana,197,0.7157360406091371,1,0.08080599860857016,0.25
q8_both_carded,WC2026_ESPN,760481,2026-06-27,Colombia,Portugal,197,0.7157360406091371,0,0.5122780798268444,0.25
q8_both_carded,WC2026_ESPN,760482,2026-06-27,Congo DR,Uzbekistan,197,0.7157360406091371,1,0.08080599860857016,0.25
q8_both_carded,WC2026_ESPN,760485,2026-06-27,Panama,England,197,0.7157360406091371,1,0.08080599860857016,0.25
q8_both_carded,WC2026_ESPN,760483,2026-06-28,Jordan,Argentina,205,0.7170731707317073,0,0.5141939321832242,0.25
q8_both_carded,WC2026_ESPN,760484,2026-06-28,Algeria,Austria,205,0.7170731707317073,0,0.5141939321832242,0.25
q8_both_carded,WC2026_ESPN,760486,2026-06-28,South Africa,Canada,205,0.7170731707317073,0,0.5141939321832242,0.25
q8_both_carded,WC2026_ESPN,760487,2026-06-29,Brazil,Japan,208,0.7067307692307693,1,0.0860068417159763,0.25
q8_both_carded,WC2026_ESPN,760489,2026-06-29,Germany,Paraguay,208,0.7067307692307693,0,0.4994683801775148,0.25
q8_both_carded,WC2026_ESPN,760492,2026-06-30,France,Sweden,210,0.7047619047619048,0,0.49668934240362816,0.25
q8_both_carded,WC2026_ESPN,760488,2026-06-30,Netherlands,Morocco,210,0.7047619047619048,0,0.49668934240362816,0.25
q8_both_carded,WC2026_ESPN,760490,2026-06-30,Ivory Coast,Norway,210,0.7047619047619048,0,0.49668934240362816,0.25
q8_both_carded,WC2026_ESPN,760491,2026-07-01,Mexico,Ecuador,213,0.6948356807511737,0,0.48279662324494704,0.25
q8_both_carded,WC2026_ESPN,760493,2026-07-01,Belgium,Senegal,213,0.6948356807511737,1,0.09312526174259955,0.25
q8_both_carded,WC2026_ESPN,760495,2026-07-01,England,Congo DR,213,0.6948356807511737,1,0.09312526174259955,0.25
q8_both_carded,WC2026_ESPN,760497,2026-07-02,Spain,Austria,216,0.6944444444444444,0,0.48225308641975306,0.25
q8_both_carded,WC2026_ESPN,760494,2026-07-02,United States,Bosnia-Herzegovina,216,0.6944444444444444,1,0.09336419753086421,0.25
q8_both_carded,WC2026_ESPN,760496,2026-07-02,Portugal,Croatia,216,0.6944444444444444,1,0.09336419753086421,0.25
q8_both_carded,WC2026_ESPN,760498,2026-07-03,Switzerland,Algeria,219,0.6940639269406392,0,0.481724734680261,0.25
q8_both_carded,WC2026_ESPN,760499,2026-07-03,Australia,Egypt,219,0.6940639269406392,0,0.481724734680261,0.25
q8_both_carded,WC2026_ESPN,760500,2026-07-03,Argentina,Cape Verde,219,0.6940639269406392,0,0.481724734680261,0.25
q8_both_carded,WC2026_ESPN,760503,2026-07-04,Paraguay,France,222,0.6846846846846847,0,0.4687931174417661,0.25
q8_both_carded,WC2026_ESPN,760501,2026-07-04,Colombia,Ghana,222,0.6846846846846847,1,0.09942374807239672,0.25
q8_both_carded,WC2026_ESPN,760502,2026-07-04,Canada,Morocco,222,0.6846846846846847,1,0.09942374807239672,0.25
q8_both_carded,WC2026_ESPN,760504,2026-07-05,Brazil,Norway,225,0.6844444444444444,0,0.46846419753086416,0.25
q8_both_carded,WC2026_ESPN,760506,2026-07-06,Portugal,Spain,226,0.6814159292035398,1,0.10149581016524398,0.25
q8_both_carded,WC2026_ESPN,760505,2026-07-06,Mexico,England,226,0.6814159292035398,1,0.10149581016524398,0.25
q8_both_carded,WC2026_ESPN,760507,2026-07-07,United States,Belgium,228,0.6842105263157895,0,0.46814404432132967,0.25
q8_both_carded,WC2026_ESPN,760508,2026-07-07,Switzerland,Colombia,228,0.6842105263157895,1,0.09972299168975068,0.25
q8_both_carded,WC2026_ESPN,760509,2026-07-07,Argentina,Egypt,228,0.6842105263157895,0,0.46814404432132967,0.25
q8_both_carded,WC2026_ESPN,760510,2026-07-09,France,Morocco,231,0.6796536796536796,0,0.46192912426678656,0.25
q8_both_carded,WC2026_ESPN,760511,2026-07-10,Spain,Belgium,232,0.6767241379310345,1,0.10450728299643282,0.25
q8_both_carded,WC2026_ESPN,760512,2026-07-11,Norway,England,233,0.6781115879828327,0,0.459835325756599,0.25
q8_both_carded,WC2026_ESPN,760513,2026-07-12,Argentina,Switzerland,234,0.6752136752136753,0,0.4559135071955585,0.25
q10_card_before_goal,AFCON2023,3920393,2024-01-16,Tunisia,Namibia,7,0.2857142857142857,0,0.08163265306122448,0.25
q10_card_before_goal,AFCON2023,3920392,2024-01-16,Burkina Faso,Mauritania,7,0.2857142857142857,1,0.5102040816326531,0.25
q10_card_before_goal,AFCON2023,3920391,2024-01-16,Mali,South Africa,7,0.2857142857142857,1,0.5102040816326531,0.25
q10_card_before_goal,AFCON2023,3920395,2024-01-17,Congo DR,Zambia,10,0.4,0,0.16000000000000003,0.25
q10_card_before_goal,AFCON2023,3920394,2024-01-17,Morocco,Tanzania,10,0.4,1,0.36,0.25
q10_card_before_goal,AFCON2023,3920397,2024-01-18,Equatorial Guinea,Guinea-Bissau,12,0.4166666666666667,0,0.17361111111111113,0.25
q10_card_before_goal,AFCON2023,3920396,2024-01-18,Egypt,Ghana,12,0.4166666666666667,1,0.3402777777777777,0.25
q10_card_before_goal,AFCON2023,3920398,2024-01-18,Côte d'Ivoire,Nigeria,12,0.4166666666666667,0,0.17361111111111113,0.25
q10_card_before_goal,AFCON2023,3920399,2024-01-19,Cape Verde Islands,Mozambique,15,0.4,0,0.16000000000000003,0.25
q10_card_before_goal,AFCON2023,3920400,2024-01-19,Senegal,Cameroon,15,0.4,0,0.16000000000000003,0.25
q10_card_before_goal,AFCON2023,3920401,2024-01-19,Guinea,Gambia,15,0.4,1,0.36,0.25
q10_card_before_goal,AFCON2023,3920404,2024-01-20,Tunisia,Mali,18,0.3888888888888889,0,0.15123456790123457,0.25
q10_card_before_goal,AFCON2023,3920403,2024-01-20,Mauritania,Angola,18,0.3888888888888889,1,0.37345679012345684,0.25
q10_card_before_goal,AFCON2023,3920402,2024-01-20,Algeria,Burkina Faso,18,0.3888888888888889,1,0.37345679012345684,0.25
q10_card_before_goal,AFCON2023,3920407,2024-01-21,South Africa,Namibia,21,0.42857142857142855,0,0.18367346938775508,0.25
q10_card_before_goal,AFCON2023,3920405,2024-01-21,Morocco,Congo DR,21,0.42857142857142855,0,0.18367346938775508,0.25
