"match_id","match_date","team_A","team_B","actual_A","actual_B","outcome_A_gt_B","lambda_A_hier","lambda_B_hier","lambda_A_baseline","lambda_B_baseline","p_hier","p_baseline","p_5050","brier_hier","brier_baseline","brier_5050","logloss_hier","logloss_baseline","logloss_5050"
"760445","2026-06-19","Scotland","Morocco",2,5,0,3.33330975037069,3.94424707191025,4.23130341880342,3.08673878205128,0.3383506450434,0.592531872620338,0.5,0.114481159001285,0.351094020070965,0.25,0.413019538664785,0.897792564379408,0.693147180559945
"760446","2026-06-20","Ecuador","Curaçao",9,0,1,6.4548390748993,2.38975874850648,4.38020833333333,3.90364583333333,0.889987114358561,0.495240522192866,0.5,0.0121028350071563,0.25478213043613,0.25,0.11654829460957,0.702711731006355,0.693147180559945
"760447","2026-06-20","Netherlands","Sweden",2,5,0,4.44285871970585,3.01914775799903,4.22017045454545,3.85653409090909,0.631075331775136,0.479297983249585,0.5,0.398256074375098,0.22972655674712,0.25,0.997162806935422,0.652577345668461,0.693147180559945
"760448","2026-06-20","Germany","Ivory Coast",8,3,1,6.18525757583426,3.37840713342205,6.20182291666667,4.23697916666667,0.773367629436556,0.674487762499619,0.5,0.0513622313872062,0.105958216762504,0.25,0.257000755563913,0.393801746568418,0.693147180559945
"760449","2026-06-21","Tunisia","Japan",3,5,0,3.2469618152685,6.78720173993175,4.61860940695297,4.45880806310254,0.0965469411441868,0.453759813982315,0.5,0.00932131184429906,0.205897968785265,0.25,0.101531125080056,0.604696498834078,0.693147180559945
"760450","2026-06-21","Uruguay","Cape Verde",11,4,1,5.4021560748503,2.77124446861669,4.45880806310254,3.9038854805726,0.773331492424738,0.506087629805215,0.5,0.0513786123263966,0.243949429431431,0.25,0.257047483477977,0.681045443255614,0.693147180559945
"760451","2026-06-21","Belgium","Iran",4,2,1,4.40581494938125,2.93430446103457,4.77645705521472,3.2019427402863,0.638787708356658,0.647176641169905,0.5,0.130474319634235,0.12448432253615,0.25,0.448183104597448,0.435136006024691,0.693147180559945
"760452","2026-06-21","New Zealand","Egypt",4,4,0,3.40348486686141,4.15945866382735,3.9038854805726,3.82481254260395,0.322092572170446,0.438174598791654,0.5,0.103743625047374,0.191996979026227,0.25,0.388744537488334,0.576564151364115,0.693147180559945
"760453","2026-06-21","Spain","Saudi Arabia",6,1,1,8.02579630723251,2.11954443300461,5.60166520595968,3.7019427402863,0.961908507979171,0.67638284665461,0.5,0.00145096176437286,0.104728061939374,0.25,0.0388359388900553,0.390996022044785,0.693147180559945
"760454","2026-06-22","Norway","Senegal",5,4,1,4.6610649095333,3.81521887863136,4.56845238095238,4.33928571428571,0.545854581169032,0.462514859926577,0.5,0.206248061445155,0.288890275799747,0.25,0.605402673565911,0.771076592974824,0.693147180559945
"760455","2026-06-22","Jordan","Algeria",1,10,0,3.47948999988781,4.66331909616688,4.23511904761905,4.06845238095238,0.275601528843351,0.452471073309911,0.5,0.0759562027007926,0.204730072182223,0.25,0.322413663471173,0.602339984550007,0.693147180559945
"760456","2026-06-22","Argentina","Austria",1,3,0,5.87860383618713,2.75991293070311,5.08298319327731,4.40178571428571,0.816108893555875,0.522243824751084,0.5,0.666033726140995,0.27273861249064,0.25,1.69341150936714,0.738654770254204,0.693147180559945
"760457","2026-06-22","France","Iraq",4,2,1,6.63521103708801,2.26192673940078,4.37053571428571,4.06845238095238,0.909003144121261,0.471383693060733,0.5,0.00828042777981591,0.279435199962109,0.25,0.0954067259313646,0.752082881652195,0.693147180559945
"760458","2026-06-23","England","Ghana",9,2,1,8.16711389333223,2.48770474361619,5.24031007751938,4.14728682170543,0.949905605300715,0.57559110528679,0.5,0.00250944838028771,0.180122909911689,0.25,0.0513926621657168,0.552357757029966,0.693147180559945
"760459","2026-06-23","Colombia","DR Congo",5,4,1,5.02606313370025,2.90349578558545,3.93255813953488,4.38759689922481,0.717800080748875,0.368802221845672,0.5,0.0796367944253417,0.39841063514696,0.25,0.331564187773687,0.997494762790535,0.693147180559945
"760460","2026-06-23","Panama","Croatia",7,2,1,2.70099673281662,5.1410320113173,3.25839793281654,4.71627906976744,0.142467679519811,0.241669509323261,0.5,0.735361680668137,0.575065133090023,0.25,1.94864011538609,1.42018415014781,0.693147180559945
"760461","2026-06-23","Portugal","Uzbekistan",3,2,1,5.70110123065353,3.01097723400967,5.15503875968992,4.22093023255814,0.772231214418555,0.555172427829219,0.5,0.0518786196852462,0.197871568963352,0.25,0.258471273256525,0.588476532713613,0.693147180559945
"760462","2026-06-24","Bosnia and Herzegovina","Qatar",5,5,0,4.66885901317126,3.47317984026428,4.18587662337662,3.53011363636364,0.594952313291686,0.52067155357993,0.5,0.353968255091129,0.271098866707338,0.25,0.903750473848192,0.735369224650566,0.693147180559945
"760463","2026-06-24","Switzerland","Canada",2,7,0,5.31815466547531,5.27518245692,5.68674242424242,6.23011363636364,0.443156531148894,0.380377685189063,0.5,0.19638771109992,0.14468718338979,0.25,0.585471103951854,0.478645156222002,0.693147180559945
"760464","2026-06-24","Morocco","Haiti",9,1,1,5.07038336418971,2.85652899976892,3.19418449197861,4.32873376623377,0.728914763188387,0.273407185642459,0.5,0.0734872056172084,0.527937117876011,0.25,0.31619847673352,1.29679307251221,0.693147180559945
"760465","2026-06-24","Scotland","Brazil",7,7,0,2.78124249604653,6.12333030321541,3.90016233766234,6.42947860962567,0.0937740854036147,0.170174018773605,0.5,0.00879357909328442,0.0289591966655594,0.25,0.0984666501635192,0.186539261346488,0.693147180559945
"760466","2026-06-24","South Africa","South Korea",4,6,0,3.04991284803037,6.50228679870988,4.04301948051948,4.80722402597403,0.09570497525376,0.334000614233339,0.5,0.00915944228832282,0.111556410308248,0.25,0.10059961702432,0.406466530714454,0.693147180559945
"760467","2026-06-24","Czech Republic","Mexico",5,1,1,3.14551387608096,5.40276837026678,4.61444805194805,4.3786525974026,0.16941494789256,0.463584053894927,0.5,0.689871528784319,0.287742067235801,0.25,1.7754042604413,0.768767564365813,0.693147180559945
"760468","2026-06-25","Ecuador","Germany",3,2,1,3.80219974539084,5.61581371032171,4.83763736263736,6.33664412510566,0.223269906555087,0.27358443268844,0.5,0.603309638062943,0.527679576432576,0.25,1.49937389610062,1.29614499292107,0.693147180559945
"760469","2026-06-25","Paraguay","Australia",1,3,0,3.33582630176141,4.05684117471498,3.3394819466248,3.81259811616955,0.324790108288454,0.356087374162391,0.5,0.105488614442026,0.126798218037866,0.25,0.39273168576098,0.440192236247559,0.693147180559945
"760470","2026-06-25","Turkey","United States",2,9,0,5.20455349514782,5.02773293383004,6.05376766091052,4.94330669330669,0.458692372078849,0.572129211608999,0.5,0.210398692203321,0.327331834776335,0.25,0.613767533423421,0.848934025262905,0.693147180559945
"760471","2026-06-25","Japan","Sweden",2,8,0,5.75464828116783,3.02787686826531,4.49175824175824,3.94803113553114,0.775132039692369,0.504537209717681,0.5,0.600829678957652,0.254557795989703,0.25,1.49224189211471,0.702263023324885,0.693147180559945
"760472","2026-06-25","Tunisia","Netherlands",4,6,0,2.96137611385218,5.45644260250324,4.49049027895182,4.03136446886447,0.146970748549369,0.492970393420985,0.5,0.0216004009291618,0.243019808789641,0.25,0.158961439639238,0.679185881476552,0.693147180559945
"760473","2026-06-25","Curaçao","Ivory Coast",4,6,0,2.78031497619712,5.38329444731476,3.3394819466248,4.05376766091052,0.134274754336865,0.325693764890212,0.5,0.0180297096522253,0.10607642848836,0.25,0.144187689047305,0.394070916495403,0.693147180559945
"760474","2026-06-26","Senegal","Iraq",12,3,1,5.3422790587983,3.2418475625886,4.30908054711246,3.76101823708207,0.70745405563968,0.505173530487182,0.5,0.0855831295616716,0.24485323493052,0.25,0.346082590598562,0.68285328400514,0.693147180559945
"760475","2026-06-26","Norway","France",4,5,0,3.47392051425411,4.35987259227873,4.61816109422492,4.34891084093212,0.308408102887668,0.467966673792143,0.5,0.0951155579267705,0.218992807780082,0.25,0.368759241389219,0.631049148354647,0.693147180559945
"760476","2026-06-26","Egypt","Iran",8,2,1,3.67304975220195,3.34348981015678,3.83271276595745,3.10208674304419,0.472389722443872,0.532902646483837,0.5,0.278372604982854,0.218179937661804,0.25,0.749950950941591,0.629416523499507,0.693147180559945
"760477","2026-06-26","New Zealand","Belgium",5,8,0,2.97444616710658,5.38351172927904,3.90387537993921,4.72512515644556,0.153281122987531,0.324910085095851,0.5,0.0234951026643187,0.105566563396993,0.25,0.166386543776161,0.392909389715501,0.693147180559945
"760478","2026-06-26","Cape Verde","Saudi Arabia",4,2,1,4.10319108139876,3.9275675126602,3.90387537993921,3.48670212765957,0.452870459190547,0.486037567861209,0.5,0.299350734426363,0.264157381650021,0.25,0.792149156445819,0.7214693579432,0.693147180559945
"760479","2026-06-26","Uruguay","Spain",1,6,0,2.93022671615842,5.86349085483308,4.88847517730497,5.6218085106383,0.118940290919839,0.350733953118383,0.5,0.014146792804096,0.123014305870048,0.25,0.126629881131219,0.431912712716041,0.693147180559945
"760480","2026-06-27","Croatia","Ghana",3,2,1,5.98528570163544,3.17070952133761,4.59094256259205,3.9409793814433,0.779246159628905,0.519034757755225,0.5,0.0487322580385869,0.231327564247575,0.25,0.249428288638262,0.655784427432042,0.693147180559945
"760481","2026-06-27","Colombia","Portugal",5,2,1,3.73631844991375,4.01835737125753,4.03725398313027,5.02561211340206,0.387787505672533,0.309018855718448,0.5,0.374804138210659,0.477454941752642,0.25,0.947297755174993,1.17435298220359,0.693147180559945
"760482","2026-06-27","DR Congo","Uzbekistan",2,4,0,4.4477106301742,4.08473024591944,4.34425625920471,3.91568483063328,0.479856798770957,0.488569932323761,0.5,0.230262547326711,0.238700578770845,0.25,0.65365111833977,0.670544423023053,0.693147180559945
"760483","2026-06-27","Jordan","Argentina",2,6,0,2.06118333292337,7.3296355469527,3.77282768777614,4.85609965635739,0.0239026569541449,0.293255441369138,0.5,0.000571337009467534,0.0859987538926082,0.25,0.0241929608151108,0.347085981580826,0.693147180559945
"760484","2026-06-27","Algeria","Austria",0,3,0,4.54605855576173,4.25084146549683,4.91568483063328,4.20139911634757,0.471112616586783,0.526998836850614,0.5,0.221947097507246,0.2777277740419,0.25,0.636979755584558,0.748657431403616,0.693147180559945
"760485","2026-06-27","Panama","England",3,7,0,2.5519317573218,6.86075159107066,3.6409793814433,5.44262072707542,0.052612970107738,0.220209929813964,0.5,0.00276812462355773,0.048492413188671,0.25,0.0540475787991359,0.248730536310515,0.693147180559945
"760486","2026-06-28","South Africa","Canada",1,4,0,3.48080369077857,6.73726090353825,4.028125,6.29318181818182,0.115994731791921,0.192302323480884,0.5,0.0134547778034796,0.0369801836161465,0.25,0.12329225685085,0.213567453201245,0.693147180559945
"760487","2026-06-29","Brazil","Japan",6,2,1,5.23583986453082,3.63581275929251,6.45425649530127,4.32353855721393,0.643192452193967,0.690119710568618,0.5,0.127311626171354,0.0960257937780771,0.25,0.441311295959294,0.370890202861395,0.693147180559945
"760488","2026-06-29","Netherlands","Morocco",5,8,0,3.5935755103573,3.50040697461992,4.16743207041714,3.50981205085683,0.437406402395575,0.520981332082353,0.5,0.19132436085664,0.271421548378303,0.25,0.575197763004598,0.73601570964244,0.693147180559945
"760489","2026-06-29","Germany","Paraguay",16,6,1,5.39594998535261,2.94110909705747,6.01261549395878,3.02207711442786,0.75159029140808,0.798268733155979,0.5,0.0617073833227225,0.0406955040224936,0.25,0.285563928758719,0.225309979881866,0.693147180559945
"760490","2026-06-30","Ivory Coast","Norway",14,3,1,3.56580773806269,4.9193665416885,4.29718137254902,4.54718137254902,0.260275344058141,0.39911941050478,0.5,0.547192566608302,0.361057482832124,0.25,1.34601519271982,0.91849463241787,0.693147180559945
"760491","2026-06-30","Mexico","Ecuador",3,8,0,4.02682484342192,4.03820510384526,4.15849673202614,4.67067736185383,0.427011523960104,0.365324758788852,0.5,0.18233884159473,0.133462179384133,0.25,0.556889674092857,0.454641842078517,0.693147180559945
"760492","2026-06-30","France","Sweden",9,1,1,6.08324989740607,2.71864869099318,4.38079322638146,4.25980392156863,0.836083045263373,0.447313874314722,0.5,0.0268687680501294,0.305461953525003,0.25,0.179027334391531,0.804494751106378,0.693147180559945
"760493","2026-07-01","Belgium","Senegal",4,2,1,4.59523712839582,4.58381204275162,4.91733762748255,4.8341384863124,0.434686098609589,0.445761454203686,0.5,0.319579807105248,0.307180365646413,0.25,0.833131120772747,0.807971326094138,0.693147180559945
"760494","2026-07-01","United States","Bosnia and Herzegovina",4,3,1,6.51200563302922,3.46159107890996,5.2926731078905,4.31400966183575,0.791952535878556,0.560224221724758,0.5,0.0432837473273634,0.193402735157595,0.25,0.23325381840982,0.579418179452937,0.693147180559945
"760495","2026-07-01","England","DR Congo",5,3,1,6.76825910913682,2.98247858252447,5.5256038647343,4.06400966183575,0.857272707973518,0.621012413078072,0.5,0.0203710798892126,0.143631591040906,0.25,0.153999198665337,0.476404208394855,0.693147180559945
"760496","2026-07-02","Portugal","Croatia",9,5,1,4.61362396764422,3.76355394112119,4.84943977591036,4.52002164502164,0.546684543934207,0.476541538648644,0.5,0.205494902708138,0.27400876076033,0.25,0.60388334504804,0.741200385188629,0.693147180559945
"760497","2026-07-02","Spain","Austria",9,0,1,6.31425735615641,2.75583714125848,5.65252976190476,4.05505952380952,0.84864117347988,0.636888953495111,0.5,0.0229094943655476,0.131849632093875,0.25,0.164118828088696,0.451159965929964,0.693147180559945
"760498","2026-07-02","Switzerland","Algeria",4,2,1,5.46240643330261,3.751401129012,5.46502976190476,4.30505952380952,0.654330930389826,0.582559338412237,0.5,0.119487105685163,0.17425670594683,0.25,0.424142045734335,0.540324230211666,0.693147180559945
"760499","2026-07-03","Australia","Egypt",4,7,0,4.31415507856948,3.94091297175553,3.76431924882629,4.22407170294494,0.480890813948713,0.365507498154777,0.5,0.231255974940256,0.133595731207364,0.25,0.6556410401944,0.454929809320337,0.693147180559945
"760500","2026-07-03","Argentina","Cape Verde",8,8,0,7.50093592337126,2.20525679725137,4.91919940696812,3.9330985915493,0.94487081739724,0.56359730448125,0.5,0.892780861568929,0.317641921618531,0.25,2.89807607321349,0.829189848326556,0.693147180559945
"760501","2026-07-03","Colombia","Ghana",3,2,1,6.15379669842889,2.63945670096005,4.12206572769953,3.76952624839949,0.8490026214405,0.477443164792336,0.5,0.022800208331841,0.273065646022249,0.25,0.163693004995345,0.73931015275849,0.693147180559945
"760502","2026-07-04","Canada","Morocco",11,1,1,4.63201267770844,4.71458570096385,6.12692901234568,3.76437621832359,0.423217956792796,0.723372610715993,0.5,0.332677525366277,0.0765227125020853,0.25,0.859867968353349,0.323830822060939,0.693147180559945
"760503","2026-07-04","Paraguay","France",2,12,0,2.55017660112071,5.59788889162778,3.39146090534979,4.58796296296296,0.101536476913329,0.272009422263061,0.5,0.010309656143971,0.073989125799884,0.25,0.107069171148936,0.317467173538247,0.693147180559945
"760504","2026-07-05","Brazil","Norway",5,5,0,5.6473567162618,3.62995813274952,6.45340415258329,4.40163098878695,0.69053200279987,0.680895183439747,0.5,0.476834446890799,0.463618250831446,0.25,1.17290059381889,1.14223565160862,0.693147180559945
"760505","2026-07-05","Mexico","England",12,2,1,3.60899894941494,5.17396795117115,4.10091743119266,5.50546089995631,0.240834250537321,0.267789789361301,0.5,0.57633263515723,0.536131792563567,0.25,1.42364633921145,1.3175529743037,0.693147180559945
"760506","2026-07-06","Portugal","Spain",3,7,0,3.77441134019932,5.39392237947854,5.09343434343434,5.86363636363636,0.239925079075111,0.349569895769091,0.5,0.0575640435691983,0.122199112028013,0.25,0.274338270396138,0.430121436101807,0.693147180559945
"760507","2026-07-06","United States","Belgium",3,5,0,4.61517418672666,4.85928290739506,5.20629370629371,4.87799043062201,0.403295623688042,0.477337803328128,0.5,0.162647360085927,0.227851378486123,0.25,0.51633347028968,0.648819919062424,0.693147180559945
"760508","2026-07-07","Switzerland","Colombia",3,7,0,4.48616693182723,3.99233015391656,5.39295177530472,4.05232155232155,0.497699117561576,0.606766366183702,0.5,0.247704411621572,0.368165423131775,0.25,0.688555971432093,0.933351355668731,0.693147180559945
"760509","2026-07-07","Argentina","Egypt",6,1,1,6.18520402443955,2.95957824901784,5.08400900900901,4.47334834834835,0.818825866750759,0.513073349009096,0.5,0.0328240665586139,0.237097563445218,0.25,0.199883834645188,0.667336463507556,0.693147180559945
"760510","2026-07-09","France","Morocco",5,5,0,4.98163037134395,3.2266523037398,4.9028087797619,3.63337053571429,0.668607613302218,0.602645490051531,0.5,0.447036140565688,0.36318158667945,0.25,1.10445214740449,0.922926424595004,0.693147180559945
"760511","2026-07-10","Spain","Belgium",5,1,1,5.91548765534226,3.4368163846981,5.92654320987654,4.88388888888889,0.741737948426077,0.564606847669539,0.5,0.0666992872831716,0.189567197096256,0.25,0.298759267430792,0.571625634880754,0.693147180559945
"760512","2026-07-11","Norway","England",7,4,1,3.76458305319317,5.23319960037796,4.46438053097345,5.34744569589702,0.253887507203358,0.32815194784506,0.5,0.55668385190722,0.451379805184387,0.25,1.37086399509229,1.11427852224257,0.693147180559945
"760513","2026-07-11","Argentina","Switzerland",8,2,1,5.19186542192382,3.75048111932568,5.12589549093974,5.25798918387414,0.622536257520251,0.421209565197005,0.5,0.142478876886818,0.33499836741944,0.25,0.473953407326998,0.864624789585572,0.693147180559945
